time_s,position_m,motion_velocity_m_per_s,source_charge_C,source_current_A,load_charge_C,load_current_A,voltage_V,power_W,energy_J
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.442999945038e-14,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
6.020964513990e-05,0.000000000000e+00,0.000000000000e+00,5.083532386072e-18,8.443106506048e-14,1.363594203747e-21,4.529487594814e-17,4.529487594814e-08,2.051625787158e-24,6.176383030231e-29
1.204192902798e-04,0.000000000000e+00,0.000000000000e+00,1.016716109557e-17,8.443319905149e-14,5.453671118245e-21,9.056631057753e-17,9.056631057753e-08,8.202256611625e-24,3.704551405708e-28
1.806289354197e-04,0.000000000000e+00,0.000000000000e+00,1.525095053936e-17,8.443640421487e-14,1.226883700601e-20,1.358148903723e-16,1.358148903723e-07,1.844568444685e-23,1.172686677991e-27
2.408385805596e-04,0.000000000000e+00,0.000000000000e+00,2.033496529702e-17,8.444068336285e-14,2.180773347735e-20,1.810412030052e-16,1.810412030052e-07,3.277591718559e-23,2.714703906884e-27
3.010482256995e-04,0.000000000000e+00,0.000000000000e+00,2.541927011806e-17,8.444603932846e-14,3.406903756222e-20,2.262458373479e-16,2.262458373479e-07,5.118717891726e-23,5.242398017484e-27
3.612578708394e-04,0.000000000000e+00,0.000000000000e+00,3.050392992321e-17,8.445247496566e-14,4.905146178276e-20,2.714293834816e-16,2.714293834816e-07,7.367391021719e-23,9.001318951767e-27
4.214675159793e-04,0.000000000000e+00,0.000000000000e+00,3.558900980567e-17,8.445999314945e-14,6.675375422639e-20,3.165924327076e-16,3.165924327076e-07,1.002307684477e-22,1.423668844706e-26
4.816771611192e-04,0.000000000000e+00,0.000000000000e+00,4.067457503236e-17,8.446859677588e-14,8.717469861967e-20,3.617355775581e-16,3.617355775581e-07,1.308526280713e-22,2.119341309812e-26
5.418868062591e-04,0.000000000000e+00,0.000000000000e+00,4.576069104523e-17,8.447828876223e-14,1.103131144027e-19,4.068594118069e-16,4.068594118069e-07,1.655345809758e-22,3.011609743849e-26
6.020964513990e-04,0.000000000000e+00,0.000000000000e+00,5.084742346251e-17,8.448907204707e-14,1.361678568040e-19,4.519645304796e-16,4.519645304796e-07,2.042719368117e-22,4.124905704169e-26
6.623060965389e-04,0.000000000000e+00,0.000000000000e+00,5.593483808000e-17,8.450094959032e-14,1.647378169167e-19,4.970515298652e-16,4.970515298652e-07,2.470602233414e-22,5.483633164321e-26
7.225157416788e-04,0.000000000000e+00,0.000000000000e+00,6.102300087236e-17,8.451392437338e-14,1.960219217745e-19,5.421210075264e-16,5.421210075264e-07,2.938951868014e-22,7.112169828382e-26
7.827253868187e-04,0.000000000000e+00,0.000000000000e+00,6.611197799441e-17,8.452799939924e-14,2.300191344286e-19,5.871735623103e-16,5.871735623103e-07,3.447727922761e-22,9.034868447506e-26
8.429350319586e-04,0.000000000000e+00,0.000000000000e+00,7.120183578245e-17,8.454317769250e-14,2.667284540259e-19,6.322097943598e-16,6.322097943598e-07,3.996892240845e-22,1.127605813877e-25
9.031446770985e-04,0.000000000000e+00,0.000000000000e+00,7.629264075552e-17,8.455946229955e-14,3.061489158869e-19,6.772303051244e-16,6.772303051244e-07,4.586408861789e-22,1.386004570636e-25
9.633543222384e-04,0.000000000000e+00,0.000000000000e+00,8.138445961676e-17,8.457685628860e-14,3.482795915847e-19,7.222356973708e-16,7.222356973708e-07,5.216244025567e-22,1.681111696525e-25
1.023563967378e-03,0.000000000000e+00,0.000000000000e+00,8.647735925467e-17,8.459536274983e-14,3.931195890249e-19,7.672265751945e-16,7.672265751945e-07,5.886366176846e-22,2.015353806732e-25
1.083773612518e-03,0.000000000000e+00,0.000000000000e+00,9.157140674452e-17,8.461498479542e-14,4.406680525258e-19,8.122035440304e-16,8.122035440304e-07,6.596745969356e-22,2.391155683014e-25
1.143983257658e-03,0.000000000000e+00,0.000000000000e+00,9.666666934960e-17,8.463572555970e-14,4.909241628993e-19,8.571672106644e-16,8.571672106644e-07,7.347356270382e-22,2.810940406838e-25
1.204192902798e-03,0.000000000000e+00,0.000000000000e+00,1.017632145226e-16,8.465758819925e-14,5.438871375329e-19,9.021181832442e-16,9.021181832442e-07,8.138172165397e-22,3.277129492799e-25
1.264402547938e-03,0.000000000000e+00,0.000000000000e+00,1.068611099069e-16,8.468057589295e-14,5.995562304714e-19,9.470570712905e-16,9.470570712905e-07,8.969170962814e-22,3.792143022317e-25
1.324612193078e-03,0.000000000000e+00,0.000000000000e+00,1.119604233380e-16,8.470469184212e-14,6.579307325006e-19,9.919844857087e-16,9.919844857087e-07,9.840332198868e-22,4.358399777629e-25
1.384821838218e-03,0.000000000000e+00,0.000000000000e+00,1.170612228449e-16,8.472993927059e-14,7.190099712307e-19,1.036901038800e-15,1.036901038800e-06,1.075163764264e-21,4.978317376073e-25
1.445031483358e-03,0.000000000000e+00,0.000000000000e+00,1.221635766512e-16,8.475632142482e-14,7.827933111805e-19,1.081807344272e-15,1.081807344272e-06,1.170307130121e-21,5.654312404688e-25
1.505241128498e-03,0.000000000000e+00,0.000000000000e+00,1.272675531767e-16,8.478384157399e-14,8.492801538629e-19,1.126704017252e-15,1.126704017252e-06,1.269461942491e-21,6.388800555114e-25
1.565450773637e-03,0.000000000000e+00,0.000000000000e+00,1.323732210389e-16,8.481250301012e-14,9.184699378702e-19,1.171591674295e-15,1.171591674295e-06,1.372627051278e-21,7.184196758828e-25
1.625660418777e-03,0.000000000000e+00,0.000000000000e+00,1.374806490541e-16,8.484230904813e-14,9.903621389608e-19,1.216470933401e-15,1.216470933401e-06,1.479801531810e-21,8.042915322702e-25
1.685870063917e-03,0.000000000000e+00,0.000000000000e+00,1.425899062387e-16,8.487326302596e-14,1.064956270146e-18,1.261342414020e-15,1.261342414020e-06,1.590984685407e-21,8.967370064897e-25
1.746079709057e-03,0.000000000000e+00,0.000000000000e+00,1.477010618111e-16,8.490536830471e-14,1.142251881780e-18,1.306206737068e-15,1.306206737068e-06,1.706176039963e-21,9.959974451116e-25
1.806289354197e-03,0.000000000000e+00,0.000000000000e+00,1.528141851925e-16,8.493862826867e-14,1.222248561642e-18,1.351064524937e-15,1.351064524937e-06,1.825375350543e-21,1.102314173119e-24
1.866498999337e-03,0.000000000000e+00,0.000000000000e+00,1.579293460088e-16,8.497304632548e-14,1.304945935036e-18,1.395916401506e-15,1.395916401506e-06,1.948582599994e-21,1.215928507607e-24
1.926708644477e-03,0.000000000000e+00,0.000000000000e+00,1.630466140914e-16,8.500862590621e-14,1.390343664870e-18,1.440762992155e-15,1.440762992155e-06,2.075797999564e-21,1.337081771510e-24
1.986918289617e-03,0.000000000000e+00,0.000000000000e+00,1.681660594795e-16,8.504537046546e-14,1.478441451754e-18,1.485604923776e-15,1.485604923776e-06,2.207021989546e-21,1.466015307382e-24
2.047127934757e-03,0.000000000000e+00,0.000000000000e+00,1.732877524207e-16,8.508328348150e-14,1.569239034086e-18,1.530442824782e-15,1.530442824782e-06,2.342255239925e-21,1.602970491196e-24
2.107337579897e-03,0.000000000000e+00,0.000000000000e+00,1.784117633726e-16,8.512236845631e-14,1.662736188151e-18,1.575277325123e-15,1.575277325123e-06,2.481498651045e-21,1.748188746205e-24
2.167547225036e-03,0.000000000000e+00,0.000000000000e+00,1.835381630049e-16,8.516262891575e-14,1.758932728206e-18,1.620109056296e-15,1.620109056296e-06,2.624753354291e-21,1.901911556823e-24
2.227756870176e-03,0.000000000000e+00,0.000000000000e+00,1.886670221997e-16,8.520406840963e-14,1.857828506579e-18,1.664938651357e-15,1.664938651357e-06,2.772020712781e-21,2.064380482563e-24
2.287966515316e-03,0.000000000000e+00,0.000000000000e+00,1.937984120539e-16,8.524669051183e-14,1.959423413760e-18,1.709766744933e-15,1.709766744933e-06,2.923302322078e-21,2.235837172006e-24
