time_s,position_mm,velocity_m_per_s,source_charge_nC,source_current_uA,load_current_uA,voltage_V,power_mW,energy_uJ
8.324555320337e-04,1.385964425627e-03,3.329822128135e-03,1.593486679420e+02,-5.439507439051e+00,-4.021741448001e-02,-4.021741448001e+01,1.617440427457e-03,4.512436337302e-04
9.018268263698e-04,1.626583249521e-03,3.607307305479e-03,1.589713336932e+02,-5.439164055978e+00,-4.355450812959e-02,-4.355450812959e+01,1.896995178410e-03,5.731441071502e-04
9.711981207060e-04,1.886451579326e-03,3.884792482824e-03,1.585940242406e+02,-5.438792556952e+00,-4.688931825665e-02,-4.688931825665e+01,2.198608166573e-03,7.152027597147e-04
1.040569415042e-03,2.165569415042e-03,4.162277660168e-03,1.582167415346e+02,-5.438392941973e+00,-5.022182889466e-02,-5.022182889466e+01,2.522232097524e-03,8.789481594520e-04
1.109940709378e-03,2.463936756670e-03,4.439762837513e-03,1.578394875256e+02,-5.437965211033e+00,-5.355202408693e-02,-5.355202408693e+01,2.867819283808e-03,1.065905579883e-03
1.179312003714e-03,2.781553604210e-03,4.717248014857e-03,1.574622641641e+02,-5.437509364141e+00,-5.687988788667e-02,-5.687988788667e+01,3.235321646000e-03,1.277596972791e-03
1.248683298051e-03,3.118419957661e-03,4.994733192202e-03,1.570850734005e+02,-5.437025401294e+00,-6.020540435691e-02,-6.020540435691e+01,3.624690713779e-03,1.515540941071e-03
1.318054592387e-03,3.474535817023e-03,5.272218369547e-03,1.567079171853e+02,-5.436513322492e+00,-6.352855757055e-02,-6.352855757055e+01,4.035877626995e-03,1.781252711646e-03
1.387425886723e-03,3.849901182297e-03,5.549703546891e-03,1.563307974688e+02,-5.435973127735e+00,-6.684933161033e-02,-6.684933161033e+01,4.468833136748e-03,2.076244108463e-03
1.456797181059e-03,4.244516053483e-03,5.827188724236e-03,1.559537162016e+02,-5.435404817026e+00,-7.016771056884e-02,-7.016771056884e+01,4.923507606473e-03,2.402023525565e-03
1.526168475395e-03,4.658380430579e-03,6.104673901580e-03,1.555766753340e+02,-5.434808390356e+00,-7.348367854848e-02,-7.348367854848e+01,5.399851013016e-03,2.760095900230e-03
1.595539769731e-03,5.091494313588e-03,6.382159078925e-03,1.551996768166e+02,-5.434183847734e+00,-7.679721966149e-02,-7.679721966149e+01,5.897812947735e-03,3.151962686196e-03
1.664911064067e-03,5.543857702508e-03,6.659644256269e-03,1.548227225997e+02,-5.433531189157e+00,-8.010831802992e-02,-8.010831802992e+01,6.417342617583e-03,3.579121826955e-03
1.734282358403e-03,6.015470597339e-03,6.937129433614e-03,1.544458146337e+02,-5.432850414625e+00,-8.341695778565e-02,-8.341695778565e+01,6.958388846213e-03,4.043067729123e-03
1.803653652740e-03,6.506332998082e-03,7.214614610959e-03,1.540689548693e+02,-5.432141524138e+00,-8.672312307036e-02,-8.672312307036e+01,7.520900075076e-03,4.545291235891e-03
1.873024947076e-03,7.016444904736e-03,7.492099788303e-03,1.536921452567e+02,-5.431404517696e+00,-9.002679803552e-02,-9.002679803552e+01,8.104824364528e-03,5.087279600549e-03
1.942396241412e-03,7.545806317302e-03,7.769584965648e-03,1.533153877464e+02,-5.430639395303e+00,-9.332796684241e-02,-9.332796684241e+01,8.710109394939e-03,5.670516460084e-03
2.011767535748e-03,8.094417235780e-03,8.047070142992e-03,1.529386842888e+02,-5.429846156947e+00,-9.662661366211e-02,-9.662661366211e+01,9.336702467806e-03,6.296481808864e-03
2.081138830084e-03,8.662277660168e-03,8.324555320337e-03,1.525620368344e+02,-5.429024802640e+00,-9.992272267544e-02,-9.992272267544e+01,9.984550506874e-03,6.966651972389e-03
2.150510124420e-03,9.249387590469e-03,8.602040497681e-03,1.521854473337e+02,-5.428175332378e+00,-1.032162780731e-01,-1.032162780731e+02,1.065360005925e-02,7.682499581127e-03
2.219881418756e-03,9.855747026680e-03,8.879525675026e-03,1.518089177371e+02,-5.427297746161e+00,-1.065072640553e-01,-1.065072640553e+02,1.134379729655e-02,8.445493544426e-03
2.289252713093e-03,1.048135596880e-02,9.157010852370e-03,1.514324499949e+02,-5.426392043989e+00,-1.097956648325e-01,-1.097956648325e+02,1.205508801600e-02,9.257099024504e-03
2.358624007429e-03,1.112621441684e-02,9.434496029715e-03,1.510560460577e+02,-5.425458225866e+00,-1.130814646243e-01,-1.130814646243e+02,1.278741764158e-02,1.011877741051e-02
2.427995301765e-03,1.179032237078e-02,9.711981207060e-03,1.506797078759e+02,-5.424496291780e+00,-1.163646476606e-01,-1.163646476606e+02,1.354073122519e-02,1.103198629269e-02
2.497366596101e-03,1.247367983064e-02,9.989466384404e-03,1.503034374000e+02,-5.423506241743e+00,-1.196451981808e-01,-1.196451981808e+02,1.431497344773e-02,1.199817943660e-02
2.566737890437e-03,1.317628679641e-02,1.026695156175e-02,1.499272365803e+02,-5.422488075751e+00,-1.229231004340e-01,-1.229231004340e+02,1.511008862031e-02,1.301880675739e-02
2.636109184773e-03,1.389814326809e-02,1.054443673909e-02,1.495511073673e+02,-5.421441793804e+00,-1.261983386791e-01,-1.261983386791e+02,1.592602068537e-02,1.409531429423e-02
2.705480479109e-03,1.463924924568e-02,1.082192191644e-02,1.491750517115e+02,-5.420367395906e+00,-1.294708971848e-01,-1.294708971848e+02,1.676271321783e-02,1.522914418477e-02
2.774851773446e-03,1.539960472919e-02,1.109940709378e-02,1.487990715632e+02,-5.419264882045e+00,-1.327407602294e-01,-1.327407602294e+02,1.762010942627e-02,1.642173463965e-02
2.844223067782e-03,1.617920971860e-02,1.137689227113e-02,1.484231688730e+02,-5.418134252232e+00,-1.360079121009e-01,-1.360079121009e+02,1.849815215405e-02,1.767451991715e-02
2.913594362118e-03,1.697806421393e-02,1.165437744847e-02,1.480473455913e+02,-5.416975506466e+00,-1.392723370972e-01,-1.392723370972e+02,1.939678388052e-02,1.898893029790e-02
