time_s,position_mm,velocity_m_per_s,source_charge_nC,source_current_uA,load_current_uA,voltage_V,power_mW,energy_uJ
3.481433321403e-01,9.992975857790e+01,-2.650309832846e-02,3.249928783500e+02,-5.374753349850e-03,1.612389182302e+00,1.612389182302e+03,2.599798875204e+00,1.544393127485e+03
3.481979771461e-01,9.992830285074e+01,-2.677632335761e-02,3.249925801053e+02,-5.542687042843e-03,1.611601443179e+00,1.611601443179e+03,2.597259211656e+00,1.544535124120e+03
3.482526221520e-01,9.992683219321e+01,-2.704954838676e-02,3.249922725897e+02,-5.714082883940e-03,1.610814005000e+00,1.610814005000e+03,2.594721758703e+00,1.544676982035e+03
3.483072671578e-01,9.992534660529e+01,-2.732277341591e-02,3.249919556131e+02,-5.888976192542e-03,1.610026865923e+00,1.610026865923e+03,2.592186508995e+00,1.544818701351e+03
3.483619121636e-01,9.992384608698e+01,-2.759599844505e-02,3.249916289834e+02,-6.067402288923e-03,1.609240024093e+00,1.609240024093e+03,2.589653455143e+00,1.544960282189e+03
3.484165571695e-01,9.992233063829e+01,-2.786922347420e-02,3.249912925066e+02,-6.249396492918e-03,1.608453477635e+00,1.608453477635e+03,2.587122589717e+00,1.545101724668e+03
3.484712021753e-01,9.992080025922e+01,-2.814244850335e-02,3.249909459868e+02,-6.434994120896e-03,1.607667224660e+00,1.607667224660e+03,2.584593905245e+00,1.545243028907e+03
3.485258471811e-01,9.991925494977e+01,-2.841567353250e-02,3.249905892260e+02,-6.624230492695e-03,1.606881263261e+00,1.606881263261e+03,2.582067394219e+00,1.545384195025e+03
3.485804921869e-01,9.991769470993e+01,-2.868889856164e-02,3.249902220246e+02,-6.817140926849e-03,1.606095591516e+00,1.606095591516e+03,2.579543049088e+00,1.545525223141e+03
3.486351371928e-01,9.991611953971e+01,-2.896212359079e-02,3.249898441806e+02,-7.013760739295e-03,1.605310207487e+00,1.605310207487e+03,2.577020862263e+00,1.545666113374e+03
3.486897821986e-01,9.991452943911e+01,-2.923534861994e-02,3.249894554906e+02,-7.214125248567e-03,1.604525109219e+00,1.604525109219e+03,2.574500826115e+00,1.545806865840e+03
3.487444272044e-01,9.991292440812e+01,-2.950857364909e-02,3.249890557488e+02,-7.418269768866e-03,1.603740294741e+00,1.603740294741e+03,2.571982932977e+00,1.545947480658e+03
3.487990722103e-01,9.991130444675e+01,-2.978179867824e-02,3.249886447478e+02,-7.626229617860e-03,1.602955762066e+00,1.602955762066e+03,2.569467175139e+00,1.546087957943e+03
3.488537172161e-01,9.990966955499e+01,-3.005502370738e-02,3.249882222781e+02,-7.838040110182e-03,1.602171509189e+00,1.602171509189e+03,2.566953544857e+00,1.546228297813e+03
3.489083622219e-01,9.990801973286e+01,-3.032824873653e-02,3.249877881283e+02,-8.053736561767e-03,1.601387534092e+00,1.601387534092e+03,2.564442034345e+00,1.546368500384e+03
3.489630072278e-01,9.990635498034e+01,-3.060147376568e-02,3.249873420851e+02,-8.273354285514e-03,1.600603834738e+00,1.600603834738e+03,2.561932635779e+00,1.546508565771e+03
3.490176522336e-01,9.990467529743e+01,-3.087469879483e-02,3.249868839333e+02,-8.496928596922e-03,1.599820409076e+00,1.599820409076e+03,2.559425341295e+00,1.546648494089e+03
3.490722972394e-01,9.990298068415e+01,-3.114792382398e-02,3.249864134557e+02,-8.724494807589e-03,1.599037255036e+00,1.599037255036e+03,2.556920142993e+00,1.546788285454e+03
3.491269422452e-01,9.990127114047e+01,-3.142114885312e-02,3.249859304332e+02,-8.956088230413e-03,1.598254370535e+00,1.598254370535e+03,2.554417032933e+00,1.546927939978e+03
3.491815872511e-01,9.989954666642e+01,-3.169437388227e-02,3.249854346447e+02,-9.191744177860e-03,1.597471753471e+00,1.597471753471e+03,2.551916003138e+00,1.547067457778e+03
3.492362322569e-01,9.989780726198e+01,-3.196759891142e-02,3.249849258673e+02,-9.431497962394e-03,1.596689401728e+00,1.596689401728e+03,2.549417045591e+00,1.547206838965e+03
3.492908772627e-01,9.989605292716e+01,-3.224082394057e-02,3.249844038762e+02,-9.675384893010e-03,1.595907313173e+00,1.595907313173e+03,2.546920152239e+00,1.547346083653e+03
3.493455222686e-01,9.989428366196e+01,-3.251404896972e-02,3.249838684444e+02,-9.923440279572e-03,1.595125485656e+00,1.595125485656e+03,2.544425314991e+00,1.547485191954e+03
3.494001672744e-01,9.989249946637e+01,-3.278727399886e-02,3.249833193433e+02,-1.017569943368e-02,1.594343917013e+00,1.594343917013e+03,2.541932525716e+00,1.547624163981e+03
3.494548122802e-01,9.989070034040e+01,-3.306049902801e-02,3.249827563421e+02,-1.043219766258e-02,1.593562605061e+00,1.593562605061e+03,2.539441776250e+00,1.547762999845e+03
3.495094572861e-01,9.988888628405e+01,-3.333372405716e-02,3.249821792083e+02,-1.069297027485e-02,1.592781547604e+00,1.592781547604e+03,2.536953058387e+00,1.547901699658e+03
3.495641022919e-01,9.988705729731e+01,-3.360694908631e-02,3.249815877072e+02,-1.095805257688e-02,1.592000742427e+00,1.592000742427e+03,2.534466363887e+00,1.548040263530e+03
3.496187472977e-01,9.988521338019e+01,-3.388017411546e-02,3.249809816026e+02,-1.122747987593e-02,1.591220187300e+00,1.591220187300e+03,2.531981684470e+00,1.548178691571e+03
3.496733923035e-01,9.988335453269e+01,-3.415339914460e-02,3.249803606558e+02,-1.150128747839e-02,1.590439879978e+00,1.590439879978e+03,2.529499011824e+00,1.548316983892e+03
3.497280373094e-01,9.988148075480e+01,-3.442662417375e-02,3.249797246267e+02,-1.177951068848e-02,1.589659818198e+00,1.589659818198e+03,2.527018337594e+00,1.548455140602e+03
3.497826823152e-01,9.987959204653e+01,-3.469984920290e-02,3.249790732730e+02,-1.206218481088e-02,1.588879999683e+00,1.588879999683e+03,2.524539653392e+00,1.548593161810e+03
3.498373273210e-01,9.987768840788e+01,-3.497307423205e-02,3.249784063504e+02,-1.234934514935e-02,1.588100422138e+00,1.588100422138e+03,2.522062950795e+00,1.548731047625e+03
3.498919723269e-01,9.987576983884e+01,-3.524629926120e-02,3.249777236129e+02,-1.264102700510e-02,1.587321083253e+00,1.587321083253e+03,2.519588221339e+00,1.548868798154e+03
3.499466173327e-01,9.987383633942e+01,-3.551952429034e-02,3.249770248124e+02,-1.293726568062e-02,1.586541980701e+00,1.586541980701e+03,2.517115456528e+00,1.549006413505e+03
3.500012623385e-01,9.987188790962e+01,-3.579274931949e-02,3.249763096990e+02,-1.323809647709e-02,1.585763112141e+00,1.585763112141e+03,2.514644647827e+00,1.549143893785e+03
3.500559073443e-01,9.986992454943e+01,-3.606597434864e-02,3.249755780207e+02,-1.354355469527e-02,1.584984475213e+00,1.584984475213e+03,2.512175786667e+00,1.549281239101e+03
3.501105523502e-01,9.986794625886e+01,-3.633919937779e-02,3.249748295237e+02,-1.385367563288e-02,1.584206067544e+00,1.584206067544e+03,2.509708864442e+00,1.549418449559e+03
3.501651973560e-01,9.986595303790e+01,-3.661242440694e-02,3.249740639523e+02,-1.416849458851e-02,1.583427886742e+00,1.583427886742e+03,2.507243872511e+00,1.549555525264e+03
3.502198423618e-01,9.986394488657e+01,-3.688564943608e-02,3.249732810488e+02,-1.448804685857e-02,1.582649930401e+00,1.582649930401e+03,2.504780802198e+00,1.549692466323e+03
3.502744873677e-01,9.986192180485e+01,-3.715887446523e-02,3.249724805535e+02,-1.481236773992e-02,1.581872196099e+00,1.581872196099e+03,2.502319644790e+00,1.549829272840e+03
3.503291323735e-01,9.985988379274e+01,-3.743209949438e-02,3.249716622050e+02,-1.514149252898e-02,1.581094681396e+00,1.581094681396e+03,2.499860391540e+00,1.549965944918e+03
3.503837773793e-01,9.985783085026e+01,-3.770532452353e-02,3.249708257396e+02,-1.547545651782e-02,1.580317383840e+00,1.580317383840e+03,2.497403033666e+00,1.550102482663e+03
3.504384223852e-01,9.985576297739e+01,-3.797854955267e-02,3.249699708921e+02,-1.581429500026e-02,1.579540300958e+00,1.579540300958e+03,2.494947562349e+00,1.550238886177e+03
3.504930673910e-01,9.985368017413e+01,-3.825177458182e-02,3.249690973951e+02,-1.615804326839e-02,1.578763430264e+00,1.578763430264e+03,2.492493968739e+00,1.550375155562e+03
3.505477123968e-01,9.985158244050e+01,-3.852499961097e-02,3.249682049794e+02,-1.650673661386e-02,1.577986769256e+00,1.577986769256e+03,2.490042243948e+00,1.550511290923e+03
3.506023574026e-01,9.984946977648e+01,-3.879822464012e-02,3.249672933737e+02,-1.686041032484e-02,1.577210315416e+00,1.577210315416e+03,2.487592379054e+00,1.550647292359e+03
