time_s,source_charge_centered_nC,transfer_charge_from_start_nC
1.010739758478e-01,3.342870500234e+00,-1.606310826154e+02
1.011433471421e-01,3.317972350230e+00,-1.606559807654e+02
1.012127184364e-01,3.165437788018e+00,-1.608085153276e+02
1.012820897308e-01,3.012903225806e+00,-1.609610498898e+02
1.013514610251e-01,2.860368663594e+00,-1.611135844520e+02
1.014208323194e-01,2.707834101383e+00,-1.612661190142e+02
1.014902036138e-01,2.555299539170e+00,-1.614186535764e+02
1.015595749081e-01,2.402764976959e+00,-1.615711881386e+02
1.016289462024e-01,2.250230414746e+00,-1.617237227009e+02
1.016983174968e-01,2.097695852534e+00,-1.618762572631e+02
1.017676887911e-01,1.945161290323e+00,-1.620287918253e+02
1.018370600855e-01,1.792626728111e+00,-1.621813263875e+02
1.019064313798e-01,1.640092165899e+00,-1.623338609497e+02
1.019758026741e-01,1.487557603687e+00,-1.624863955119e+02
1.020451739685e-01,1.335023041475e+00,-1.626389300741e+02
1.021145452628e-01,1.182488479263e+00,-1.627914646363e+02
1.021839165571e-01,1.029953917051e+00,-1.629439991986e+02
1.022532878515e-01,8.774193548386e-01,-1.630965337608e+02
1.023226591458e-01,7.248847926268e-01,-1.632490683230e+02
1.023920304401e-01,5.723502304146e-01,-1.634016028852e+02
1.024614017345e-01,4.198156682027e-01,-1.635541374474e+02
1.025307730288e-01,2.672811059907e-01,-1.637066720096e+02
1.026001443232e-01,1.147465437787e-01,-1.638592065718e+02
1.026695156175e-01,-3.778801843322e-02,-1.640117411340e+02
1.027388869118e-01,-1.903225806452e-01,-1.641642756963e+02
1.028082582062e-01,-3.428571428572e-01,-1.643168102585e+02
1.028776295005e-01,-4.953917050691e-01,-1.644693448207e+02
1.029470007948e-01,-6.479262672811e-01,-1.646218793829e+02
1.030163720892e-01,-8.004608294933e-01,-1.647744139451e+02
1.030857433835e-01,-9.529953917050e-01,-1.649269485073e+02
1.031551146778e-01,-1.105529953917e+00,-1.650794830695e+02
1.032244859722e-01,-1.258064516129e+00,-1.652320176317e+02
1.032938572665e-01,-1.410599078341e+00,-1.653845521939e+02
1.033632285608e-01,-1.563133640553e+00,-1.655370867562e+02
1.034325998552e-01,-1.715668202765e+00,-1.656896213184e+02
1.035019711495e-01,-1.868202764977e+00,-1.658421558806e+02
1.035713424439e-01,-2.020737327189e+00,-1.659946904428e+02
1.036407137382e-01,-2.173271889401e+00,-1.661472250050e+02
1.037100850325e-01,-2.325806451613e+00,-1.662997595672e+02
1.037794563269e-01,-2.478341013825e+00,-1.664522941294e+02
1.038488276212e-01,-2.630875576037e+00,-1.666048286916e+02
1.039181989155e-01,-2.783410138249e+00,-1.667573632539e+02
1.039875702099e-01,-2.935944700461e+00,-1.669098978161e+02
1.040569415042e-01,-3.088479262673e+00,-1.670624323783e+02
1.041263127985e-01,-3.241013824885e+00,-1.672149669405e+02
1.041956840929e-01,-3.393548387097e+00,-1.673675015027e+02
1.042650553872e-01,-3.546082949309e+00,-1.675200360649e+02
1.043344266816e-01,-3.698617511521e+00,-1.676725706271e+02
1.044037979759e-01,-3.851152073733e+00,-1.678251051893e+02
1.044731692702e-01,-4.003686635945e+00,-1.679776397516e+02
1.045425405646e-01,-4.156221198157e+00,-1.681301743138e+02
1.046119118589e-01,-4.308755760369e+00,-1.682827088760e+02
1.046812831532e-01,-4.461290322581e+00,-1.684352434382e+02
1.047506544476e-01,-4.613824884793e+00,-1.685877780004e+02
1.048200257419e-01,-4.766359447005e+00,-1.687403125626e+02
1.048893970362e-01,-4.918894009217e+00,-1.688928471248e+02
1.049587683306e-01,-5.071428571429e+00,-1.690453816870e+02
1.050281396249e-01,-5.223963133641e+00,-1.691979162492e+02
1.050975109193e-01,-5.376497695853e+00,-1.693504508115e+02
1.051668822136e-01,-5.529032258065e+00,-1.695029853737e+02
1.052362535079e-01,-5.681566820277e+00,-1.696555199359e+02
1.053056248023e-01,-5.834101382489e+00,-1.698080544981e+02
1.053749960966e-01,-5.986635944700e+00,-1.699605890603e+02
1.054443673909e-01,-6.139170506912e+00,-1.701131236225e+02
1.055137386853e-01,-6.291705069124e+00,-1.702656581847e+02
1.055831099796e-01,-6.444239631337e+00,-1.704181927469e+02
1.056524812739e-01,-6.596774193548e+00,-1.705707273092e+02
1.057218525683e-01,-6.749308755761e+00,-1.707232618714e+02
1.057912238626e-01,-6.901843317972e+00,-1.708757964336e+02
1.058605951569e-01,-7.054377880184e+00,-1.710283309958e+02
1.059299664513e-01,-7.206912442396e+00,-1.711808655580e+02
1.059993377456e-01,-7.359447004608e+00,-1.713334001202e+02
1.060687090400e-01,-7.511981566820e+00,-1.714859346824e+02
1.061380803343e-01,-7.664516129032e+00,-1.716384692446e+02
1.062074516286e-01,-7.817050691244e+00,-1.717910038069e+02
1.062768229230e-01,-7.969585253456e+00,-1.719435383691e+02
1.063461942173e-01,-8.122119815668e+00,-1.720960729313e+02
1.064155655116e-01,-8.274654377880e+00,-1.722486074935e+02
1.064849368060e-01,-8.427188940092e+00,-1.724011420557e+02
1.065543081003e-01,-8.579723502304e+00,-1.725536766179e+02
1.066236793946e-01,-8.732258064516e+00,-1.727062111801e+02
1.066930506890e-01,-8.884792626728e+00,-1.728587457423e+02
1.067624219833e-01,-9.037327188940e+00,-1.730112803045e+02
1.068317932777e-01,-9.189861751152e+00,-1.731638148668e+02
1.069011645720e-01,-9.342396313364e+00,-1.733163494290e+02
1.069705358663e-01,-9.494930875576e+00,-1.734688839912e+02
1.070399071607e-01,-9.647465437788e+00,-1.736214185534e+02
1.071092784550e-01,-9.800000000000e+00,-1.737739531156e+02
1.071786497493e-01,-9.952534562212e+00,-1.739264876778e+02
1.072480210437e-01,-1.010506912442e+01,-1.740790222400e+02
1.073173923380e-01,-1.025760368664e+01,-1.742315568022e+02
1.073867636323e-01,-1.041013824885e+01,-1.743840913645e+02
1.074561349267e-01,-1.056267281106e+01,-1.745366259267e+02
1.075255062210e-01,-1.071520737327e+01,-1.746891604889e+02
1.075948775154e-01,-1.086774193548e+01,-1.748416950511e+02
1.076642488097e-01,-1.102027649770e+01,-1.749942296133e+02
1.077336201040e-01,-1.117281105991e+01,-1.751467641755e+02
1.078029913984e-01,-1.132534562212e+01,-1.752992987377e+02
1.078723626927e-01,-1.147788018433e+01,-1.754518332999e+02
1.079417339870e-01,-1.163041474654e+01,-1.756043678622e+02
1.080111052814e-01,-1.178294930876e+01,-1.757569024244e+02
1.080804765757e-01,-1.193548387097e+01,-1.759094369866e+02
1.081498478700e-01,-1.208801843318e+01,-1.760619715488e+02
1.082192191644e-01,-1.224055299539e+01,-1.762145061110e+02
1.082885904587e-01,-1.239308755760e+01,-1.763670406732e+02
1.083579617531e-01,-1.254562211982e+01,-1.765195752354e+02
1.084273330474e-01,-1.269815668203e+01,-1.766721097976e+02
1.084967043417e-01,-1.285069124424e+01,-1.768246443598e+02
1.085660756361e-01,-1.300322580645e+01,-1.769771789221e+02
1.086354469304e-01,-1.315576036866e+01,-1.771297134843e+02
1.087048182247e-01,-1.330829493088e+01,-1.772822480465e+02
1.087741895191e-01,-1.346082949309e+01,-1.774347826087e+02
1.088435608134e-01,-1.361336405530e+01,-1.775873171709e+02
1.089129321077e-01,-1.376589861751e+01,-1.777398517331e+02
1.089823034021e-01,-1.391843317972e+01,-1.778923862953e+02
1.090516746964e-01,-1.407096774194e+01,-1.780449208575e+02
1.091210459907e-01,-1.422350230415e+01,-1.781974554198e+02
1.091904172851e-01,-1.437603686636e+01,-1.783499899820e+02
1.092597885794e-01,-1.452857142857e+01,-1.785025245442e+02
1.093291598738e-01,-1.468110599078e+01,-1.786550591064e+02
1.093985311681e-01,-1.483364055300e+01,-1.788075936686e+02
1.094679024624e-01,-1.498617511521e+01,-1.789601282308e+02
1.095372737568e-01,-1.513870967742e+01,-1.791126627930e+02
1.096066450511e-01,-1.529124423963e+01,-1.792651973552e+02
1.096760163454e-01,-1.544377880184e+01,-1.794177319175e+02
1.097453876398e-01,-1.559631336406e+01,-1.795702664797e+02
1.098147589341e-01,-1.574884792627e+01,-1.797228010419e+02
1.098841302284e-01,-1.590138248848e+01,-1.798753356041e+02
1.099535015228e-01,-1.605391705069e+01,-1.800278701663e+02
1.100228728171e-01,-1.620645161290e+01,-1.801804047285e+02
1.100922441115e-01,-1.635898617512e+01,-1.803329392907e+02
1.101616154058e-01,-1.651152073733e+01,-1.804854738529e+02
1.102309867001e-01,-1.666405529954e+01,-1.806380084151e+02
1.103003579945e-01,-1.681658986175e+01,-1.807905429774e+02
1.103697292888e-01,-1.696912442396e+01,-1.809430775396e+02
1.104391005831e-01,-1.712165898618e+01,-1.810956121018e+02
1.105084718775e-01,-1.727419354839e+01,-1.812481466640e+02
1.105778431718e-01,-1.742672811060e+01,-1.814006812262e+02
1.106472144661e-01,-1.757926267281e+01,-1.815532157884e+02
1.107165857605e-01,-1.773179723502e+01,-1.817057503506e+02
1.107859570548e-01,-1.788433179723e+01,-1.818582849128e+02
1.108553283492e-01,-1.803686635945e+01,-1.820108194751e+02
1.109246996435e-01,-1.818940092166e+01,-1.821633540373e+02
1.109940709378e-01,-1.834193548387e+01,-1.823158885995e+02
1.110634422322e-01,-1.849447004608e+01,-1.824684231617e+02
1.111328135265e-01,-1.864700460830e+01,-1.826209577239e+02
1.112021848208e-01,-1.879953917051e+01,-1.827734922861e+02
1.112715561152e-01,-1.895207373272e+01,-1.829260268483e+02
1.113409274095e-01,-1.910460829493e+01,-1.830785614105e+02
1.114102987038e-01,-1.925714285714e+01,-1.832310959728e+02
1.114796699982e-01,-1.940967741936e+01,-1.833836305350e+02
1.115490412925e-01,-1.956221198157e+01,-1.835361650972e+02
1.116184125868e-01,-1.975603419488e+01,-1.837299873105e+02
1.116877838812e-01,-1.994985640820e+01,-1.839238095238e+02
1.117571551755e-01,-2.014367862152e+01,-1.841176317371e+02
1.118265264699e-01,-2.033750083484e+01,-1.843114539504e+02
1.118958977642e-01,-2.053132304815e+01,-1.845052761638e+02
1.119652690585e-01,-2.072514526147e+01,-1.846990983771e+02
1.120346403529e-01,-2.091896747479e+01,-1.848929205904e+02
1.121040116472e-01,-2.111278968811e+01,-1.850867428037e+02
1.121733829415e-01,-2.130661190142e+01,-1.852805650170e+02
1.122427542359e-01,-2.150043411474e+01,-1.854743872303e+02
1.123121255302e-01,-2.169425632806e+01,-1.856682094437e+02
1.123814968245e-01,-2.188807854137e+01,-1.858620316570e+02
1.124508681189e-01,-2.208190075469e+01,-1.860558538703e+02
1.125202394132e-01,-2.227572296801e+01,-1.862496760836e+02
1.125896107076e-01,-2.246954518133e+01,-1.864434982969e+02
1.126589820019e-01,-2.266336739464e+01,-1.866373205103e+02
1.127283532962e-01,-2.285718960796e+01,-1.868311427236e+02
1.127977245906e-01,-2.305101182128e+01,-1.870249649369e+02
1.128670958849e-01,-2.324483403460e+01,-1.872187871502e+02
1.129364671792e-01,-2.343865624791e+01,-1.874126093635e+02
1.130058384736e-01,-2.363247846123e+01,-1.876064315768e+02
1.130752097679e-01,-2.382630067455e+01,-1.878002537902e+02
1.131445810622e-01,-2.402012288787e+01,-1.879940760035e+02
1.132139523566e-01,-2.421394510118e+01,-1.881878982168e+02
1.132833236509e-01,-2.440776731450e+01,-1.883817204301e+02
1.133526949453e-01,-2.460158952782e+01,-1.885755426434e+02
1.134220662396e-01,-2.479541174113e+01,-1.887693648567e+02
1.134914375339e-01,-2.498923395445e+01,-1.889631870701e+02
1.135608088283e-01,-2.518305616777e+01,-1.891570092834e+02
1.136301801226e-01,-2.537687838109e+01,-1.893508314967e+02
1.136995514169e-01,-2.557070059440e+01,-1.895446537100e+02
1.137689227113e-01,-2.576452280772e+01,-1.897384759233e+02
1.138382940056e-01,-2.595834502104e+01,-1.899322981366e+02
1.139076652999e-01,-2.615216723436e+01,-1.901261203500e+02
1.139770365943e-01,-2.634598944767e+01,-1.903199425633e+02
1.140464078886e-01,-2.653981166099e+01,-1.905137647766e+02
1.141157791829e-01,-2.673363387431e+01,-1.907075869899e+02
1.141851504773e-01,-2.692745608762e+01,-1.909014092032e+02
1.142545217716e-01,-2.712127830094e+01,-1.910952314165e+02
1.143238930660e-01,-2.731510051426e+01,-1.912890536299e+02
1.143932643603e-01,-2.750892272758e+01,-1.914828758432e+02
1.144626356546e-01,-2.770274494089e+01,-1.916766980565e+02
1.145320069490e-01,-2.789656715421e+01,-1.918705202698e+02
1.146013782433e-01,-2.809038936753e+01,-1.920643424831e+02
1.146707495376e-01,-2.828421158085e+01,-1.922581646965e+02
1.147401208320e-01,-2.847803379416e+01,-1.924519869098e+02
1.148094921263e-01,-2.867185600748e+01,-1.926458091231e+02
1.148788634206e-01,-2.886567822080e+01,-1.928396313364e+02
1.149482347150e-01,-2.905950043411e+01,-1.930334535497e+02
1.150176060093e-01,-2.925332264743e+01,-1.932272757630e+02
1.150869773037e-01,-2.944714486075e+01,-1.934210979764e+02
1.151563485980e-01,-2.964096707407e+01,-1.936149201897e+02
1.152257198923e-01,-2.983478928738e+01,-1.938087424030e+02
1.152950911867e-01,-3.002861150070e+01,-1.940025646163e+02
1.153644624810e-01,-3.022243371402e+01,-1.941963868296e+02
1.154338337753e-01,-3.041625592734e+01,-1.943902090429e+02
1.155032050697e-01,-3.061007814065e+01,-1.945840312563e+02
1.155725763640e-01,-3.080390035397e+01,-1.947778534696e+02
1.156419476583e-01,-3.099772256729e+01,-1.949716756829e+02
1.157113189527e-01,-3.119154478061e+01,-1.951654978962e+02
1.157806902470e-01,-3.138536699392e+01,-1.953593201095e+02
1.158500615414e-01,-3.157918920724e+01,-1.955531423228e+02
1.159194328357e-01,-3.177301142056e+01,-1.957469645362e+02
1.159888041300e-01,-3.196683363387e+01,-1.959407867495e+02
1.160581754244e-01,-3.216065584719e+01,-1.961346089628e+02
1.161275467187e-01,-3.235447806051e+01,-1.963284311761e+02
1.161969180130e-01,-3.254830027383e+01,-1.965222533894e+02
1.162662893074e-01,-3.274212248714e+01,-1.967160756028e+02
1.163356606017e-01,-3.293594470046e+01,-1.969098978161e+02
1.164050318960e-01,-3.312976691378e+01,-1.971037200294e+02
1.164744031904e-01,-3.332358912710e+01,-1.972975422427e+02
1.165437744847e-01,-3.351741134041e+01,-1.974913644560e+02
1.166131457791e-01,-3.371123355373e+01,-1.976851866693e+02
1.166825170734e-01,-3.390505576705e+01,-1.978790088827e+02
1.167518883677e-01,-3.409887798036e+01,-1.980728310960e+02
1.168212596621e-01,-3.429270019368e+01,-1.982666533093e+02
1.168906309564e-01,-3.448652240700e+01,-1.984604755226e+02
1.169600022507e-01,-3.468034462032e+01,-1.986542977359e+02
1.170293735451e-01,-3.487416683363e+01,-1.988481199492e+02
1.170987448394e-01,-3.506798904695e+01,-1.990419421626e+02
1.171681161337e-01,-3.526181126027e+01,-1.992357643759e+02
1.172374874281e-01,-3.545563347359e+01,-1.994295865892e+02
1.173068587224e-01,-3.564945568690e+01,-1.996234088025e+02
1.173762300167e-01,-3.584327790022e+01,-1.998172310158e+02
1.174456013111e-01,-3.603710011354e+01,-2.000110532291e+02
1.175149726054e-01,-3.623092232686e+01,-2.002048754425e+02
1.175843438998e-01,-3.642474454017e+01,-2.003986976558e+02
1.176537151941e-01,-3.661856675349e+01,-2.005925198691e+02
1.177230864884e-01,-3.681238896681e+01,-2.007863420824e+02
1.177924577828e-01,-3.700621118012e+01,-2.009801642957e+02
1.178618290771e-01,-3.720003339344e+01,-2.011739865090e+02
1.179312003714e-01,-3.739385560676e+01,-2.013678087224e+02
1.180005716658e-01,-3.758767782008e+01,-2.015616309357e+02
1.180699429601e-01,-3.778150003339e+01,-2.017554531490e+02
1.181393142544e-01,-3.797532224671e+01,-2.019492753623e+02
1.182086855488e-01,-3.816914446003e+01,-2.021430975756e+02
1.182780568431e-01,-3.836296667335e+01,-2.023369197890e+02
1.183474281375e-01,-3.855678888666e+01,-2.025307420023e+02
1.184167994318e-01,-3.875061109998e+01,-2.027245642156e+02
1.184861707261e-01,-3.894443331330e+01,-2.029183864289e+02
1.185555420205e-01,-3.913825552661e+01,-2.031122086422e+02
1.186249133148e-01,-3.933207773993e+01,-2.033060308555e+02
1.186942846091e-01,-3.952589995325e+01,-2.034998530689e+02
1.187636559035e-01,-3.971972216657e+01,-2.036936752822e+02
1.188330271978e-01,-3.991354437988e+01,-2.038874974955e+02
1.189023984921e-01,-4.010736659320e+01,-2.040813197088e+02
1.189717697865e-01,-4.030118880652e+01,-2.042751419221e+02
1.190411410808e-01,-4.049501101984e+01,-2.044689641354e+02
1.191105123752e-01,-4.068883323315e+01,-2.046627863488e+02
1.191798836695e-01,-4.088265544647e+01,-2.048566085621e+02
1.192492549638e-01,-4.107647765979e+01,-2.050504307754e+02
1.193186262582e-01,-4.127029987310e+01,-2.052442529887e+02
1.193879975525e-01,-4.146412208642e+01,-2.054380752020e+02
1.194573688468e-01,-4.165794429974e+01,-2.056318974153e+02
1.195267401412e-01,-4.185176651306e+01,-2.058257196287e+02
1.195961114355e-01,-4.204558872637e+01,-2.060195418420e+02
1.196654827298e-01,-4.223941093969e+01,-2.062133640553e+02
1.197348540242e-01,-4.243323315301e+01,-2.064071862686e+02
1.198042253185e-01,-4.262705536633e+01,-2.066010084819e+02
1.198735966128e-01,-4.282087757964e+01,-2.067948306953e+02
1.199429679072e-01,-4.301469979296e+01,-2.069886529086e+02
1.200123392015e-01,-4.320852200628e+01,-2.071824751219e+02
1.200817104959e-01,-4.340234421960e+01,-2.073762973352e+02
1.201510817902e-01,-4.359616643291e+01,-2.075701195485e+02
1.202204530845e-01,-4.378998864623e+01,-2.077639417618e+02
1.202898243789e-01,-4.398381085955e+01,-2.079577639752e+02
1.203591956732e-01,-4.417763307286e+01,-2.081515861885e+02
1.204285669675e-01,-4.437145528618e+01,-2.083454084018e+02
1.204979382619e-01,-4.456527749950e+01,-2.085392306151e+02
1.205673095562e-01,-4.475909971282e+01,-2.087330528284e+02
1.206366808505e-01,-4.495292192613e+01,-2.089268750417e+02
1.207060521449e-01,-4.514674413945e+01,-2.091206972551e+02
1.207754234392e-01,-4.534056635277e+01,-2.093145194684e+02
1.208447947336e-01,-4.553438856609e+01,-2.095083416817e+02
1.209141660279e-01,-4.572821077940e+01,-2.097021638950e+02
1.209835373222e-01,-4.592203299272e+01,-2.098959861083e+02
1.210529086166e-01,-4.611585520604e+01,-2.100898083216e+02
1.211222799109e-01,-4.630967741935e+01,-2.102836305350e+02
1.211916512052e-01,-4.650349963267e+01,-2.104774527483e+02
1.212610224996e-01,-4.669732184599e+01,-2.106712749616e+02
1.213303937939e-01,-4.689114405931e+01,-2.108650971749e+02
1.213997650882e-01,-4.708496627262e+01,-2.110589193882e+02
1.214691363826e-01,-4.727878848594e+01,-2.112527416015e+02
1.215385076769e-01,-4.747261069926e+01,-2.114465638149e+02
1.216078789713e-01,-4.766643291258e+01,-2.116403860282e+02
1.216772502656e-01,-4.786025512589e+01,-2.118342082415e+02
1.217466215599e-01,-4.805407733921e+01,-2.120280304548e+02
1.218159928543e-01,-4.824789955253e+01,-2.122218526681e+02
1.218853641486e-01,-4.844172176585e+01,-2.124156748815e+02
1.219547354429e-01,-4.863554397916e+01,-2.126094970948e+02
1.220241067373e-01,-4.874178855273e+01,-2.127157416683e+02
1.220934780316e-01,-4.884803312629e+01,-2.128219862419e+02
1.221628493259e-01,-4.895427769986e+01,-2.129282308155e+02
1.222322206203e-01,-4.906052227343e+01,-2.130344753890e+02
1.223015919146e-01,-4.916676684699e+01,-2.131407199626e+02
1.223709632090e-01,-4.927301142056e+01,-2.132469645362e+02
1.224403345033e-01,-4.937925599412e+01,-2.133532091097e+02
1.225097057976e-01,-4.948550056769e+01,-2.134594536833e+02
1.225790770920e-01,-4.959174514125e+01,-2.135656982569e+02
1.226484483863e-01,-4.969798971482e+01,-2.136719428304e+02
1.227178196806e-01,-4.980423428839e+01,-2.137781874040e+02
1.227871909750e-01,-4.991047886195e+01,-2.138844319776e+02
1.228565622693e-01,-5.001672343552e+01,-2.139906765511e+02
1.229259335636e-01,-5.012296800908e+01,-2.140969211247e+02
1.229953048580e-01,-5.022921258265e+01,-2.142031656983e+02
1.230646761523e-01,-5.033545715621e+01,-2.143094102718e+02
1.231340474466e-01,-5.044170172978e+01,-2.144156548454e+02
1.232034187410e-01,-5.054794630335e+01,-2.145218994190e+02
1.232727900353e-01,-5.065419087691e+01,-2.146281439925e+02
1.233421613297e-01,-5.076043545048e+01,-2.147343885661e+02
1.234115326240e-01,-5.086668002404e+01,-2.148406331397e+02
1.234809039183e-01,-5.097292459761e+01,-2.149468777132e+02
1.235502752127e-01,-5.107916917117e+01,-2.150531222868e+02
1.236196465070e-01,-5.118541374474e+01,-2.151593668603e+02
1.236890178013e-01,-5.129165831831e+01,-2.152656114339e+02
1.237583890957e-01,-5.139790289187e+01,-2.153718560075e+02
1.238277603900e-01,-5.150414746544e+01,-2.154781005810e+02
1.238971316843e-01,-5.161039203900e+01,-2.155843451546e+02
1.239665029787e-01,-5.171663661257e+01,-2.156905897282e+02
1.240358742730e-01,-5.182288118614e+01,-2.157968343017e+02
1.241052455674e-01,-5.192912575970e+01,-2.159030788753e+02
1.241746168617e-01,-5.203537033327e+01,-2.160093234489e+02
1.242439881560e-01,-5.214161490683e+01,-2.161155680224e+02
1.243133594504e-01,-5.224785948040e+01,-2.162218125960e+02
1.243827307447e-01,-5.235410405396e+01,-2.163280571696e+02
1.244521020390e-01,-5.246034862753e+01,-2.164343017431e+02
1.245214733334e-01,-5.256659320110e+01,-2.165405463167e+02
1.245908446277e-01,-5.267283777466e+01,-2.166467908903e+02
1.246602159220e-01,-5.277908234823e+01,-2.167530354638e+02
1.247295872164e-01,-5.288532692179e+01,-2.168592800374e+02
1.247989585107e-01,-5.299157149536e+01,-2.169655246110e+02
1.248683298051e-01,-5.309781606892e+01,-2.170717691845e+02
1.249377010994e-01,-5.320406064249e+01,-2.171780137581e+02
1.250070723937e-01,-5.331030521606e+01,-2.172842583317e+02
1.250764436881e-01,-5.341654978962e+01,-2.173905029052e+02
1.251458149824e-01,-5.352279436319e+01,-2.174967474788e+02
1.252151862767e-01,-5.362903893675e+01,-2.176029920524e+02
1.252845575711e-01,-5.373528351032e+01,-2.177092366259e+02
1.253539288654e-01,-5.384152808388e+01,-2.178154811995e+02
1.254233001597e-01,-5.394777265745e+01,-2.179217257731e+02
1.254926714541e-01,-5.405401723102e+01,-2.180279703466e+02
1.255620427484e-01,-5.416026180458e+01,-2.181342149202e+02
1.256314140427e-01,-5.426650637815e+01,-2.182404594938e+02
1.257007853371e-01,-5.437275095171e+01,-2.183467040673e+02
1.257701566314e-01,-5.447899552528e+01,-2.184529486409e+02
1.258395279258e-01,-5.458524009884e+01,-2.185591932145e+02
1.259088992201e-01,-5.469148467241e+01,-2.186654377880e+02
1.259782705144e-01,-5.479772924598e+01,-2.187716823616e+02
1.260476418088e-01,-5.490397381954e+01,-2.188779269351e+02
1.261170131031e-01,-5.501021839311e+01,-2.189841715087e+02
1.261863843974e-01,-5.511646296667e+01,-2.190904160823e+02
1.262557556918e-01,-5.522270754024e+01,-2.191966606558e+02
1.263251269861e-01,-5.532895211380e+01,-2.193029052294e+02
1.263944982804e-01,-5.543519668737e+01,-2.194091498030e+02
1.264638695748e-01,-5.554144126094e+01,-2.195153943765e+02
1.265332408691e-01,-5.564768583450e+01,-2.196216389501e+02
1.266026121635e-01,-5.575393040807e+01,-2.197278835237e+02
1.266719834578e-01,-5.586017498163e+01,-2.198341280972e+02
1.267413547521e-01,-5.596641955520e+01,-2.199403726708e+02
1.268107260465e-01,-5.607266412877e+01,-2.200466172444e+02
1.268800973408e-01,-5.617890870233e+01,-2.201528618179e+02
1.269494686351e-01,-5.628515327590e+01,-2.202591063915e+02
1.270188399295e-01,-5.639139784946e+01,-2.203653509651e+02
1.270882112238e-01,-5.649764242303e+01,-2.204715955386e+02
1.271575825181e-01,-5.660388699659e+01,-2.205778401122e+02
1.272269538125e-01,-5.671013157016e+01,-2.206840846858e+02
1.272963251068e-01,-5.681637614373e+01,-2.207903292593e+02
1.273656964012e-01,-5.692262071729e+01,-2.208965738329e+02
1.274350676955e-01,-5.702886529086e+01,-2.210028184065e+02
1.275044389898e-01,-5.713510986442e+01,-2.211090629800e+02
1.275738102842e-01,-5.724135443799e+01,-2.212153075536e+02
1.276431815785e-01,-5.734759901155e+01,-2.213215521272e+02
1.277125528728e-01,-5.745384358512e+01,-2.214277967007e+02
1.277819241672e-01,-5.756008815869e+01,-2.215340412743e+02
1.278512954615e-01,-5.766633273225e+01,-2.216402858479e+02
1.279206667558e-01,-5.777257730582e+01,-2.217465304214e+02
1.279900380502e-01,-5.787882187938e+01,-2.218527749950e+02
1.280594093445e-01,-5.798506645295e+01,-2.219590195686e+02
1.281287806388e-01,-5.809131102651e+01,-2.220652641421e+02
1.281981519332e-01,-5.819755560008e+01,-2.221715087157e+02
1.282675232275e-01,-5.830380017365e+01,-2.222777532893e+02
1.283368945219e-01,-5.841004474721e+01,-2.223839978628e+02
1.284062658162e-01,-5.851628932078e+01,-2.224902424364e+02
1.284756371105e-01,-5.862253389434e+01,-2.225964870100e+02
1.285450084049e-01,-5.872877846791e+01,-2.227027315835e+02
1.286143796992e-01,-5.883502304147e+01,-2.228089761571e+02
1.286837509935e-01,-5.894126761504e+01,-2.229152207306e+02
1.287531222879e-01,-5.904751218861e+01,-2.230214653042e+02
1.288224935822e-01,-5.915375676217e+01,-2.231277098778e+02
1.288918648765e-01,-5.926000133574e+01,-2.232339544513e+02
1.289612361709e-01,-5.936624590930e+01,-2.233401990249e+02
1.290306074652e-01,-5.947249048287e+01,-2.234464435985e+02
1.290999787596e-01,-5.957873505643e+01,-2.235526881720e+02
1.291693500539e-01,-5.968497963000e+01,-2.236589327456e+02
1.292387213482e-01,-5.979122420357e+01,-2.237651773192e+02
1.293080926426e-01,-5.989746877713e+01,-2.238714218927e+02
1.293774639369e-01,-6.000371335070e+01,-2.239776664663e+02
1.294468352312e-01,-6.010995792426e+01,-2.240839110399e+02
1.295162065256e-01,-6.021620249783e+01,-2.241901556134e+02
1.295855778199e-01,-6.032244707140e+01,-2.242964001870e+02
1.296549491142e-01,-6.042869164496e+01,-2.244026447606e+02
1.297243204086e-01,-6.053493621853e+01,-2.245088893341e+02
1.297936917029e-01,-6.064118079209e+01,-2.246151339077e+02
1.298630629973e-01,-6.074742536566e+01,-2.247213784813e+02
1.299324342916e-01,-6.085366993922e+01,-2.248276230548e+02
1.300018055859e-01,-6.095991451279e+01,-2.249338676284e+02
1.300711768803e-01,-6.106615908636e+01,-2.250401122020e+02
1.301405481746e-01,-6.117240365992e+01,-2.251463567755e+02
1.302099194689e-01,-6.127864823349e+01,-2.252526013491e+02
1.302792907633e-01,-6.138489280705e+01,-2.253588459227e+02
1.303486620576e-01,-6.149113738062e+01,-2.254650904962e+02
1.304180333519e-01,-6.159738195418e+01,-2.255713350698e+02
1.304874046463e-01,-6.170362652775e+01,-2.256775796434e+02
1.305567759406e-01,-6.180987110132e+01,-2.257838242169e+02
1.306261472350e-01,-6.191611567488e+01,-2.258900687905e+02
1.306955185293e-01,-6.202236024845e+01,-2.259963133641e+02
1.307648898236e-01,-6.212860482201e+01,-2.261025579376e+02
1.308342611180e-01,-6.223484939558e+01,-2.262088025112e+02
1.309036324123e-01,-6.234109396914e+01,-2.263150470848e+02
1.309730037066e-01,-6.244733854271e+01,-2.264212916583e+02
1.310423750010e-01,-6.255358311628e+01,-2.265275362319e+02
1.311117462953e-01,-6.265982768984e+01,-2.266337808054e+02
1.311811175896e-01,-6.276607226341e+01,-2.267400253790e+02
1.312504888840e-01,-6.287231683697e+01,-2.268462699526e+02
1.313198601783e-01,-6.297856141054e+01,-2.269525145261e+02
