time_s,position_m,motion_velocity_m_per_s,source_charge_C,short_circuit_current_A
0,0,0,0,3.44362153767431e-13
5.4645005829589e-05,0,0,1.88610675218795e-17,3.45950427795756e-13
0.000109290011659178,0,0,3.78091264372351e-17,3.47546027285437e-13
0.000163935017488767,0,0,5.68445779690776e-17,3.49148986023e-13
0.000218580023318356,0,0,7.59678251909409e-17,3.50759337950807e-13
0.000273225029147945,0,0,9.51792730354163e-17,3.52377117167764e-13
0.000327870034977534,0,0,1.14479328302727e-16,3.54002357930049e-13
0.000382515040807123,0,0,1.33868399669343e-16,3.55635094651838e-13
0.000437160046636712,0,0,1.53346897696633e-16,3.57275361906025e-13
0.000491805052466301,0,0,1.72915234839558e-16,3.58923194424969e-13
0.00054645005829589,0,0,1.92573825455407e-16,3.60578627101216e-13
0.000601095064125479,0,0,2.12323085812569e-16,3.62241694988243e-13
0.000655740069955068,0,0,2.32163434099348e-16,3.639124333012e-13
0.000710385075784657,0,0,2.52095290432816e-16,3.65590877417659e-13
0.000765030081614246,0,0,2.72119076867713e-16,3.67277062878356e-13
0.000819675087443835,0,0,2.92235217405381e-16,3.68971025387947e-13
0.000874320093273424,0,0,3.12444138002742e-16,3.7067280081577e-13
0.000928965099103013,0,0,3.32746266581318e-16,3.72382425196592e-13
0.000983610104932602,0,0,3.53142033036293e-16,3.74099934731384e-13
0.00103825511076219,0,0,3.73631869245614e-16,3.75825365788078e-13
0.00109290011659178,0,0,3.94216209079138e-16,3.77558754902346e-13
0.00114754512242137,0,0,4.14895488407817e-16,3.79300138778367e-13
0.00120219012825096,0,0,4.3567014511293e-16,3.81049554289605e-13
0.00125683513408055,0,0,4.56540619095351e-16,3.82807038479593e-13
0.00131148013991014,0,0,4.77507352284869e-16,3.84572628562718e-13
0.00136612514573972,0,0,4.9857078864954e-16,3.86346361924999e-13
0.00142077015156931,0,0,5.19731374205093e-16,3.88128276124893e-13
0.0014754151573989,0,0,5.4098955702437e-16,3.89918408894081e-13
0.00153006016322849,0,0,5.62345787246817e-16,3.91716798138267e-13
0.00158470516905808,0,0,5.83800517088015e-16,3.9352348193799e-13
0.00163935017488767,0,0,6.05354200849252e-16,3.95338498549413e-13
0.00169399518071726,0,0,6.27007294927149e-16,3.97161886405151e-13
0.00174864018654685,0,0,6.48760257823318e-16,3.98993684115078e-13
0.00180328519237644,0,0,6.70613550154073e-16,4.00833930467135e-13
0.00185793019820603,0,0,6.92567634660186e-16,4.02682664428169e-13
0.00191257520403561,0,0,7.1462297621668e-16,4.04539925144745e-13
0.0019672202098652,0,0,7.36780041842677e-16,4.06405751943978e-13
0.00202186521569479,0,0,7.59039300711284e-16,4.08280184334371e-13
0.00207651022152438,0,0,7.81401224159531e-16,4.10163262006642e-13
0.00213115522735397,0,0,8.03866285698347e-16,4.12055024834573e-13
0.00218580023318356,0,0,8.26434961022591e-16,4.1395551287585e-13
0.00224044523901315,0,0,8.49107728021121e-16,4.1586476637291e-13
0.00229509024484274,0,0,8.71885066786914e-16,4.17782825753801e-13
0.00234973525067233,0,0,8.94767459627235e-16,4.19709731633027e-13
0.00240438025650191,0,0,9.17755391073843e-16,4.21645524812414e-13
0.0024590252623315,0,0,9.40849347893258e-16,4.23590246281977e-13
0.00251367026816109,0,0,9.64049819097064e-16,4.25543937220779e-13
0.00256831527399068,0,0,9.87357295952263e-16,4.27506638997811e-13
0.00262296027982027,0,0,1.01077227199168e-15,4.29478393172864e-13
0.00267760528564986,0,0,1.03429524302442e-15,4.31459241497412e-13
0.00273225029147945,0,0,1.05792670714634e-15,4.33449225915491e-13
0.00278689529730904,0,0,1.08166716475063e-15,4.35448388564595e-13
0.00284154030313863,0,0,1.10551711853839e-15,4.37456771776557e-13
0.00289618530896822,0,0,1.12947707352927e-15,4.39474418078456e-13
0.0029508303147978,0,0,1.1535475370722e-15,4.41501370193515e-13
0.00300547532062739,0,0,1.17772901885606e-15,4.43537671041999e-13
0.00306012032645698,0,0,1.20202203092056e-15,4.45583363742131e-13
0.00311476533228657,0,0,1.226427087667e-15,4.47638491611006e-13
0.00316941033811616,0,0,1.25094470586924e-15,4.49703098165499e-13
0.00322405534394575,0,0,1.27557540468457e-15,4.51777227123195e-13
0.00327870034977534,0,0,1.30031970566475e-15,4.53860922403316e-13
0.00333334535560493,0,0,1.32517813276706e-15,4.5595422812764e-13
0.00338799036143452,0,0,1.35015121236534e-15,4.58057188621447e-13
0.00344263536726411,0,0,1.3752394732612e-15,4.60169848414451e-13
0.00349728037309369,0,0,1.40044344669517e-15,4.62292252241745e-13
0.00355192537892328,0,0,1.42576366635796e-15,4.64424445044751e-13
0.00360657038475287,0,0,1.45120066840181e-15,4.66566471972161e-13
0.00366121539058246,0,0,1.47675499145174e-15,4.68718378380908e-13
0.00371586039641205,0,0,1.50242717661707e-15,4.70880209837117e-13
0.00377050540224164,0,0,1.52821776750278e-15,4.73052012117068e-13
0.00382515040807123,0,0,1.55412731022109e-15,4.75233831208174e-13
0.00387979541390082,0,0,1.58015635340299e-15,4.77425713309948e-13
0.00393444041973041,0,0,1.60630544820987e-15,4.79627704834981e-13
0.00398908542556,0,0,1.63257514834518e-15,4.81839852409931e-13
0.00404373043138958,0,0,1.65896601006615e-15,4.840622028765e-13
0.00409837543721917,0,0,1.68547859219559e-15,4.86294803292437e-13
0.00415302044304876,0,0,1.71211345613371e-15,4.8853770093253e-13
0.00420766544887835,0,0,1.73887116587001e-15,4.907909432896e-13
0.00426231045470794,0,0,1.76575228799522e-15,4.93054578075519e-13
0.00431695546053753,0,0,1.79275739171328e-15,4.95328653222214e-13
0.00437160046636712,0,0,1.81988704885345e-15,4.97613216882676e-13
0.00442624547219671,0,0,1.84714183388233e-15,4.99908317431991e-13
0.0044808904780263,0,0,1.87452232391611e-15,5.02214003468362e-13
