time_s,position_m,motion_velocity_m_per_s,source_charge_C,short_circuit_current_A
0,0,0,0,1.05351566538441e-09
5.4645005829589e-05,0,0,5.76998616961548e-14,1.0582916560785e-09
0.000109290011659178,0,0,1.15661297024805e-13,1.06308922580498e-09
0.000163935017488767,0,0,1.73885487818225e-13,1.06790847140424e-09
0.000218580023318356,0,0,2.32373621212239e-13,1.07274949014525e-09
0.000273225029147945,0,0,2.91126889669698e-13,1.07761237972742e-09
0.000327870034977534,0,0,3.50146491004047e-13,1.08249723828242e-09
0.000382515040807123,0,0,4.09433628403001e-13,1.0874041643761e-09
0.000437160046636712,0,0,4.68989510452317e-13,1.09233325701027e-09
0.000491805052466301,0,0,5.2881535115967e-13,1.09728461562465e-09
0.00054645005829589,0,0,5.88912369978637e-13,1.10225834009869e-09
0.000601095064125479,0,0,6.49281791832772e-13,1.10725453075349e-09
0.000655740069955068,0,0,7.09924847139795e-13,1.1122732883537e-09
0.000710385075784657,0,0,7.70842771835883e-13,1.11731471410937e-09
0.000765030081614246,0,0,8.32036807400059e-13,1.12237890967795e-09
0.000819675087443835,0,0,8.93508200878691e-13,1.12746597716611e-09
0.000874320093273424,0,0,9.55258204910097e-13,1.13257601913172e-09
0.000928965099103013,0,0,1.01728807774925e-12,1.1377091385858e-09
0.000983610104932602,0,0,1.07959908329259e-12,1.14286543899439e-09
0.00103825511076219,0,0,1.14219249110295e-12,1.14804502428057e-09
0.00109290011659178,0,0,1.20506957643459e-12,1.15324799882638e-09
0.00114754512242137,0,0,1.2682316202583e-12,1.15847446747479e-09
0.00120219012825096,0,0,1.33167990928667e-12,1.16372453553165e-09
0.00125683513408055,0,0,1.39541573599945e-12,1.16899830876774e-09
0.00131148013991014,0,0,1.45944039866897e-12,1.17429589342065e-09
0.00136612514573972,0,0,1.52375520138571e-12,1.17961739619688e-09
0.00142077015156931,0,0,1.58836145408404e-12,1.18496292427376e-09
0.0014754151573989,0,0,1.65326047256791e-12,1.19033258530153e-09
0.00153006016322849,0,0,1.71845357853681e-12,1.1957264874053e-09
