time_s,shape_matched_short_circuit_current_A,shape_matched_short_circuit_current_uA,integrated_transferred_charge_C,integrated_transferred_charge_nC
2.392904805278e-01,4.088713139594e-06,4.088713139594e+00,5.459523560298e-07,5.459523560298e+02
2.393451255336e-01,4.092998307855e-06,4.092998307855e+00,5.461759008646e-07,5.461759008646e+02
2.393997705394e-01,4.097284900919e-06,4.097284900919e+00,5.463996799013e-07,5.463996799013e+02
2.394544155453e-01,4.101572851668e-06,4.101572851668e+00,5.466236932164e-07,5.466236932164e+02
2.395090605511e-01,4.105862092866e-06,4.105862092866e+00,5.468479408815e-07,5.468479408815e+02
2.395637055569e-01,4.110152557177e-06,4.110152557177e+00,5.470724229656e-07,5.470724229656e+02
2.396183505627e-01,4.114444177149e-06,4.114444177149e+00,5.472971395337e-07,5.472971395337e+02
2.396729955686e-01,4.118736885236e-06,4.118736885236e+00,5.475220906476e-07,5.475220906476e+02
2.397276405744e-01,4.123030613794e-06,4.123030613794e+00,5.477472763640e-07,5.477472763640e+02
2.397822855802e-01,4.127325295076e-06,4.127325295076e+00,5.479726967372e-07,5.479726967372e+02
2.398369305861e-01,4.131620861242e-06,4.131620861242e+00,5.481983518180e-07,5.481983518180e+02
2.398915755919e-01,4.135917244365e-06,4.135917244365e+00,5.484242416518e-07,5.484242416518e+02
2.399462205977e-01,4.140214376427e-06,4.140214376427e+00,5.486503662820e-07,5.486503662820e+02
2.400008656036e-01,4.144512189325e-06,4.144512189325e+00,5.488767257481e-07,5.488767257481e+02
2.400555106094e-01,4.148810614871e-06,4.148810614871e+00,5.491033200844e-07,5.491033200844e+02
2.401101556152e-01,4.153109584798e-06,4.153109584798e+00,5.493301493232e-07,5.493301493232e+02
2.401648006210e-01,4.157409030766e-06,4.157409030766e+00,5.495572134922e-07,5.495572134922e+02
2.402194456269e-01,4.161708884353e-06,4.161708884353e+00,5.497845126159e-07,5.497845126159e+02
2.402740906327e-01,4.166009077071e-06,4.166009077071e+00,5.500120467141e-07,5.500120467141e+02
2.403287356385e-01,4.170309540363e-06,4.170309540363e+00,5.502398158037e-07,5.502398158037e+02
2.403833806444e-01,4.174610205604e-06,4.174610205604e+00,5.504678198981e-07,5.504678198981e+02
2.404380256502e-01,4.178911004105e-06,4.178911004105e+00,5.506960590055e-07,5.506960590055e+02
2.404926706560e-01,4.183211867120e-06,4.183211867120e+00,5.509245331319e-07,5.509245331319e+02
2.405473156619e-01,4.187512725845e-06,4.187512725845e+00,5.511532422793e-07,5.511532422793e+02
2.406019606677e-01,4.191813511421e-06,4.191813511421e+00,5.513821864447e-07,5.513821864447e+02
2.406566056735e-01,4.196114154937e-06,4.196114154937e+00,5.516113656227e-07,5.516113656227e+02
2.407112506793e-01,4.200414587432e-06,4.200414587432e+00,5.518407798036e-07,5.518407798036e+02
2.407658956852e-01,4.204714739903e-06,4.204714739903e+00,5.520704289745e-07,5.520704289745e+02
2.408205406910e-01,4.209014543301e-06,4.209014543301e+00,5.523003131172e-07,5.523003131172e+02
2.408751856968e-01,4.213313928538e-06,4.213313928538e+00,5.525304322113e-07,5.525304322113e+02
2.409298307027e-01,4.217612826489e-06,4.217612826489e+00,5.527607862325e-07,5.527607862325e+02
2.409844757085e-01,4.221911167996e-06,4.221911167996e+00,5.529913751513e-07,5.529913751513e+02
2.410391207143e-01,4.226208883869e-06,4.226208883869e+00,5.532221989359e-07,5.532221989359e+02
2.410937657201e-01,4.230505904887e-06,4.230505904887e+00,5.534532575502e-07,5.534532575502e+02
2.411484107260e-01,4.234802161807e-06,4.234802161807e+00,5.536845509548e-07,5.536845509548e+02
2.412030557318e-01,4.239097585365e-06,4.239097585365e+00,5.539160791053e-07,5.539160791053e+02
2.412577007376e-01,4.243392106271e-06,4.243392106271e+00,5.541478419545e-07,5.541478419545e+02
2.413123457435e-01,4.247685655226e-06,4.247685655226e+00,5.543798394517e-07,5.543798394517e+02
2.413669907493e-01,4.251978162913e-06,4.251978162913e+00,5.546120715410e-07,5.546120715410e+02
2.414216357551e-01,4.256269560003e-06,4.256269560003e+00,5.548445381641e-07,5.548445381641e+02
2.414762807610e-01,4.260559777166e-06,4.260559777166e+00,5.550772392587e-07,5.550772392587e+02
2.415309257668e-01,4.264848745059e-06,4.264848745059e+00,5.553101747578e-07,5.553101747578e+02
2.415855707726e-01,4.269136394341e-06,4.269136394341e+00,5.555433445915e-07,5.555433445915e+02
2.416402157784e-01,4.273422655674e-06,4.273422655674e+00,5.557767486860e-07,5.557767486860e+02
2.416948607843e-01,4.277707459721e-06,4.277707459721e+00,5.560103869638e-07,5.560103869638e+02
2.417495057901e-01,4.281990737154e-06,4.281990737154e+00,5.562442593426e-07,5.562442593426e+02
2.418041507959e-01,4.286272418654e-06,4.286272418654e+00,5.564783657375e-07,5.564783657375e+02
2.418587958018e-01,4.290552434914e-06,4.290552434914e+00,5.567127060598e-07,5.567127060598e+02
2.419134408076e-01,4.294830716645e-06,4.294830716645e+00,5.569472802159e-07,5.569472802159e+02
2.419680858134e-01,4.299107194576e-06,4.299107194576e+00,5.571820881094e-07,5.571820881094e+02
2.420227308192e-01,4.303381799458e-06,4.303381799458e+00,5.574171296399e-07,5.574171296399e+02
2.420773758251e-01,4.307654462064e-06,4.307654462064e+00,5.576524047036e-07,5.576524047036e+02
2.421320208309e-01,4.311925113200e-06,4.311925113200e+00,5.578879131915e-07,5.578879131915e+02
2.421866658367e-01,4.316193683698e-06,4.316193683698e+00,5.581236549923e-07,5.581236549923e+02
2.422413108426e-01,4.320460104427e-06,4.320460104427e+00,5.583596299909e-07,5.583596299909e+02
2.422959558484e-01,4.324724306292e-06,4.324724306292e+00,5.585958380671e-07,5.585958380671e+02
2.423506008542e-01,4.328986220234e-06,4.328986220234e+00,5.588322790980e-07,5.588322790980e+02
2.424052458601e-01,4.333245777242e-06,4.333245777242e+00,5.590689529573e-07,5.590689529573e+02
2.424598908659e-01,4.337502908346e-06,4.337502908346e+00,5.593058595134e-07,5.593058595134e+02
2.425145358717e-01,4.341757544627e-06,4.341757544627e+00,5.595429986323e-07,5.595429986323e+02
2.425691808775e-01,4.346009617215e-06,4.346009617215e+00,5.597803701758e-07,5.597803701758e+02
2.426238258834e-01,4.350259057298e-06,4.350259057298e+00,5.600179740023e-07,5.600179740023e+02
2.426784708892e-01,4.354505796117e-06,4.354505796117e+00,5.602558099653e-07,5.602558099653e+02
2.427331158950e-01,4.358749764975e-06,4.358749764975e+00,5.604938779156e-07,5.604938779156e+02
2.427877609009e-01,4.362990895239e-06,4.362990895239e+00,5.607321777005e-07,5.607321777005e+02
2.428424059067e-01,4.367229118341e-06,4.367229118341e+00,5.609707091622e-07,5.609707091622e+02
2.428970509125e-01,4.371464365782e-06,4.371464365782e+00,5.612094721402e-07,5.612094721402e+02
2.429516959184e-01,4.375696569136e-06,4.375696569136e+00,5.614484664707e-07,5.614484664707e+02
2.430063409242e-01,4.379925660050e-06,4.379925660050e+00,5.616876919844e-07,5.616876919844e+02
2.430609859300e-01,4.384151570249e-06,4.384151570249e+00,5.619271485100e-07,5.619271485100e+02
2.431156309358e-01,4.388374231537e-06,4.388374231537e+00,5.621668358716e-07,5.621668358716e+02
2.431702759417e-01,4.392593575806e-06,4.392593575806e+00,5.624067538905e-07,5.624067538905e+02
2.432249209475e-01,4.396809535031e-06,4.396809535031e+00,5.626469023824e-07,5.626469023824e+02
2.432795659533e-01,4.401022041277e-06,4.401022041277e+00,5.628872811612e-07,5.628872811612e+02
2.433342109592e-01,4.405231026699e-06,4.405231026699e+00,5.631278900366e-07,5.631278900366e+02
2.433888559650e-01,4.409436423551e-06,4.409436423551e+00,5.633687288136e-07,5.633687288136e+02
2.434435009708e-01,4.413638164183e-06,4.413638164183e+00,5.636097972946e-07,5.636097972946e+02
2.434981459766e-01,4.417836181042e-06,4.417836181042e+00,5.638510952780e-07,5.638510952780e+02
2.435527909825e-01,4.422030406687e-06,4.422030406687e+00,5.640926225589e-07,5.640926225589e+02
2.436074359883e-01,4.426220773774e-06,4.426220773774e+00,5.643343789275e-07,5.643343789275e+02
2.436620809941e-01,4.430407215074e-06,4.430407215074e+00,5.645763641714e-07,5.645763641714e+02
2.437167260000e-01,4.434589663470e-06,4.434589663470e+00,5.648185780748e-07,5.648185780748e+02
2.437713710058e-01,4.438768051957e-06,4.438768051957e+00,5.650610204167e-07,5.650610204167e+02
2.438260160116e-01,4.442942313650e-06,4.442942313650e+00,5.653036909739e-07,5.653036909739e+02
2.438806610175e-01,4.447112381780e-06,4.447112381780e+00,5.655465895195e-07,5.655465895195e+02
2.439353060233e-01,4.451278189708e-06,4.451278189708e+00,5.657897158217e-07,5.657897158217e+02
2.439899510291e-01,4.455439670918e-06,4.455439670918e+00,5.660330696463e-07,5.660330696463e+02
2.440445960349e-01,4.459596759018e-06,4.459596759018e+00,5.662766507550e-07,5.662766507550e+02
2.440992410408e-01,4.463749387757e-06,4.463749387757e+00,5.665204589064e-07,5.665204589064e+02
2.441538860466e-01,4.467897491012e-06,4.467897491012e+00,5.667644938542e-07,5.667644938542e+02
2.442085310524e-01,4.472041002797e-06,4.472041002797e+00,5.670087553496e-07,5.670087553496e+02
2.442631760583e-01,4.476179857268e-06,4.476179857268e+00,5.672532431404e-07,5.672532431404e+02
2.443178210641e-01,4.480313988721e-06,4.480313988721e+00,5.674979569695e-07,5.674979569695e+02
2.443724660699e-01,4.484443331600e-06,4.484443331600e+00,5.677428965774e-07,5.677428965774e+02
2.444271110758e-01,4.488567820498e-06,4.488567820498e+00,5.679880617011e-07,5.679880617011e+02
2.444817560816e-01,4.492687390151e-06,4.492687390151e+00,5.682334520726e-07,5.682334520726e+02
2.445364010874e-01,4.496801975454e-06,4.496801975454e+00,5.684790674219e-07,5.684790674219e+02
2.445910460932e-01,4.500911511462e-06,4.500911511462e+00,5.687249074747e-07,5.687249074747e+02
2.446456910991e-01,4.505015933379e-06,4.505015933379e+00,5.689709719539e-07,5.689709719539e+02
2.447003361049e-01,4.509115176579e-06,4.509115176579e+00,5.692172605773e-07,5.692172605773e+02
2.447549811107e-01,4.513209176592e-06,4.513209176592e+00,5.694637730606e-07,5.694637730606e+02
2.448096261166e-01,4.517297869118e-06,4.517297869118e+00,5.697105091160e-07,5.697105091160e+02
2.448642711224e-01,4.521381190028e-06,4.521381190028e+00,5.699574684508e-07,5.699574684508e+02
2.449189161282e-01,4.525459075362e-06,4.525459075362e+00,5.702046507702e-07,5.702046507702e+02
2.449735611340e-01,4.529531461335e-06,4.529531461335e+00,5.704520557754e-07,5.704520557754e+02
2.450282061399e-01,4.533598284336e-06,4.533598284336e+00,5.706996831646e-07,5.706996831646e+02
2.450828511457e-01,4.537659480941e-06,4.537659480941e+00,5.709475326312e-07,5.709475326312e+02
2.451374961515e-01,4.541714987898e-06,4.541714987898e+00,5.711956038664e-07,5.711956038664e+02
2.451921411574e-01,4.545764742148e-06,4.545764742148e+00,5.714438965582e-07,5.714438965582e+02
2.452467861632e-01,4.549808680809e-06,4.549808680809e+00,5.716924103894e-07,5.716924103894e+02
2.453014311690e-01,4.553846741198e-06,4.553846741198e+00,5.719411450411e-07,5.719411450411e+02
2.453560761749e-01,4.557878860815e-06,4.557878860815e+00,5.721901001907e-07,5.721901001907e+02
2.454107211807e-01,4.561904977367e-06,4.561904977367e+00,5.724392755111e-07,5.724392755111e+02
2.454653661865e-01,4.565925028741e-06,4.565925028741e+00,5.726886706729e-07,5.726886706729e+02
2.455200111923e-01,4.569938953035e-06,4.569938953035e+00,5.729382853430e-07,5.729382853430e+02
2.455746561982e-01,4.573946688544e-06,4.573946688544e+00,5.731881191854e-07,5.731881191854e+02
2.456293012040e-01,4.577948173769e-06,4.577948173769e+00,5.734381718594e-07,5.734381718594e+02
2.456839462098e-01,4.581943347416e-06,4.581943347416e+00,5.736884430220e-07,5.736884430220e+02
2.457385912157e-01,4.585932148398e-06,4.585932148398e+00,5.739389323273e-07,5.739389323273e+02
2.457932362215e-01,4.589914515838e-06,4.589914515838e+00,5.741896394244e-07,5.741896394244e+02
2.458478812273e-01,4.593890389080e-06,4.593890389080e+00,5.744405639605e-07,5.744405639605e+02
2.459025262332e-01,4.597859707676e-06,4.597859707676e+00,5.746917055797e-07,5.746917055797e+02
2.459571712390e-01,4.601822411396e-06,4.601822411396e+00,5.749430639210e-07,5.749430639210e+02
2.460118162448e-01,4.605778440235e-06,4.605778440235e+00,5.751946386220e-07,5.751946386220e+02
2.460664612506e-01,4.609727734408e-06,4.609727734408e+00,5.754464293162e-07,5.754464293162e+02
2.461211062565e-01,4.613670234350e-06,4.613670234350e+00,5.756984356344e-07,5.756984356344e+02
2.461757512623e-01,4.617605880730e-06,4.617605880730e+00,5.759506572028e-07,5.759506572028e+02
2.462303962681e-01,4.621534614441e-06,4.621534614441e+00,5.762030936458e-07,5.762030936458e+02
2.462850412740e-01,4.625456376610e-06,4.625456376610e+00,5.764557445844e-07,5.764557445844e+02
2.463396862798e-01,4.629371108599e-06,4.629371108599e+00,5.767086096352e-07,5.767086096352e+02
2.463943312856e-01,4.633278751999e-06,4.633278751999e+00,5.769616884129e-07,5.769616884129e+02
2.464489762914e-01,4.637179248647e-06,4.637179248647e+00,5.772149805285e-07,5.772149805285e+02
2.465036212973e-01,4.641072540610e-06,4.641072540610e+00,5.774684855904e-07,5.774684855904e+02
2.465582663031e-01,4.644958570207e-06,4.644958570207e+00,5.777222032024e-07,5.777222032024e+02
2.466129113089e-01,4.648837279992e-06,4.648837279992e+00,5.779761329664e-07,5.779761329664e+02
2.466675563148e-01,4.652708612776e-06,4.652708612776e+00,5.782302744815e-07,5.782302744815e+02
2.467222013206e-01,4.656572511604e-06,4.656572511604e+00,5.784846273420e-07,5.784846273420e+02
2.467768463264e-01,4.660428919782e-06,4.660428919782e+00,5.787391911407e-07,5.787391911407e+02
2.468314913323e-01,4.664277780865e-06,4.664277780865e+00,5.789939654670e-07,5.789939654670e+02
2.468861363381e-01,4.668119038658e-06,4.668119038658e+00,5.792489499062e-07,5.792489499062e+02
2.469407813439e-01,4.671952637228e-06,4.671952637228e+00,5.795041440416e-07,5.795041440416e+02
2.469954263497e-01,4.675778520897e-06,4.675778520897e+00,5.797595474533e-07,5.797595474533e+02
2.470500713556e-01,4.679596634245e-06,4.679596634245e+00,5.800151597186e-07,5.800151597186e+02
2.471047163614e-01,4.683406922120e-06,4.683406922120e+00,5.802709804104e-07,5.802709804104e+02
2.471593613672e-01,4.687209329625e-06,4.687209329625e+00,5.805270091001e-07,5.805270091001e+02
2.472140063731e-01,4.691003802135e-06,4.691003802135e+00,5.807832453561e-07,5.807832453561e+02
2.472686513789e-01,4.694790285289e-06,4.694790285289e+00,5.810396887422e-07,5.810396887422e+02
2.473232963847e-01,4.698568724996e-06,4.698568724996e+00,5.812963388210e-07,5.812963388210e+02
2.473779413905e-01,4.702339067437e-06,4.702339067437e+00,5.815531951515e-07,5.815531951515e+02
2.474325863964e-01,4.706101259066e-06,4.706101259066e+00,5.818102572900e-07,5.818102572900e+02
2.474872314022e-01,4.709855246607e-06,4.709855246607e+00,5.820675247890e-07,5.820675247890e+02
2.475418764080e-01,4.713600977063e-06,4.713600977063e+00,5.823249971990e-07,5.823249971990e+02
2.475965214139e-01,4.717338397721e-06,4.717338397721e+00,5.825826740679e-07,5.825826740679e+02
2.476511664197e-01,4.721067456134e-06,4.721067456134e+00,5.828405549392e-07,5.828405549392e+02
2.477058114255e-01,4.724788100148e-06,4.724788100148e+00,5.830986393550e-07,5.830986393550e+02
2.477604564314e-01,4.728500277888e-06,4.728500277888e+00,5.833569268546e-07,5.833569268546e+02
2.478151014372e-01,4.732203937762e-06,4.732203937762e+00,5.836154169730e-07,5.836154169730e+02
2.478697464430e-01,4.735899028465e-06,4.735899028465e+00,5.838741092437e-07,5.838741092437e+02
2.479243914488e-01,4.739585498980e-06,4.739585498980e+00,5.841330031972e-07,5.841330031972e+02
2.479790364547e-01,4.743263298581e-06,4.743263298581e+00,5.843920983614e-07,5.843920983614e+02
2.480336814605e-01,4.746932376831e-06,4.746932376831e+00,5.846513942603e-07,5.846513942603e+02
2.480883264663e-01,4.750592683581e-06,4.750592683581e+00,5.849108904163e-07,5.849108904163e+02
2.481429714722e-01,4.754244168983e-06,4.754244168983e+00,5.851705863493e-07,5.851705863493e+02
2.481976164780e-01,4.757886783484e-06,4.757886783484e+00,5.854304815748e-07,5.854304815748e+02
2.482522614838e-01,4.761520477820e-06,4.761520477820e+00,5.856905756073e-07,5.856905756073e+02
2.483069064897e-01,4.765145203031e-06,4.765145203031e+00,5.859508679585e-07,5.859508679585e+02
2.483615514955e-01,4.768760910458e-06,4.768760910458e+00,5.862113581359e-07,5.862113581359e+02
2.484161965013e-01,4.772367551739e-06,4.772367551739e+00,5.864720456460e-07,5.864720456460e+02
2.484708415071e-01,4.775965078815e-06,4.775965078815e+00,5.867329299920e-07,5.867329299920e+02
2.485254865130e-01,4.779553443933e-06,4.779553443933e+00,5.869940106750e-07,5.869940106750e+02
2.485801315188e-01,4.783132599641e-06,4.783132599641e+00,5.872552871921e-07,5.872552871921e+02
2.486347765246e-01,4.786702498800e-06,4.786702498800e+00,5.875167590394e-07,5.875167590394e+02
2.486894215305e-01,4.790263094569e-06,4.790263094569e+00,5.877784257101e-07,5.877784257101e+02
2.487440665363e-01,4.793814340422e-06,4.793814340422e+00,5.880402866936e-07,5.880402866936e+02
2.487987115421e-01,4.797356190144e-06,4.797356190144e+00,5.883023414782e-07,5.883023414782e+02
2.488533565479e-01,4.800888597826e-06,4.800888597826e+00,5.885645895493e-07,5.885645895493e+02
2.489080015538e-01,4.804411517878e-06,4.804411517878e+00,5.888270303900e-07,5.888270303900e+02
2.489626465596e-01,4.807924905015e-06,4.807924905015e+00,5.890896634798e-07,5.890896634798e+02
2.490172915654e-01,4.811428714274e-06,4.811428714274e+00,5.893524882970e-07,5.893524882970e+02
2.490719365713e-01,4.814922901005e-06,4.814922901005e+00,5.896155043174e-07,5.896155043174e+02
2.491265815771e-01,4.818407420875e-06,4.818407420875e+00,5.898787110130e-07,5.898787110130e+02
2.491812265829e-01,4.821882229869e-06,4.821882229869e+00,5.901421078550e-07,5.901421078550e+02
2.492358715888e-01,4.825347284288e-06,4.825347284288e+00,5.904056943118e-07,5.904056943118e+02
2.492905165946e-01,4.828802540762e-06,4.828802540762e+00,5.906694698484e-07,5.906694698484e+02
2.493451616004e-01,4.832247956229e-06,4.832247956229e+00,5.909334339286e-07,5.909334339286e+02
2.493998066062e-01,4.835683487961e-06,4.835683487961e+00,5.911975860135e-07,5.911975860135e+02
2.494544516121e-01,4.839109093544e-06,4.839109093544e+00,5.914619255624e-07,5.914619255624e+02
2.495090966179e-01,4.842524730893e-06,4.842524730893e+00,5.917264520306e-07,5.917264520306e+02
2.495637416237e-01,4.845930358247e-06,4.845930358247e+00,5.919911648729e-07,5.919911648729e+02
2.496183866296e-01,4.849325934169e-06,4.849325934169e+00,5.922560635416e-07,5.922560635416e+02
2.496730316354e-01,4.852711417552e-06,4.852711417552e+00,5.925211474852e-07,5.925211474852e+02
2.497276766412e-01,4.856086767609e-06,4.856086767609e+00,5.927864161518e-07,5.927864161518e+02
2.497823216471e-01,4.859451943890e-06,4.859451943890e+00,5.930518689869e-07,5.930518689869e+02
2.498369666529e-01,4.862806906267e-06,4.862806906267e+00,5.933175054325e-07,5.933175054325e+02
2.498916116587e-01,4.866151614945e-06,4.866151614945e+00,5.935833249300e-07,5.935833249300e+02
2.499462566645e-01,4.869486030461e-06,4.869486030461e+00,5.938493269178e-07,5.938493269178e+02
2.500009016704e-01,4.872810113678e-06,4.872810113678e+00,5.941155108329e-07,5.941155108329e+02
2.500555466762e-01,4.876123825798e-06,4.876123825798e+00,5.943818761087e-07,5.943818761087e+02
2.501101916820e-01,4.879427128352e-06,4.879427128352e+00,5.946484221780e-07,5.946484221780e+02
2.501648366879e-01,4.882719983200e-06,4.882719983200e+00,5.949151484712e-07,5.949151484712e+02
2.502194816937e-01,4.886002352542e-06,4.886002352542e+00,5.951820544156e-07,5.951820544156e+02
2.502741266995e-01,4.889274198908e-06,4.889274198908e+00,5.954491394375e-07,5.954491394375e+02
2.503287717053e-01,4.892535485170e-06,4.892535485170e+00,5.957164029609e-07,5.957164029609e+02
2.503834167112e-01,4.895786174529e-06,4.895786174529e+00,5.959838444084e-07,5.959838444084e+02
2.504380617170e-01,4.899026230523e-06,4.899026230523e+00,5.962514631987e-07,5.962514631987e+02
2.504927067228e-01,4.902255617030e-06,4.902255617030e+00,5.965192587504e-07,5.965192587504e+02
2.505473517287e-01,4.905474298262e-06,4.905474298262e+00,5.967872304800e-07,5.967872304800e+02
2.506019967345e-01,4.908682238771e-06,4.908682238771e+00,5.970553778004e-07,5.970553778004e+02
2.506566417403e-01,4.911879403445e-06,4.911879403445e+00,5.973237001244e-07,5.973237001244e+02
2.507112867462e-01,4.915065757511e-06,4.915065757511e+00,5.975921968625e-07,5.975921968625e+02
2.507659317520e-01,4.918241266537e-06,4.918241266537e+00,5.978608674222e-07,5.978608674222e+02
2.508205767578e-01,4.921405896430e-06,4.921405896430e+00,5.981297112103e-07,5.981297112103e+02
2.508752217636e-01,4.924559613435e-06,4.924559613435e+00,5.983987276315e-07,5.983987276315e+02
2.509298667695e-01,4.927702384138e-06,4.927702384138e+00,5.986679160890e-07,5.986679160890e+02
2.509845117753e-01,4.930834175463e-06,4.930834175463e+00,5.989372759828e-07,5.989372759828e+02
2.510391567811e-01,4.933954954683e-06,4.933954954683e+00,5.992068067124e-07,5.992068067124e+02
2.510938017870e-01,4.937064689400e-06,4.937064689400e+00,5.994765076757e-07,5.994765076757e+02
2.511484467928e-01,4.940163347570e-06,4.940163347570e+00,5.997463782674e-07,5.997463782674e+02
2.512030917986e-01,4.943250897478e-06,4.943250897478e+00,6.000164178818e-07,6.000164178818e+02
2.512577368045e-01,4.946327307760e-06,4.946327307760e+00,6.002866259115e-07,6.002866259115e+02
2.513123818103e-01,4.949392547390e-06,4.949392547390e+00,6.005570017459e-07,6.005570017459e+02
2.513670268161e-01,4.952446585685e-06,4.952446585685e+00,6.008275447743e-07,6.008275447743e+02
2.514216718219e-01,4.955489392304e-06,4.955489392304e+00,6.010982543838e-07,6.010982543838e+02
2.514763168278e-01,4.958520937252e-06,4.958520937252e+00,6.013691299603e-07,6.013691299603e+02
2.515309618336e-01,4.961541190866e-06,4.961541190866e+00,6.016401708866e-07,6.016401708866e+02
2.515856068394e-01,4.964550123840e-06,4.964550123840e+00,6.019113765453e-07,6.019113765453e+02
2.516402518453e-01,4.967547707199e-06,4.967547707199e+00,6.021827463176e-07,6.021827463176e+02
2.516948968511e-01,4.970533912317e-06,4.970533912317e+00,6.024542795815e-07,6.024542795815e+02
2.517495418569e-01,4.973508710905e-06,4.973508710905e+00,6.027259757149e-07,6.027259757149e+02
2.518041868627e-01,4.976472075029e-06,4.976472075029e+00,6.029978340937e-07,6.029978340937e+02
2.518588318686e-01,4.979423977082e-06,4.979423977082e+00,6.032698540930e-07,6.032698540930e+02
2.519134768744e-01,4.982364389808e-06,4.982364389808e+00,6.035420350845e-07,6.035420350845e+02
2.519681218802e-01,4.985293286295e-06,4.985293286295e+00,6.038143764403e-07,6.038143764403e+02
2.520227668861e-01,4.988210639973e-06,4.988210639973e+00,6.040868775307e-07,6.040868775307e+02
2.520774118919e-01,4.991116424608e-06,4.991116424608e+00,6.043595377234e-07,6.043595377234e+02
2.521320568977e-01,4.994010614317e-06,4.994010614317e+00,6.046323563859e-07,6.046323563859e+02
2.521867019036e-01,4.996893183554e-06,4.996893183554e+00,6.049053328844e-07,6.049053328844e+02
2.522413469094e-01,4.999764107116e-06,4.999764107116e+00,6.051784665822e-07,6.051784665822e+02
2.522959919152e-01,5.002623360144e-06,5.002623360144e+00,6.054517568428e-07,6.054517568428e+02
2.523506369210e-01,5.005470918118e-06,5.005470918118e+00,6.057252030277e-07,6.057252030277e+02
2.524052819269e-01,5.008306756863e-06,5.008306756863e+00,6.059988044978e-07,6.059988044978e+02
2.524599269327e-01,5.011130852540e-06,5.011130852540e+00,6.062725606109e-07,6.062725606109e+02
2.525145719385e-01,5.013943181657e-06,5.013943181657e+00,6.065464707253e-07,6.065464707253e+02
2.525692169444e-01,5.016743721059e-06,5.016743721059e+00,6.068205341978e-07,6.068205341978e+02
2.526238619502e-01,5.019532447930e-06,5.019532447930e+00,6.070947503825e-07,6.070947503825e+02
2.526785069560e-01,5.022309339800e-06,5.022309339800e+00,6.073691186339e-07,6.073691186339e+02
2.527331519618e-01,5.025074374532e-06,5.025074374532e+00,6.076436383046e-07,6.076436383046e+02
2.527877969677e-01,5.027827530333e-06,5.027827530333e+00,6.079183087465e-07,6.079183087465e+02
2.528424419735e-01,5.030568785750e-06,5.030568785750e+00,6.081931293090e-07,6.081931293090e+02
2.528970869793e-01,5.033298119665e-06,5.033298119665e+00,6.084680993417e-07,6.084680993417e+02
2.529517319852e-01,5.036015511300e-06,5.036015511300e+00,6.087432181931e-07,6.087432181931e+02
2.530063769910e-01,5.038720940215e-06,5.038720940215e+00,6.090184852090e-07,6.090184852090e+02
2.530610219968e-01,5.041414386307e-06,5.041414386307e+00,6.092938997357e-07,6.092938997357e+02
2.531156670027e-01,5.044095829812e-06,5.044095829812e+00,6.095694611184e-07,6.095694611184e+02
2.531703120085e-01,5.046765251300e-06,5.046765251300e+00,6.098451686995e-07,6.098451686995e+02
2.532249570143e-01,5.049422631677e-06,5.049422631677e+00,6.101210218222e-07,6.101210218222e+02
2.532796020201e-01,5.052067952189e-06,5.052067952189e+00,6.103970198280e-07,6.103970198280e+02
2.533342470260e-01,5.054701194412e-06,5.054701194412e+00,6.106731620578e-07,6.106731620578e+02
2.533888920318e-01,5.057322340258e-06,5.057322340258e+00,6.109494478502e-07,6.109494478502e+02
2.534435370376e-01,5.059931371973e-06,5.059931371973e+00,6.112258765441e-07,6.112258765441e+02
2.534981820435e-01,5.062528272137e-06,5.062528272137e+00,6.115024474775e-07,6.115024474775e+02
2.535528270493e-01,5.065113023662e-06,5.065113023662e+00,6.117791599862e-07,6.117791599862e+02
2.536074720551e-01,5.067685609793e-06,5.067685609793e+00,6.120560134063e-07,6.120560134063e+02
2.536621170610e-01,5.070246014109e-06,5.070246014109e+00,6.123330070730e-07,6.123330070730e+02
2.537167620668e-01,5.072794220511e-06,5.072794220511e+00,6.126101403192e-07,6.126101403192e+02
2.537714070726e-01,5.075330213240e-06,5.075330213240e+00,6.128874124785e-07,6.128874124785e+02
2.538260520784e-01,5.077853976861e-06,5.077853976861e+00,6.131648228829e-07,6.131648228829e+02
2.538806970843e-01,5.080365496274e-06,5.080365496274e+00,6.134423708645e-07,6.134423708645e+02
2.539353420901e-01,5.082864756697e-06,5.082864756697e+00,6.137200557525e-07,6.137200557525e+02
2.539899870959e-01,5.085351743686e-06,5.085351743686e+00,6.139978768773e-07,6.139978768773e+02
2.540446321018e-01,5.087826443115e-06,5.087826443115e+00,6.142758335684e-07,6.142758335684e+02
2.540992771076e-01,5.090288841190e-06,5.090288841190e+00,6.145539251527e-07,6.145539251527e+02
2.541539221134e-01,5.092738924441e-06,5.092738924441e+00,6.148321509584e-07,6.148321509584e+02
2.542085671192e-01,5.095176679723e-06,5.095176679723e+00,6.151105103120e-07,6.151105103120e+02
2.542632121251e-01,5.097602094210e-06,5.097602094210e+00,6.153890025401e-07,6.153890025401e+02
2.543178571309e-01,5.100015155403e-06,5.100015155403e+00,6.156676269670e-07,6.156676269670e+02
2.543725021367e-01,5.102415851124e-06,5.102415851124e+00,6.159463829178e-07,6.159463829178e+02
2.544271471426e-01,5.104804169515e-06,5.104804169515e+00,6.162252697169e-07,6.162252697169e+02
