time_s,short_circuit_current_A,integrated_transferred_charge_C,short_circuit_current_uA,integrated_transferred_charge_nC
3.354656907878e-01,-7.150114828970e-10,6.483965642370e-07,-7.150114828970e-04,6.483965642370e+02
3.355203357937e-01,-7.199130365469e-10,6.483965250313e-07,-7.199130365469e-04,6.483965250313e+02
3.355749807995e-01,-7.248296780739e-10,6.483964855573e-07,-7.248296780739e-04,6.483964855573e+02
3.356296258053e-01,-7.297615100045e-10,6.483964458142e-07,-7.297615100045e-04,6.483964458142e+02
3.356842708112e-01,-7.347086351742e-10,6.483964058012e-07,-7.347086351742e-04,6.483964058012e+02
3.357389158170e-01,-7.396711567291e-10,6.483963655175e-07,-7.396711567291e-04,6.483963655175e+02
3.357935608228e-01,-7.446491781283e-10,6.483963249621e-07,-7.446491781283e-04,6.483963249621e+02
3.358482058287e-01,-7.496428031457e-10,6.483962841343e-07,-7.496428031457e-04,6.483962841343e+02
3.359028508345e-01,-7.546521358723e-10,6.483962430332e-07,-7.546521358723e-04,6.483962430332e+02
3.359574958403e-01,-7.596772807181e-10,6.483962016580e-07,-7.596772807181e-04,6.483962016580e+02
3.360121408461e-01,-7.647183424142e-10,6.483961600077e-07,-7.647183424142e-04,6.483961600077e+02
3.360667858520e-01,-7.697754260151e-10,6.483961180815e-07,-7.697754260151e-04,6.483961180815e+02
3.361214308578e-01,-7.748486369002e-10,6.483960758785e-07,-7.748486369002e-04,6.483960758785e+02
3.361760758636e-01,-7.799380807767e-10,6.483960333978e-07,-7.799380807767e-04,6.483960333978e+02
3.362307208695e-01,-7.850438636811e-10,6.483959906386e-07,-7.850438636811e-04,6.483959906386e+02
3.362853658753e-01,-7.901660919813e-10,6.483959475999e-07,-7.901660919813e-04,6.483959475999e+02
3.363400108811e-01,-7.953048723793e-10,6.483959042809e-07,-7.953048723793e-04,6.483959042809e+02
3.363946558869e-01,-8.004603119125e-10,6.483958606806e-07,-8.004603119125e-04,6.483958606806e+02
3.364493008928e-01,-8.056325179565e-10,6.483958167981e-07,-8.056325179565e-04,6.483958167981e+02
3.365039458986e-01,-8.108215982269e-10,6.483957726325e-07,-8.108215982269e-04,6.483957726325e+02
3.365585909044e-01,-8.160276607814e-10,6.483957281829e-07,-8.160276607814e-04,6.483957281829e+02
3.366132359103e-01,-8.212508140221e-10,6.483956834484e-07,-8.212508140221e-04,6.483956834484e+02
3.366678809161e-01,-8.264911666975e-10,6.483956384279e-07,-8.264911666975e-04,6.483956384279e+02
3.367225259219e-01,-8.317488279049e-10,6.483955931207e-07,-8.317488279049e-04,6.483955931207e+02
3.367771709278e-01,-8.370239070920e-10,6.483955475256e-07,-8.370239070920e-04,6.483955475256e+02
3.368318159336e-01,-8.423165140599e-10,6.483955016418e-07,-8.423165140599e-04,6.483955016418e+02
3.368864609394e-01,-8.476267589645e-10,6.483954554684e-07,-8.476267589645e-04,6.483954554684e+02
3.369411059452e-01,-8.529547523191e-10,6.483954090042e-07,-8.529547523191e-04,6.483954090042e+02
3.369957509511e-01,-8.583006049963e-10,6.483953622484e-07,-8.583006049963e-04,6.483953622484e+02
3.370503959569e-01,-8.636644282307e-10,6.483953152000e-07,-8.636644282307e-04,6.483953152000e+02
3.371050409627e-01,-8.690463336204e-10,6.483952678580e-07,-8.690463336204e-04,6.483952678580e+02
3.371596859686e-01,-8.744464331297e-10,6.483952202215e-07,-8.744464331297e-04,6.483952202215e+02
3.372143309744e-01,-8.798648390911e-10,6.483951722893e-07,-8.798648390911e-04,6.483951722893e+02
3.372689759802e-01,-8.853016642076e-10,6.483951240605e-07,-8.853016642076e-04,6.483951240605e+02
3.373236209861e-01,-8.907570215549e-10,6.483950755341e-07,-8.907570215549e-04,6.483950755341e+02
3.373782659919e-01,-8.962310245835e-10,6.483950267092e-07,-8.962310245835e-04,6.483950267092e+02
3.374329109977e-01,-9.017237871213e-10,6.483949775845e-07,-9.017237871213e-04,6.483949775845e+02
3.374875560035e-01,-9.072354233753e-10,6.483949281592e-07,-9.072354233753e-04,6.483949281592e+02
3.375422010094e-01,-9.127660479342e-10,6.483948784322e-07,-9.127660479342e-04,6.483948784322e+02
3.375968460152e-01,-9.183157757706e-10,6.483948284025e-07,-9.183157757706e-04,6.483948284025e+02
3.376514910210e-01,-9.238847222433e-10,6.483947780690e-07,-9.238847222433e-04,6.483947780690e+02
3.377061360269e-01,-9.294730030994e-10,6.483947274306e-07,-9.294730030994e-04,6.483947274306e+02
3.377607810327e-01,-9.350807344768e-10,6.483946764863e-07,-9.350807344768e-04,6.483946764863e+02
3.378154260385e-01,-9.407080329063e-10,6.483946252351e-07,-9.407080329063e-04,6.483946252351e+02
3.378700710443e-01,-9.463550153137e-10,6.483945736758e-07,-9.463550153137e-04,6.483945736758e+02
3.379247160502e-01,-9.520217990228e-10,6.483945218074e-07,-9.520217990228e-04,6.483945218074e+02
3.379793610560e-01,-9.577085017567e-10,6.483944696288e-07,-9.577085017567e-04,6.483944696288e+02
3.380340060618e-01,-9.634152416412e-10,6.483944171389e-07,-9.634152416412e-04,6.483944171389e+02
3.380886510677e-01,-9.691421372060e-10,6.483943643366e-07,-9.691421372060e-04,6.483943643366e+02
3.381432960735e-01,-9.748893073880e-10,6.483943112208e-07,-9.748893073880e-04,6.483943112208e+02
3.381979410793e-01,-9.806568715328e-10,6.483942577903e-07,-9.806568715328e-04,6.483942577903e+02
3.382525860852e-01,-9.864449493979e-10,6.483942040442e-07,-9.864449493979e-04,6.483942040442e+02
3.383072310910e-01,-9.922536611541e-10,6.483941499812e-07,-9.922536611541e-04,6.483941499812e+02
3.383618760968e-01,-9.980831273886e-10,6.483940956002e-07,-9.980831273886e-04,6.483940956002e+02
3.384165211026e-01,-1.003933469107e-09,6.483940409001e-07,-1.003933469107e-03,6.483940409001e+02
3.384711661085e-01,-1.009804807736e-09,6.483939858797e-07,-1.009804807736e-03,6.483939858797e+02
3.385258111143e-01,-1.015697265124e-09,6.483939305380e-07,-1.015697265124e-03,6.483939305380e+02
3.385804561201e-01,-1.021610963548e-09,6.483938748736e-07,-1.021610963548e-03,6.483938748736e+02
3.386351011260e-01,-1.027546025710e-09,6.483938188855e-07,-1.027546025710e-03,6.483938188855e+02
3.386897461318e-01,-1.033502574744e-09,6.483937625725e-07,-1.033502574744e-03,6.483937625725e+02
3.387443911376e-01,-1.039480734217e-09,6.483937059334e-07,-1.039480734217e-03,6.483937059334e+02
3.387990361435e-01,-1.045480628128e-09,6.483936489670e-07,-1.045480628128e-03,6.483936489670e+02
3.388536811493e-01,-1.051502380919e-09,6.483935916722e-07,-1.051502380919e-03,6.483935916722e+02
3.389083261551e-01,-1.057546117466e-09,6.483935340477e-07,-1.057546117466e-03,6.483935340477e+02
3.389629711609e-01,-1.063611963093e-09,6.483934760924e-07,-1.063611963093e-03,6.483934760924e+02
3.390176161668e-01,-1.069700043565e-09,6.483934178050e-07,-1.069700043565e-03,6.483934178050e+02
3.390722611726e-01,-1.075810485096e-09,6.483933591842e-07,-1.075810485096e-03,6.483933591842e+02
3.391269061784e-01,-1.081943414348e-09,6.483933002290e-07,-1.081943414348e-03,6.483933002290e+02
3.391815511843e-01,-1.088098958438e-09,6.483932409380e-07,-1.088098958438e-03,6.483932409380e+02
3.392361961901e-01,-1.094277244936e-09,6.483931813100e-07,-1.094277244936e-03,6.483931813100e+02
3.392908411959e-01,-1.100478401869e-09,6.483931213438e-07,-1.100478401869e-03,6.483931213438e+02
3.393454862017e-01,-1.106702557724e-09,6.483930610381e-07,-1.106702557724e-03,6.483930610381e+02
3.394001312076e-01,-1.112949841450e-09,6.483930003917e-07,-1.112949841450e-03,6.483930003917e+02
3.394547762134e-01,-1.119220382460e-09,6.483929394032e-07,-1.119220382460e-03,6.483929394032e+02
3.395094212192e-01,-1.125514310636e-09,6.483928780714e-07,-1.125514310636e-03,6.483928780714e+02
3.395640662251e-01,-1.131831756328e-09,6.483928163951e-07,-1.131831756328e-03,6.483928163951e+02
3.396187112309e-01,-1.138172850358e-09,6.483927543729e-07,-1.138172850358e-03,6.483927543729e+02
3.396733562367e-01,-1.144537724023e-09,6.483926920035e-07,-1.144537724023e-03,6.483926920035e+02
3.397280012426e-01,-1.150926509098e-09,6.483926292857e-07,-1.150926509098e-03,6.483926292857e+02
3.397826462484e-01,-1.157339337837e-09,6.483925662181e-07,-1.157339337837e-03,6.483925662181e+02
3.398372912542e-01,-1.163776342976e-09,6.483925027994e-07,-1.163776342976e-03,6.483925027994e+02
3.398919362600e-01,-1.170237657738e-09,6.483924390283e-07,-1.170237657738e-03,6.483924390283e+02
3.399465812659e-01,-1.176723415829e-09,6.483923749034e-07,-1.176723415829e-03,6.483923749034e+02
3.400012262717e-01,-1.183233751450e-09,6.483923104235e-07,-1.183233751450e-03,6.483923104235e+02
3.400558712775e-01,-1.189768799291e-09,6.483922455871e-07,-1.189768799291e-03,6.483922455871e+02
3.401105162834e-01,-1.196328694539e-09,6.483921803930e-07,-1.196328694539e-03,6.483921803930e+02
3.401651612892e-01,-1.202913572878e-09,6.483921148396e-07,-1.202913572878e-03,6.483921148396e+02
3.402198062950e-01,-1.209523570493e-09,6.483920489258e-07,-1.209523570493e-03,6.483920489258e+02
3.402744513009e-01,-1.216158824071e-09,6.483919826501e-07,-1.216158824071e-03,6.483919826501e+02
3.403290963067e-01,-1.222819470806e-09,6.483919160111e-07,-1.222819470806e-03,6.483919160111e+02
3.403837413125e-01,-1.229505648399e-09,6.483918490075e-07,-1.229505648399e-03,6.483918490075e+02
3.404383863183e-01,-1.236217495062e-09,6.483917816377e-07,-1.236217495062e-03,6.483917816377e+02
