time_s,short_circuit_current_A,integrated_transferred_charge_C,short_circuit_current_uA,integrated_transferred_charge_nC
9.327902495111e-02,7.265490564823e-06,1.314896028597e-07,7.265490564823e+00,1.314896028597e+02
9.333366995694e-02,7.275591980788e-06,1.318869016300e-07,7.275591980788e+00,1.318869016300e+02
9.338831496277e-02,7.285637318782e-06,1.322847508599e-07,7.285637318782e+00,1.322847508599e+02
9.344295996860e-02,7.295626210943e-06,1.326831474752e-07,7.295626210943e+00,1.326831474752e+02
9.349760497443e-02,7.305558290681e-06,1.330820883813e-07,7.305558290681e+00,1.330820883813e+02
9.355224998026e-02,7.315433192707e-06,1.334815704638e-07,7.315433192707e+00,1.334815704638e+02
9.360689498609e-02,7.325250553059e-06,1.338815905881e-07,7.325250553059e+00,1.338815905881e+02
9.366153999192e-02,7.335010009128e-06,1.342821456000e-07,7.335010009128e+00,1.342821456000e+02
9.371618499775e-02,7.344711199687e-06,1.346832323255e-07,7.344711199687e+00,1.346832323255e+02
9.377083000357e-02,7.354353764916e-06,1.350848475708e-07,7.354353764916e+00,1.350848475708e+02
9.382547500940e-02,7.363937346429e-06,1.354869881226e-07,7.363937346429e+00,1.354869881226e+02
9.388012001523e-02,7.373461587302e-06,1.358896507479e-07,7.373461587302e+00,1.358896507479e+02
9.393476502106e-02,7.382926132099e-06,1.362928321944e-07,7.382926132099e+00,1.362928321944e+02
9.398941002689e-02,7.392330626898e-06,1.366965291903e-07,7.392330626898e+00,1.366965291903e+02
9.404405503272e-02,7.401674719320e-06,1.371007384445e-07,7.401674719320e+00,1.371007384445e+02
9.409870003855e-02,7.410958058553e-06,1.375054566467e-07,7.410958058553e+00,1.375054566467e+02
9.415334504438e-02,7.420180295381e-06,1.379106804676e-07,7.420180295381e+00,1.379106804676e+02
9.420799005021e-02,7.429341082210e-06,1.383164065588e-07,7.429341082210e+00,1.383164065588e+02
9.426263505604e-02,7.438440073091e-06,1.387226315527e-07,7.438440073091e+00,1.387226315527e+02
9.431728006187e-02,7.447476923754e-06,1.391293520633e-07,7.447476923754e+00,1.391293520633e+02
9.437192506770e-02,7.456451291626e-06,1.395365646854e-07,7.456451291626e+00,1.395365646854e+02
9.442657007353e-02,7.465362835864e-06,1.399442659954e-07,7.465362835864e+00,1.399442659954e+02
9.448121507936e-02,7.474211217378e-06,1.403524525510e-07,7.474211217378e+00,1.403524525510e+02
9.453586008519e-02,7.482996098858e-06,1.407611208915e-07,7.482996098858e+00,1.407611208915e+02
9.459050509102e-02,7.491717144801e-06,1.411702675377e-07,7.491717144801e+00,1.411702675377e+02
9.464515009685e-02,7.500374021535e-06,1.415798889923e-07,7.500374021535e+00,1.415798889923e+02
9.469979510268e-02,7.508966397248e-06,1.419899817397e-07,7.508966397248e+00,1.419899817397e+02
9.475444010851e-02,7.517493942011e-06,1.424005422461e-07,7.517493942011e+00,1.424005422461e+02
9.480908511434e-02,7.525956327807e-06,1.428115669599e-07,7.525956327807e+00,1.428115669599e+02
9.486373012017e-02,7.534353228553e-06,1.432230523117e-07,7.534353228553e+00,1.432230523117e+02
9.491837512600e-02,7.542684320129e-06,1.436349947141e-07,7.542684320129e+00,1.436349947141e+02
9.497302013183e-02,7.550949280404e-06,1.440473905621e-07,7.550949280404e+00,1.440473905621e+02
9.502766513766e-02,7.559147789258e-06,1.444602362334e-07,7.559147789258e+00,1.444602362334e+02
9.508231014348e-02,7.567279528609e-06,1.448735280878e-07,7.567279528609e+00,1.448735280878e+02
9.513695514931e-02,7.575344182441e-06,1.452872624682e-07,7.575344182441e+00,1.452872624682e+02
9.519160015514e-02,7.583341436827e-06,1.457014357003e-07,7.583341436827e+00,1.457014357003e+02
9.524624516097e-02,7.591270979952e-06,1.461160440923e-07,7.591270979952e+00,1.461160440923e+02
9.530089016680e-02,7.599132502142e-06,1.465310839357e-07,7.599132502142e+00,1.465310839357e+02
9.535553517263e-02,7.606925695886e-06,1.469465515051e-07,7.606925695886e+00,1.469465515051e+02
9.541018017846e-02,7.614650255864e-06,1.473624430584e-07,7.614650255864e+00,1.473624430584e+02
9.546482518429e-02,7.622305878968e-06,1.477787548368e-07,7.622305878968e+00,1.477787548368e+02
9.551947019012e-02,7.629892264329e-06,1.481954830651e-07,7.629892264329e+00,1.481954830651e+02
9.557411519595e-02,7.637409113339e-06,1.486126239515e-07,7.637409113339e+00,1.486126239515e+02
9.562876020178e-02,7.644856129678e-06,1.490301736881e-07,7.644856129678e+00,1.490301736881e+02
9.568340520761e-02,7.652233019338e-06,1.494481284510e-07,7.652233019338e+00,1.494481284510e+02
9.573805021344e-02,7.659539490645e-06,1.498664844000e-07,7.659539490645e+00,1.498664844000e+02
9.579269521927e-02,7.666775254284e-06,1.502852376793e-07,7.666775254284e+00,1.502852376793e+02
9.584734022510e-02,7.673940023322e-06,1.507043844172e-07,7.673940023322e+00,1.507043844172e+02
9.590198523093e-02,7.681033513233e-06,1.511239207264e-07,7.681033513233e+00,1.511239207264e+02
9.595663023676e-02,7.688055441922e-06,1.515438427042e-07,7.688055441922e+00,1.515438427042e+02
9.601127524259e-02,7.695005529744e-06,1.519641464324e-07,7.695005529744e+00,1.519641464324e+02
9.606592024842e-02,7.701883499533e-06,1.523848279778e-07,7.701883499533e+00,1.523848279778e+02
9.612056525425e-02,7.708689076621e-06,1.528058833920e-07,7.708689076621e+00,1.528058833920e+02
9.617521026008e-02,7.715421988860e-06,1.532273087115e-07,7.715421988860e+00,1.532273087115e+02
9.622985526591e-02,7.722081966650e-06,1.536490999583e-07,7.722081966650e+00,1.536490999583e+02
9.628450027174e-02,7.728668742955e-06,1.540712531396e-07,7.728668742955e+00,1.540712531396e+02
9.633914527757e-02,7.735182053330e-06,1.544937642481e-07,7.735182053330e+00,1.544937642481e+02
9.639379028339e-02,7.741621635942e-06,1.549166292619e-07,7.741621635942e+00,1.549166292619e+02
9.644843528922e-02,7.747987231588e-06,1.553398441454e-07,7.747987231588e+00,1.553398441454e+02
9.650308029505e-02,7.754278583723e-06,1.557634048483e-07,7.754278583723e+00,1.557634048483e+02
9.655772530088e-02,7.760495438479e-06,1.561873073067e-07,7.760495438479e+00,1.561873073067e+02
9.661237030671e-02,7.766637544685e-06,1.566115474429e-07,7.766637544685e+00,1.566115474429e+02
9.666701531254e-02,7.772704653888e-06,1.570361211654e-07,7.772704653888e+00,1.570361211654e+02
9.672166031837e-02,7.778696520377e-06,1.574610243694e-07,7.778696520377e+00,1.574610243694e+02
9.677630532420e-02,7.784612901202e-06,1.578862529364e-07,7.784612901202e+00,1.578862529364e+02
9.683095033003e-02,7.790453556194e-06,1.583118027351e-07,7.790453556194e+00,1.583118027351e+02
9.688559533586e-02,7.796218247987e-06,1.587376696209e-07,7.796218247987e+00,1.587376696209e+02
9.694024034169e-02,7.801906742036e-06,1.591638494364e-07,7.801906742036e+00,1.591638494364e+02
9.699488534752e-02,7.807518806639e-06,1.595903380115e-07,7.807518806639e+00,1.595903380115e+02
9.704953035335e-02,7.813054212955e-06,1.600171311633e-07,7.813054212955e+00,1.600171311633e+02
9.710417535918e-02,7.818512735027e-06,1.604442246968e-07,7.818512735027e+00,1.604442246968e+02
9.715882036501e-02,7.823894149797e-06,1.608716144045e-07,7.823894149797e+00,1.608716144045e+02
9.721346537084e-02,7.829198237127e-06,1.612992960669e-07,7.829198237127e+00,1.612992960669e+02
9.726811037667e-02,7.834424779819e-06,1.617272654524e-07,7.834424779819e+00,1.617272654524e+02
9.732275538250e-02,7.839573563632e-06,1.621555183179e-07,7.839573563632e+00,1.621555183179e+02
9.737740038833e-02,7.844644377300e-06,1.625840504083e-07,7.844644377300e+00,1.625840504083e+02
9.743204539416e-02,7.849637012554e-06,1.630128574573e-07,7.849637012554e+00,1.630128574573e+02
9.748669039999e-02,7.854551264135e-06,1.634419351873e-07,7.854551264135e+00,1.634419351873e+02
9.754133540582e-02,7.859386929816e-06,1.638712793094e-07,7.859386929816e+00,1.638712793094e+02
9.759598041165e-02,7.864143810414e-06,1.643008855239e-07,7.864143810414e+00,1.643008855239e+02
9.765062541748e-02,7.868821709815e-06,1.647307495201e-07,7.868821709815e+00,1.647307495201e+02
9.770527042331e-02,7.873420434983e-06,1.651608669770e-07,7.873420434983e+00,1.651608669770e+02
9.775991542913e-02,7.877939795985e-06,1.655912335628e-07,7.877939795985e+00,1.655912335628e+02
9.781456043496e-02,7.882379605999e-06,1.660218449356e-07,7.882379605999e+00,1.660218449356e+02
9.786920544079e-02,7.886739681337e-06,1.664526967433e-07,7.886739681337e+00,1.664526967433e+02
9.792385044662e-02,7.891019841457e-06,1.668837846238e-07,7.891019841457e+00,1.668837846238e+02
9.797849545245e-02,7.895219908980e-06,1.673151042054e-07,7.895219908980e+00,1.673151042054e+02
9.803314045828e-02,7.899339709707e-06,1.677466511067e-07,7.899339709707e+00,1.677466511067e+02
9.808778546411e-02,7.903379072633e-06,1.681784209367e-07,7.903379072633e+00,1.681784209367e+02
9.814243046994e-02,7.907337829960e-06,1.686104092953e-07,7.907337829960e+00,1.686104092953e+02
9.819707547577e-02,7.911215817116e-06,1.690426117734e-07,7.911215817116e+00,1.690426117734e+02
9.825172048160e-02,7.915012872764e-06,1.694750239530e-07,7.915012872764e+00,1.694750239530e+02
9.830636548743e-02,7.918728838824e-06,1.699076414070e-07,7.918728838824e+00,1.699076414070e+02
9.836101049326e-02,7.922363560477e-06,1.703404597003e-07,7.922363560477e+00,1.703404597003e+02
9.841565549909e-02,7.925916886187e-06,1.707734743890e-07,7.925916886187e+00,1.707734743890e+02
9.847030050492e-02,7.929388667710e-06,1.712066810212e-07,7.929388667710e+00,1.712066810212e+02
9.852494551075e-02,7.932778760109e-06,1.716400751370e-07,7.932778760109e+00,1.716400751370e+02
9.857959051658e-02,7.936087021766e-06,1.720736522686e-07,7.936087021766e+00,1.720736522686e+02
9.863423552241e-02,7.939313314394e-06,1.725074079405e-07,7.939313314394e+00,1.725074079405e+02
9.868888052824e-02,7.942457503049e-06,1.729413376700e-07,7.942457503049e+00,1.729413376700e+02
9.874352553407e-02,7.945519456145e-06,1.733754369668e-07,7.945519456145e+00,1.733754369668e+02
9.879817053990e-02,7.948499045461e-06,1.738097013336e-07,7.948499045461e+00,1.738097013336e+02
9.885281554573e-02,7.951396146156e-06,1.742441262663e-07,7.951396146156e+00,1.742441262663e+02
9.890746055156e-02,7.954210636780e-06,1.746787072540e-07,7.954210636780e+00,1.746787072540e+02
9.896210555739e-02,7.956942399281e-06,1.751134397792e-07,7.956942399281e+00,1.751134397792e+02
9.901675056322e-02,7.959591319020e-06,1.755483193181e-07,7.959591319020e+00,1.755483193181e+02
9.907139556904e-02,7.962157284779e-06,1.759833413407e-07,7.962157284779e+00,1.759833413407e+02
9.912604057487e-02,7.964640188770e-06,1.764185013111e-07,7.964640188770e+00,1.764185013111e+02
9.918068558070e-02,7.967039926649e-06,1.768537946875e-07,7.967039926649e+00,1.768537946875e+02
9.923533058653e-02,7.969356397518e-06,1.772892169225e-07,7.969356397518e+00,1.772892169225e+02
9.928997559236e-02,7.971589503941e-06,1.777247634634e-07,7.971589503941e+00,1.777247634634e+02
9.934462059819e-02,7.973739151949e-06,1.781604297521e-07,7.973739151949e+00,1.781604297521e+02
9.939926560402e-02,7.975805251050e-06,1.785962112255e-07,7.975805251050e+00,1.785962112255e+02
9.945391060985e-02,7.977787714234e-06,1.790321033158e-07,7.977787714234e+00,1.790321033158e+02
9.950855561568e-02,7.979686457985e-06,1.794681014504e-07,7.979686457985e+00,1.794681014504e+02
9.956320062151e-02,7.981501402286e-06,1.799042010522e-07,7.981501402286e+00,1.799042010522e+02
9.961784562734e-02,7.983232470628e-06,1.803403975400e-07,7.983232470628e+00,1.803403975400e+02
9.967249063317e-02,7.984879590013e-06,1.807766863283e-07,7.984879590013e+00,1.807766863283e+02
9.972713563900e-02,7.986442690965e-06,1.812130628279e-07,7.986442690965e+00,1.812130628279e+02
9.978178064483e-02,7.987921707534e-06,1.816495224458e-07,7.987921707534e+00,1.816495224458e+02
9.983642565066e-02,7.989316577302e-06,1.820860605854e-07,7.989316577302e+00,1.820860605854e+02
9.989107065649e-02,7.990627241389e-06,1.825226726469e-07,7.990627241389e+00,1.825226726469e+02
9.994571566232e-02,7.991853644458e-06,1.829593540275e-07,7.991853644458e+00,1.829593540275e+02
1.000003606681e-01,7.992995734719e-06,1.833961001209e-07,7.992995734719e+00,1.833961001209e+02
1.000550056740e-01,7.994053463938e-06,1.838329063198e-07,7.994053463938e+00,1.838329063198e+02
1.001096506798e-01,7.995026787434e-06,1.842697680113e-07,7.995026787434e+00,1.842697680113e+02
1.001642956856e-01,7.995915664089e-06,1.847066805828e-07,7.995915664089e+00,1.847066805828e+02
1.002189406915e-01,7.996720056351e-06,1.851436394195e-07,7.996720056351e+00,1.851436394195e+02
1.002735856973e-01,7.997439930234e-06,1.855806399021e-07,7.997439930234e+00,1.855806399021e+02
1.003282307031e-01,7.998075255325e-06,1.860176774121e-07,7.998075255325e+00,1.860176774121e+02
1.003828757090e-01,7.998626004783e-06,1.864547473295e-07,7.998626004783e+00,1.864547473295e+02
1.004375207148e-01,7.999092155345e-06,1.868918450303e-07,7.999092155345e+00,1.868918450303e+02
1.004921657206e-01,7.999473687326e-06,1.873289658920e-07,7.999473687326e+00,1.873289658920e+02
1.005468107264e-01,7.999770584620e-06,1.877661052900e-07,7.999770584620e+00,1.877661052900e+02
1.006014557323e-01,7.999982834705e-06,1.882032586000e-07,7.999982834705e+00,1.882032586000e+02
1.006561007381e-01,8.000110428639e-06,1.886404211946e-07,8.000110428639e+00,1.886404211946e+02
1.007107457439e-01,8.000153361068e-06,1.890775884484e-07,8.000153361068e+00,1.890775884484e+02
1.007653907498e-01,8.000111630216e-06,1.895147557358e-07,8.000111630216e+00,1.895147557358e+02
1.008200357556e-01,7.999985237896e-06,1.899519184289e-07,7.999985237896e+00,1.899519184289e+02
1.008746807614e-01,7.999774189504e-06,1.903890719022e-07,7.999774189504e+00,1.903890719022e+02
1.009293257673e-01,7.999478494019e-06,1.908262115309e-07,7.999478494019e+00,1.908262115309e+02
1.009839707731e-01,7.999098164003e-06,1.912633326880e-07,7.999098164003e+00,1.912633326880e+02
1.010386157789e-01,7.998633215598e-06,1.917004307500e-07,7.998633215598e+00,1.917004307500e+02
1.010932607847e-01,7.998083668530e-06,1.921375010935e-07,7.998083668530e+00,1.921375010935e+02
1.011479057906e-01,7.997449546101e-06,1.925745390969e-07,7.997449546101e+00,1.925745390969e+02
1.012025507964e-01,7.996730875189e-06,1.930115401378e-07,7.996730875189e+00,1.930115401378e+02
1.012571958022e-01,7.995927686246e-06,1.934484995978e-07,7.995927686246e+00,1.934484995978e+02
1.013118408081e-01,7.995040013298e-06,1.938854128599e-07,7.995040013298e+00,1.938854128599e+02
1.013664858139e-01,7.994067893935e-06,1.943222753071e-07,7.994067893935e+00,1.943222753071e+02
1.014211308197e-01,7.993011369314e-06,1.947590823266e-07,7.993011369314e+00,1.947590823266e+02
1.014757758255e-01,7.991870484154e-06,1.951958293074e-07,7.991870484154e+00,1.951958293074e+02
1.015304208314e-01,7.990645286729e-06,1.956325116417e-07,7.990645286729e+00,1.956325116417e+02
1.015850658372e-01,7.989335828867e-06,1.960691247221e-07,7.989335828867e+00,1.960691247221e+02
1.016397108430e-01,7.987942165944e-06,1.965056639464e-07,7.987942165944e+00,1.965056639464e+02
1.016943558489e-01,7.986464356877e-06,1.969421247158e-07,7.986464356877e+00,1.969421247158e+02
1.017490008547e-01,7.984902464125e-06,1.973785024321e-07,7.984902464125e+00,1.973785024321e+02
1.018036458605e-01,7.983256553676e-06,1.978147925031e-07,7.983256553676e+00,1.978147925031e+02
1.018582908664e-01,7.981526695044e-06,1.982509903405e-07,7.981526695044e+00,1.982509903405e+02
1.019129358722e-01,7.979712961266e-06,1.986870913573e-07,7.979712961266e+00,1.986870913573e+02
1.019675808780e-01,7.977815428891e-06,1.991230909731e-07,7.977815428891e+00,1.991230909731e+02
1.020222258838e-01,7.975834177973e-06,1.995589846107e-07,7.975834177973e+00,1.995589846107e+02
1.020768708897e-01,7.973769292068e-06,1.999947676986e-07,7.973769292068e+00,1.999947676986e+02
1.021315158955e-01,7.971620858223e-06,2.004304356672e-07,7.971620858223e+00,2.004304356672e+02
1.021861609013e-01,7.969388966970e-06,2.008659839544e-07,7.969388966970e+00,2.008659839544e+02
1.022408059072e-01,7.967073712317e-06,2.013014080029e-07,7.967073712317e+00,2.013014080029e+02
1.022954509130e-01,7.964675191738e-06,2.017367032586e-07,7.964675191738e+00,2.017367032586e+02
1.023500959188e-01,7.962193506168e-06,2.021718651747e-07,7.962193506168e+00,2.021718651747e+02
1.024047409246e-01,7.959628759993e-06,2.026068892098e-07,7.959628759993e+00,2.026068892098e+02
1.024593859305e-01,7.956981061038e-06,2.030417708286e-07,7.956981061038e+00,2.030417708286e+02
1.025140309363e-01,7.954250520560e-06,2.034765054996e-07,7.954250520560e+00,2.034765054996e+02
1.025686759421e-01,7.951437253236e-06,2.039110886999e-07,7.951437253236e+00,2.039110886999e+02
1.026233209480e-01,7.948541377157e-06,2.043455159130e-07,7.948541377157e+00,2.043455159130e+02
1.026779659538e-01,7.945563013811e-06,2.047797826263e-07,7.945563013811e+00,2.047797826263e+02
1.027326109596e-01,7.942502288080e-06,2.052138843366e-07,7.942502288080e+00,2.052138843366e+02
1.027872559655e-01,7.939359328220e-06,2.056478165474e-07,7.939359328220e+00,2.056478165474e+02
1.028419009713e-01,7.936134265859e-06,2.060815747672e-07,7.936134265859e+00,2.060815747672e+02
1.028965459771e-01,7.932827235979e-06,2.065151545139e-07,7.932827235979e+00,2.065151545139e+02
1.029511909829e-01,7.929438376903e-06,2.069485513121e-07,7.929438376903e+00,2.069485513121e+02
1.030058359888e-01,7.925967830290e-06,2.073817606949e-07,7.925967830290e+00,2.073817606949e+02
1.030604809946e-01,7.922415741115e-06,2.078147782010e-07,7.922415741115e+00,2.078147782010e+02
1.031151260004e-01,7.918782257661e-06,2.082475993793e-07,7.918782257661e+00,2.082475993793e+02
1.031697710063e-01,7.915067531503e-06,2.086802197869e-07,7.915067531503e+00,2.086802197869e+02
1.032244160121e-01,7.911271717496e-06,2.091126349869e-07,7.911271717496e+00,2.091126349869e+02
1.032790610179e-01,7.907394973762e-06,2.095448405534e-07,7.907394973762e+00,2.095448405534e+02
1.033337060238e-01,7.903437461675e-06,2.099768320693e-07,7.903437461675e+00,2.099768320693e+02
1.033883510296e-01,7.899399345846e-06,2.104086051238e-07,7.899399345846e+00,2.104086051238e+02
1.034429960354e-01,7.895280794110e-06,2.108401553177e-07,7.895280794110e+00,2.108401553177e+02
1.034976410412e-01,7.891081977512e-06,2.112714782603e-07,7.891081977512e+00,2.112714782603e+02
1.035522860471e-01,7.886803070290e-06,2.117025695711e-07,7.886803070290e+00,2.117025695711e+02
1.036069310529e-01,7.882444249861e-06,2.121334248767e-07,7.882444249861e+00,2.121334248767e+02
1.036615760587e-01,7.878005696804e-06,2.125640398161e-07,7.878005696804e+00,2.125640398161e+02
1.037162210646e-01,7.873487594849e-06,2.129944100380e-07,7.873487594849e+00,2.129944100380e+02
1.037708660704e-01,7.868890130852e-06,2.134245311991e-07,7.868890130852e+00,2.134245311991e+02
1.038255110762e-01,7.864213494789e-06,2.138543989685e-07,7.864213494789e+00,2.138543989685e+02
1.038801560820e-01,7.859457879732e-06,2.142840090253e-07,7.859457879732e+00,2.142840090253e+02
1.039348010879e-01,7.854623481835e-06,2.147133570596e-07,7.854623481835e+00,2.147133570596e+02
1.039894460937e-01,7.849710500318e-06,2.151424387704e-07,7.849710500318e+00,2.151424387704e+02
1.040440910995e-01,7.844719137447e-06,2.155712498697e-07,7.844719137447e+00,2.155712498697e+02
1.040987361054e-01,7.839649598519e-06,2.159997860807e-07,7.839649598519e+00,2.159997860807e+02
1.041533811112e-01,7.834502091843e-06,2.164280431357e-07,7.834502091843e+00,2.164280431357e+02
1.042080261170e-01,7.829276828723e-06,2.168560167807e-07,7.829276828723e+00,2.168560167807e+02
1.042626711229e-01,7.823974023438e-06,2.172837027733e-07,7.823974023438e+00,2.172837027733e+02
1.043173161287e-01,7.818593893224e-06,2.177110968806e-07,7.818593893224e+00,2.177110968806e+02
1.043719611345e-01,7.813136658259e-06,2.181381948839e-07,7.813136658259e+00,2.181381948839e+02
1.044266061403e-01,7.807602541637e-06,2.185649925760e-07,7.807602541637e+00,2.185649925760e+02
1.044812511462e-01,7.801991769356e-06,2.189914857626e-07,7.801991769356e+00,2.189914857626e+02
1.045358961520e-01,7.796304570295e-06,2.194176702596e-07,7.796304570295e+00,2.194176702596e+02
1.045905411578e-01,7.790541176194e-06,2.198435418977e-07,7.790541176194e+00,2.198435418977e+02
1.046451861637e-01,7.784701821636e-06,2.202690965204e-07,7.784701821636e+00,2.202690965204e+02
1.046998311695e-01,7.778786744027e-06,2.206943299819e-07,7.778786744027e+00,2.206943299819e+02
1.047544761753e-01,7.772796183572e-06,2.211192381516e-07,7.772796183572e+00,2.211192381516e+02
1.048091211812e-01,7.766730383261e-06,2.215438169120e-07,7.766730383261e+00,2.215438169120e+02
1.048637661870e-01,7.760589588845e-06,2.219680621570e-07,7.760589588845e+00,2.219680621570e+02
1.049184111928e-01,7.754374048812e-06,2.223919697960e-07,7.754374048812e+00,2.223919697960e+02
1.049730561986e-01,7.748084014373e-06,2.228155357514e-07,7.748084014373e+00,2.228155357514e+02
1.050277012045e-01,7.741719739435e-06,2.232387559601e-07,7.741719739435e+00,2.232387559601e+02
1.050823462103e-01,7.735281480582e-06,2.236616263708e-07,7.735281480582e+00,2.236616263708e+02
1.051369912161e-01,7.728769497053e-06,2.240841429485e-07,7.728769497053e+00,2.240841429485e+02
1.051916362220e-01,7.722184050722e-06,2.245063016724e-07,7.722184050722e+00,2.245063016724e+02
1.052462812278e-01,7.715525406071e-06,2.249280985338e-07,7.715525406071e+00,2.249280985338e+02
1.053009262336e-01,7.708793830174e-06,2.253495295409e-07,7.708793830174e+00,2.253495295409e+02
1.053555712394e-01,7.701989592671e-06,2.257705907156e-07,7.701989592671e+00,2.257705907156e+02
1.054102162453e-01,7.695112965747e-06,2.261912780957e-07,7.695112965747e+00,2.261912780957e+02
1.054648612511e-01,7.688164224109e-06,2.266115877313e-07,7.688164224109e+00,2.266115877313e+02
1.055195062569e-01,7.681143644962e-06,2.270315156902e-07,7.681143644962e+00,2.270315156902e+02
1.055741512628e-01,7.674051507989e-06,2.274510580550e-07,7.674051507989e+00,2.274510580550e+02
1.056287962686e-01,7.666888095322e-06,2.278702109218e-07,7.666888095322e+00,2.278702109218e+02
1.056834412744e-01,7.659653691528e-06,2.282889704042e-07,7.659653691528e+00,2.282889704042e+02
1.057380862803e-01,7.652348583577e-06,2.287073326316e-07,7.652348583577e+00,2.287073326316e+02
1.057927312861e-01,7.644973060822e-06,2.291252937466e-07,7.644973060822e+00,2.291252937466e+02
1.058473762919e-01,7.637527414976e-06,2.295428499101e-07,7.637527414976e+00,2.295428499101e+02
1.059020212977e-01,7.630011940085e-06,2.299599972984e-07,7.630011940085e+00,2.299599972984e+02
1.059566663036e-01,7.622426932509e-06,2.303767321045e-07,7.622426932509e+00,2.303767321045e+02
1.060113113094e-01,7.614772690893e-06,2.307930505354e-07,7.614772690893e+00,2.307930505354e+02
1.060659563152e-01,7.607049516144e-06,2.312089488168e-07,7.607049516144e+00,2.312089488168e+02
1.061206013211e-01,7.599257711408e-06,2.316244231909e-07,7.599257711408e+00,2.316244231909e+02
1.061752463269e-01,7.591397582046e-06,2.320394699142e-07,7.591397582046e+00,2.320394699142e+02
1.062298913327e-01,7.583469435605e-06,2.324540852623e-07,7.583469435605e+00,2.324540852623e+02
1.062845363386e-01,7.575473581800e-06,2.328682655276e-07,7.575473581800e+00,2.328682655276e+02
1.063391813444e-01,7.567410332481e-06,2.332820070173e-07,7.567410332481e+00,2.332820070173e+02
1.063938263502e-01,7.559280001616e-06,2.336953060578e-07,7.559280001616e+00,2.336953060578e+02
1.064484713560e-01,7.551082905259e-06,2.341081589922e-07,7.551082905259e+00,2.341081589922e+02
1.065031163619e-01,7.542819361530e-06,2.345205621814e-07,7.542819361530e+00,2.345205621814e+02
1.065577613677e-01,7.534489690587e-06,2.349325120017e-07,7.534489690587e+00,2.349325120017e+02
1.066124063735e-01,7.526094214601e-06,2.353440048491e-07,7.526094214601e+00,2.353440048491e+02
1.066670513794e-01,7.517633257730e-06,2.357550371373e-07,7.517633257730e+00,2.357550371373e+02
1.067216963852e-01,7.509107146094e-06,2.361656052956e-07,7.509107146094e+00,2.361656052956e+02
1.067763413910e-01,7.500516207750e-06,2.365757057732e-07,7.500516207750e+00,2.365757057732e+02
1.068309863968e-01,7.491860772665e-06,2.369853350367e-07,7.491860772665e+00,2.369853350367e+02
1.068856314027e-01,7.483141172689e-06,2.373944895716e-07,7.483141172689e+00,2.373944895716e+02
1.069402764085e-01,7.474357741534e-06,2.378031658790e-07,7.474357741534e+00,2.378031658790e+02
1.069949214143e-01,7.465510814740e-06,2.382113604810e-07,7.465510814740e+00,2.382113604810e+02
1.070495664202e-01,7.456600729657e-06,2.386190699177e-07,7.456600729657e+00,2.386190699177e+02
1.071042114260e-01,7.447627825412e-06,2.390262907456e-07,7.447627825412e+00,2.390262907456e+02
1.071588564318e-01,7.438592442889e-06,2.394330195420e-07,7.438592442889e+00,2.394330195420e+02
1.072135014377e-01,7.429494924696e-06,2.398392529030e-07,7.429494924696e+00,2.398392529030e+02
1.072681464435e-01,7.420335615145e-06,2.402449874410e-07,7.420335615145e+00,2.402449874410e+02
1.073227914493e-01,7.411114860221e-06,2.406502197896e-07,7.411114860221e+00,2.406502197896e+02
1.073774364551e-01,7.401833007557e-06,2.410549466007e-07,7.401833007557e+00,2.410549466007e+02
1.074320814610e-01,7.392490406410e-06,2.414591645458e-07,7.392490406410e+00,2.414591645458e+02
1.074867264668e-01,7.383087407628e-06,2.418628703135e-07,7.383087407628e+00,2.418628703135e+02
1.075413714726e-01,7.373624363630e-06,2.422660606136e-07,7.373624363630e+00,2.422660606136e+02
1.075960164785e-01,7.364101628377e-06,2.426687321755e-07,7.364101628377e+00,2.426687321755e+02
1.076506614843e-01,7.354519557342e-06,2.430708817456e-07,7.354519557342e+00,2.430708817456e+02
1.077053064901e-01,7.344878507490e-06,2.434725060918e-07,7.344878507490e+00,2.434725060918e+02
1.077599514959e-01,7.335178837243e-06,2.438736020012e-07,7.335178837243e+00,2.438736020012e+02
1.078145965018e-01,7.325420906462e-06,2.442741662809e-07,7.325420906462e+00,2.442741662809e+02
1.078692415076e-01,7.315605076412e-06,2.446741957558e-07,7.315605076412e+00,2.446741957558e+02
1.079238865134e-01,7.305731709741e-06,2.450736872726e-07,7.305731709741e+00,2.450736872726e+02
1.079785315193e-01,7.295801170449e-06,2.454726376978e-07,7.295801170449e+00,2.454726376978e+02
1.080331765251e-01,7.285813823866e-06,2.458710439157e-07,7.285813823866e+00,2.458710439157e+02
1.080878215309e-01,7.275770036618e-06,2.462689028330e-07,7.275770036618e+00,2.462689028330e+02
1.081424665368e-01,7.265670176608e-06,2.466662113761e-07,7.265670176608e+00,2.466662113761e+02
1.081971115426e-01,7.255514612982e-06,2.470629664896e-07,7.255514612982e+00,2.470629664896e+02
1.082517565484e-01,7.245303716108e-06,2.474591651405e-07,7.245303716108e+00,2.474591651405e+02
1.083064015542e-01,7.235037857546e-06,2.478548043151e-07,7.235037857546e+00,2.478548043151e+02
1.083610465601e-01,7.224717410018e-06,2.482498810211e-07,7.224717410018e+00,2.482498810211e+02
1.084156915659e-01,7.214342747390e-06,2.486443922841e-07,7.214342747390e+00,2.486443922841e+02
