time_s,position_m,motion_velocity_m_per_s,source_charge_C,source_current_A,load_charge_C,load_current_A,voltage_V,power_W,energy_J
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.585282407412e-11,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
6.020964513990e-05,0.000000000000e+00,0.000000000000e+00,3.975049358765e-15,6.618746115024e-11,1.066257447296e-18,3.541816082185e-14,3.541816082185e-05,1.254446116002e-18,3.776487774582e-23
1.204192902798e-04,0.000000000000e+00,0.000000000000e+00,7.970298279405e-15,6.652379836167e-11,4.269876049356e-18,7.099730117321e-14,7.099730117321e-05,5.040616773880e-18,2.272766291124e-22
1.806289354197e-04,0.000000000000e+00,0.000000000000e+00,1.198584938639e-14,6.686184434241e-11,9.620573254365e-18,1.067382490888e-13,1.067382490888e-04,1.139305381853e-17,7.220093664700e-22
2.408385805596e-04,0.000000000000e+00,0.000000000000e+00,1.602180582536e-14,6.720160777027e-11,1.712811649260e-17,1.426418368026e-13,1.426418368026e-04,2.034669360642e-17,1.677528831113e-21
3.010482256995e-04,0.000000000000e+00,0.000000000000e+00,2.007827126576e-14,6.754309736709e-11,2.680232342994e-17,1.787089007697e-13,1.787089007697e-04,3.193687121431e-17,3.251516273366e-21
3.612578708394e-04,0.000000000000e+00,0.000000000000e+00,2.415534990351e-14,6.788632189896e-11,3.865306222261e-17,2.149402816870e-13,2.149402816870e-04,4.619932469170e-17,5.603792587407e-21
4.214675159793e-04,0.000000000000e+00,0.000000000000e+00,2.825314646369e-14,6.823129017645e-11,5.269025177326e-17,2.513368245154e-13,2.513368245154e-04,6.317019935751e-17,8.896342703468e-21
4.816771611192e-04,0.000000000000e+00,0.000000000000e+00,3.237176620318e-14,6.857801105486e-11,6.892386198837e-17,2.878993785011e-13,2.878993785011e-04,8.288605214131e-17,1.329334024007e-20
5.418868062591e-04,0.000000000000e+00,0.000000000000e+00,3.651131491339e-14,6.892649343438e-11,8.736391403686e-17,3.246287971971e-13,3.246287971971e-04,1.053838559697e-16,1.896117241901e-20
6.020964513990e-04,0.000000000000e+00,0.000000000000e+00,4.067189892300e-14,6.927674626039e-11,1.080204806101e-16,3.615259384858e-13,3.615259384858e-04,1.307010041980e-16,2.606846524581e-20
6.623060965389e-04,0.000000000000e+00,0.000000000000e+00,4.485362510061e-14,6.962877852365e-11,1.309036861833e-16,3.985916646001e-13,3.985916646001e-04,1.588753150887e-16,3.478610895840e-20
7.225157416788e-04,0.000000000000e+00,0.000000000000e+00,4.905660085755e-14,6.998259926053e-11,1.560237072780e-16,4.358268421462e-13,4.358268421462e-04,1.899450363351e-16,4.528728374680e-20
7.827253868187e-04,0.000000000000e+00,0.000000000000e+00,5.328093415060e-14,7.033821755325e-11,1.833907727261e-16,4.732323421252e-13,4.732323421252e-04,2.239488496333e-16,5.774748574667e-20
8.429350319586e-04,0.000000000000e+00,0.000000000000e+00,5.752673348476e-14,7.069564253011e-11,2.130151639351e-16,5.108090399560e-13,5.108090399560e-04,2.609258753007e-16,7.234455330946e-20
9.031446770985e-04,0.000000000000e+00,0.000000000000e+00,6.179410791605e-14,7.105488336574e-11,2.449072151550e-16,5.485578154970e-13,5.485578154970e-04,3.009156769428e-16,8.925869355218e-20
9.633543222384e-04,0.000000000000e+00,0.000000000000e+00,6.608316705429e-14,7.141594928130e-11,2.790773137460e-16,5.864795530694e-13,5.864795530694e-04,3.439582661684e-16,1.086725091895e-19
1.023563967378e-03,0.000000000000e+00,0.000000000000e+00,7.039402106588e-14,7.177884954475e-11,3.155359004479e-16,6.245751414791e-13,6.245751414791e-04,3.900941073537e-16,1.307710256515e-19
1.083773612518e-03,0.000000000000e+00,0.000000000000e+00,7.472678067671e-14,7.214359347105e-11,3.542934696510e-16,6.628454740402e-13,6.628454740402e-04,4.393641224556e-16,1.557417184891e-19
1.143983257658e-03,0.000000000000e+00,0.000000000000e+00,7.908155717489e-14,7.251019042244e-11,3.953605696681e-16,7.012914485972e-13,7.012914485972e-04,4.918096958755e-16,1.837745410717e-19
1.204192902798e-03,0.000000000000e+00,0.000000000000e+00,8.345846241370e-14,7.287864980865e-11,4.387478030080e-16,7.399139675483e-13,7.399139675483e-04,5.474726793730e-16,2.150619525786e-19
1.264402547938e-03,0.000000000000e+00,0.000000000000e+00,8.785760881439e-14,7.324898108715e-11,4.844658266503e-16,7.787139378686e-13,7.787139378686e-04,6.063953970308e-16,2.497989462879e-19
1.324612193078e-03,0.000000000000e+00,0.000000000000e+00,9.227910936908e-14,7.362119376338e-11,5.325253523219e-16,8.176922711331e-13,8.176922711331e-04,6.686206502708e-16,2.881830781657e-19
