time_s,position_m,motion_velocity_m_per_s,source_charge_C,source_current_A,load_charge_C,load_current_A,voltage_V,power_W,energy_J
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.075489243351e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
6.020964513990e-05,0.000000000000e+00,0.000000000000e+00,3.667301109866e-14,6.106283631558e-10,9.837078151617e-18,3.267608745662e-13,3.267608745662e-04,1.067726691473e-16,3.214372259998e-21
1.204192902798e-04,0.000000000000e+00,0.000000000000e+00,7.353190310340e-14,6.137233804593e-10,3.939289549557e-17,6.550026709681e-13,6.550026709681e-04,4.290284989753e-16,1.934457135910e-20
1.806289354197e-04,0.000000000000e+00,0.000000000000e+00,1.105776163525e-13,6.168340547495e-10,8.875684612649e-17,9.847329732535e-13,9.847329732535e-04,9.696990286126e-16,6.145301540084e-20
2.408385805596e-04,0.000000000000e+00,0.000000000000e+00,1.478110959227e-13,6.199604649227e-10,1.580187819204e-16,1.315959403622e-12,1.315959403622e-03,1.731749151981e-15,1.427796335595e-19
3.010482256995e-04,0.000000000000e+00,0.000000000000e+00,1.852332916530e-13,6.231026902697e-10,2.472690148374e-16,1.648689622616e-12,1.648689622616e-03,2.718177471722e-15,2.767438850154e-19
3.612578708394e-04,0.000000000000e+00,0.000000000000e+00,2.228451581684e-13,6.262608104778e-10,3.565983192365e-16,1.982931329312e-12,1.982931329312e-03,3.932016656768e-15,4.769467993093e-19
4.214675159793e-04,0.000000000000e+00,0.000000000000e+00,2.606476549037e-13,6.294349056325e-10,4.860979342011e-16,2.318692261513e-12,2.318692261513e-03,5.376333803602e-15,7.571730383377e-19
4.816771611192e-04,0.000000000000e+00,0.000000000000e+00,2.986417461279e-13,6.326250562194e-10,6.358595658764e-16,2.655980195943e-12,2.655980195943e-03,7.054230801243e-15,1.131392980211e-18
5.418868062591e-04,0.000000000000e+00,0.000000000000e+00,3.368284009680e-13,6.358313431266e-10,8.059753898193e-16,2.994802948440e-12,2.994802948440e-03,8.968844699983e-15,1.613764825200e-18
6.020964513990e-04,0.000000000000e+00,0.000000000000e+00,3.752085934332e-13,6.390538476464e-10,9.965380533588e-16,3.335168374150e-12,3.335168374150e-03,1.112334808393e-14,2.218636724001e-18
6.623060965389e-04,0.000000000000e+00,0.000000000000e+00,4.137833024400e-13,6.422926514771e-10,1.207640677969e-15,3.677084367728e-12,3.677084367728e-03,1.352094944739e-14,2.960548928542e-18
7.225157416788e-04,0.000000000000e+00,0.000000000000e+00,4.525535118357e-13,6.455478367252e-10,1.439376861652e-15,4.020558863530e-12,4.020558863530e-03,1.616489357511e-14,3.854235965574e-18
7.827253868187e-04,0.000000000000e+00,0.000000000000e+00,4.915202104239e-13,6.488194859077e-10,1.691840681340e-15,4.365599835816e-12,4.365599835816e-03,1.905846192648e-14,4.914628833268e-18
8.429350319586e-04,0.000000000000e+00,0.000000000000e+00,5.306843919888e-13,6.521076819536e-10,1.965126695294e-15,4.712215298945e-12,4.712215298945e-03,2.220497302361e-14,6.156857221067e-18
9.031446770985e-04,0.000000000000e+00,0.000000000000e+00,5.700470553202e-13,6.554125082060e-10,2.259329945536e-15,5.060413307577e-12,5.060413307577e-03,2.560778284350e-14,7.596251753026e-18
9.633543222384e-04,0.000000000000e+00,0.000000000000e+00,6.096092042385e-13,6.587340484246e-10,2.574545960270e-15,5.410201956874e-12,5.410201956874e-03,2.927028521417e-14,9.248346254884e-18
1.023563967378e-03,0.000000000000e+00,0.000000000000e+00,6.493718476198e-13,6.620723867871e-10,2.910870756337e-15,5.761589382705e-12,5.761589382705e-03,3.319591221490e-14,1.112888004511e-17
1.083773612518e-03,0.000000000000e+00,0.000000000000e+00,6.893359994212e-13,6.654276078918e-10,3.268400841663e-15,6.114583761842e-12,6.114583761842e-03,3.738813458058e-14,1.325380025015e-17
1.143983257658e-03,0.000000000000e+00,0.000000000000e+00,7.295026787062e-13,6.687997967593e-10,3.647233217736e-15,6.469193312171e-12,6.469193312171e-03,4.185046211024e-14,1.563926414422e-17
1.204192902798e-03,0.000000000000e+00,0.000000000000e+00,7.698729096700e-13,6.721890388347e-10,4.047465382082e-15,6.825426292895e-12,6.825426292895e-03,4.658644407975e-14,1.830164151371e-17
1.264402547938e-03,0.000000000000e+00,0.000000000000e+00,8.104477216655e-13,6.755954199899e-10,4.469195330760e-15,7.183291004739e-12,7.183291004739e-03,5.159966965877e-14,2.125751704664e-17
1.324612193078e-03,0.000000000000e+00,0.000000000000e+00,8.512281492285e-13,6.790190265251e-10,4.912521560870e-15,7.542795790158e-12,7.542795790158e-03,5.689376833202e-14,2.452369274735e-17
1.384821838218e-03,0.000000000000e+00,0.000000000000e+00,8.922152321041e-13,6.824599451716e-10,5.377543073071e-15,7.903949033544e-12,7.903949033544e-03,6.247241032487e-14,2.811719037667e-17
1.445031483358e-03,0.000000000000e+00,0.000000000000e+00,9.334100152725e-13,6.859182630936e-10,5.864359374111e-15,8.266759161439e-12,8.266759161439e-03,6.833930703323e-14,3.205525391781e-17
1.505241128498e-03,0.000000000000e+00,0.000000000000e+00,9.748135489751e-13,6.893940678899e-10,6.373070479374e-15,8.631234642739e-12,8.631234642739e-03,7.449821145801e-14,3.635535206832e-17
