time_s,x_ball_m,charge_C,current_A,voltage_V,power_W,energy_J,voc_estimate_V,signed_coupling,abs_coupling
7.407345575960e-02,-8.592654424040e-03,-3.519901626384e-09,-2.244232479085e-07,-2.244232479085e+01,5.036579420181e-06,4.536497530349e-08,-4.517510014886e+02,3.851156032978e-02,3.851156032978e-02
7.662771285476e-02,-8.337228714524e-03,-4.125822531951e-09,-2.503691494372e-07,-2.503691494372e+01,6.268471098991e-06,5.980297805335e-08,-5.295160656769e+02,4.514099546367e-02,4.514099546367e-02
7.918196994992e-02,-8.081803005008e-03,-4.798915979102e-09,-2.768414821269e-07,-2.768414821269e+01,7.664120622623e-06,7.759668868279e-08,-6.159021841317e+02,5.250537141760e-02,5.250537141760e-02
8.173622704508e-02,-7.826377295492e-03,-5.540071171865e-09,-3.034739016807e-07,-3.034739016807e+01,9.209640900129e-06,9.914665122854e-08,-7.110234790222e+02,6.061441705281e-02,6.061441705281e-02
8.429048414023e-02,-7.570951585977e-03,-6.349216712229e-09,-3.298886098264e-07,-3.298886098264e+01,1.088264948932e-05,1.248070888712e-07,-8.148707869895e+02,6.946735119726e-02,6.946735119726e-02
8.684474123539e-02,-7.315525876461e-03,-7.225311816387e-09,-3.557127915766e-07,-3.557127915766e+01,1.265315900912e-05,1.548653417949e-07,-9.273105318209e+02,7.905278654167e-02,7.905278654167e-02
8.939899833055e-02,-7.060100166945e-03,-8.166380555675e-09,-3.805952628753e-07,-3.805952628753e+01,1.448527541231e-05,1.895246111311e-07,-1.048089119000e+03,8.934910427280e-02,8.934910427280e-02
9.195325542571e-02,-6.804674457429e-03,-9.169588117552e-09,-4.042221035794e-07,-4.042221035794e+01,1.633955090222e-05,2.288918767915e-07,-1.176842723186e+03,1.003252884516e-01,1.003252884516e-01
9.450751252087e-02,-6.549248747913e-03,-1.023135490785e-08,-4.263300767527e-07,-4.263300767527e+01,1.817573343439e-05,2.729723317457e-07,-1.313111932322e+03,1.119421744163e-01,1.119421744163e-01
9.706176961603e-02,-6.293823038397e-03,-1.134750136440e-08,-4.467167835560e-07,-4.467167835560e+01,1.995558847106e-05,3.216709315080e-07,-1.456360333294e+03,1.241540332013e-01,1.241540332013e-01
9.961602671119e-02,-6.038397328881e-03,-1.251341393570e-08,-4.652467656453e-07,-4.652467656453e+01,2.164545529434e-05,3.748008121099e-07,-1.605995813951e+03,1.369103875244e-01,1.369103875244e-01
1.021702838063e-01,-5.782971619366e-03,-1.372422106870e-08,-4.818531213018e-07,-4.818531213018e+01,2.321824305083e-05,4.320975220165e-07,-1.761393149730e+03,1.501579372857e-01,1.501579372857e-01
1.047245409015e-01,-5.527545909850e-03,-1.497496744352e-08,-4.965346120381e-07,-4.965346120381e+01,2.465466209518e-05,4.932373758341e-07,-1.921916365264e+03,1.638424658845e-01,1.638424658845e-01
1.072787979967e-01,-5.272120200334e-03,-1.626077518028e-08,-5.093486584809e-07,-5.093486584809e+01,2.594360558963e-05,5.578578679524e-07,-2.086939423991e+03,1.779106039982e-01,1.779106039982e-01
1.098330550918e-01,-5.016694490818e-03,-1.757698229319e-08,-5.204010094555e-07,-5.204010094555e+01,2.708172106423e-05,6.255780263667e-07,-2.255863997611e+03,1.923113444210e-01,1.923113444210e-01
1.123873121870e-01,-4.761268781302e-03,-1.891925112174e-08,-5.298331702942e-07,-5.298331702942e+01,2.807231883440e-05,6.960168252356e-07,-2.428133382364e+03,2.069972284190e-01,2.069972284190e-01
1.149415692821e-01,-4.505843071786e-03,-2.028364256214e-08,-5.378088581085e-07,-5.378088581085e+01,2.892383678599e-05,7.688082426807e-07,-2.603242026026e+03,2.219251579033e-01,2.219251579033e-01
1.174958263773e-01,-4.250417362270e-03,-2.166665530506e-08,-5.445007898937e-07,-5.445007898937e+01,2.964811101949e-05,8.436121493104e-07,-2.780740563771e+03,2.370568247337e-01,2.370568247337e-01
1.200500834725e-01,-3.994991652755e-03,-2.306523257395e-08,-5.500789985668e-07,-5.500789985668e+01,3.025869046643e-05,9.201208356822e-07,-2.960236682964e+03,2.523587844426e-01,2.523587844426e-01
1.226043405676e-01,-3.739565943239e-03,-2.447674167504e-08,-5.547016262686e-07,-5.547016262686e+01,3.076938941851e-05,9.980615387072e-07,-3.141392498584e+03,2.678022324911e-01,2.678022324911e-01
1.251585976628e-01,-3.484140233723e-03,-2.589893370313e-08,-5.585087952911e-07,-5.585087952911e+01,3.119320744175e-05,1.077195740040e-06,-3.323919381774e+03,2.833625634048e-01,2.833625634049e-01
1.277128547579e-01,-3.228714524207e-03,-2.732989178120e-08,-5.616197504863e-07,-5.616197504863e+01,3.154167441363e-05,1.157316248586e-06,-3.507571316819e+03,2.990188044599e-01,2.990188044600e-01
1.302671118531e-01,-2.973288814691e-03,-2.876797616805e-08,-5.641330564736e-07,-5.641330564736e+01,3.182461054062e-05,1.238243140055e-06,-3.692137856156e+03,3.147530151005e-01,3.147530151007e-01
1.328213689482e-01,-2.717863105175e-03,-3.021177350542e-08,-5.661292722803e-07,-5.661292722803e+01,3.205023529326e-05,1.319819529142e-06,-3.877437606641e+03,3.305497316466e-01,3.305497316469e-01
1.353756260434e-01,-2.462437395659e-03,-3.166005558905e-08,-5.676752619156e-07,-5.676752619156e+01,3.222552029909e-05,1.401907931526e-06,-4.063312938160e+03,3.463955162049e-01,3.463955162056e-01
1.379298831386e-01,-2.207011686144e-03,-3.311175063641e-08,-5.688291645713e-07,-5.688291645713e+01,3.235666184669e-05,1.484387680010e-06,-4.249626296063e+03,3.622786423064e-01,3.622786423079e-01
1.404841402337e-01,-1.951585976628e-03,-3.456592744813e-08,-5.696450567804e-07,-5.696450567804e+01,3.244954907144e-05,1.567153542033e-06,-4.436258168418e+03,3.781889216151e-01,3.781889216181e-01
1.430383973289e-01,-1.696160267112e-03,-3.602179049242e-08,-5.701764843396e-07,-5.701764843396e+01,3.251012232939e-05,1.650115392821e-06,-4.623106455130e+03,3.941176501459e-01,3.941176501520e-01
1.455926544240e-01,-1.440734557596e-03,-3.747868210936e-08,-5.704782978175e-07,-5.704782978175e+01,3.254454882807e-05,1.733198570509e-06,-4.810086750853e+03,4.100576323828e-01,4.100576323948e-01
1.481469115192e-01,-1.185308848080e-03,-3.893608697209e-08,-5.706065499727e-07,-5.706065499727e+01,3.255918348717e-05,1.816344405603e-06,-4.997132917534e+03,4.260032300878e-01,4.260032301116e-01
1.507011686144e-01,-9.298831385643e-04,-4.039363376699e-08,-5.706165549864e-07,-5.706165549864e+01,3.256032528245e-05,1.899510389257e-06,-5.184197300066e+03,4.419503806856e-01,4.419503807322e-01
1.532554257095e-01,-6.744574290484e-04,-4.185108974046e-08,-5.705595150566e-07,-5.705595150566e+01,3.255381602216e-05,1.982669517968e-06,-5.371250026400e+03,4.578965375980e-01,4.578965376884e-01
1.558096828047e-01,-4.190317195326e-04,-4.330834514607e-08,-5.704783430889e-07,-5.704783430889e+01,3.254455399335e-05,2.065808504716e-06,-5.558277011466e+03,4.738405000793e-01,4.738405002526e-01
1.583639398998e-01,-1.636060100167e-04,-4.476538645140e-08,-5.704034179761e-07,-5.704034179761e+01,3.253600592388e-05,2.148924745679e-06,-5.745276518485e+03,4.897821200702e-01,4.897821203992e-01
1.609181969950e-01,9.181969949917e-05,-4.622225910101e-08,-5.703489869045e-07,-5.703489869045e+01,3.252979668630e-05,2.232022139663e-06,-5.932254379903e+03,5.057218947837e-01,5.057218954018e-01
1.634724540902e-01,3.472454090150e-04,-4.767902234444e-08,-5.703107836108e-07,-5.703107836108e+01,3.252543899028e-05,2.315106038316e-06,-6.119218199919e+03,5.216604724743e-01,5.216604736238e-01
1.660267111853e-01,6.026711185309e-04,-4.913569983198e-08,-5.702651885887e-07,-5.702651885887e+01,3.252023853161e-05,2.398177729975e-06,-6.306171013858e+03,5.375981119020e-01,5.375981140183e-01
1.685809682805e-01,8.580968280467e-04,-5.059223015259e-08,-5.701699586190e-07,-5.701699586190e+01,3.250937817116e-05,2.481228909905e-06,-6.493104940108e+03,5.535341411631e-01,5.535341450196e-01
1.711352253756e-01,1.113522537563e-03,-5.204842115648e-08,-5.699662494548e-07,-5.699662494548e+01,3.248615255175e-05,2.564236557656e-06,-6.679995317792e+03,5.694664579295e-01,5.694664648863e-01
1.736894824708e-01,1.368948247078e-03,-5.350391082593e-08,-5.695813990415e-07,-5.695813990415e+01,3.244229701341e-05,2.647158534146e-06,-6.866795684855e+03,5.853911013327e-01,5.853911137553e-01
1.762437395659e-01,1.624373956594e-03,-5.495813581602e-08,-5.689317743115e-07,-5.689317743115e+01,3.236833638212e-05,2.729930044242e-06,-7.053433740515e+03,6.013019077652e-01,6.013019297243e-01
1.787979966611e-01,1.879799666110e-03,-5.641030686832e-08,-5.679249433132e-07,-5.679249433132e+01,3.225387412373e-05,2.812460914087e-06,-7.239808189815e+03,6.171902418796e-01,6.171902803046e-01
1.813522537563e-01,2.135225375626e-03,-5.785938844797e-08,-5.664605281277e-07,-5.664605281277e+01,3.208775299267e-05,2.894633442875e-06,-7.425786130204e+03,6.330447737959e-01,6.330448403565e-01
1.839065108514e-01,2.390651085142e-03,-5.930407851452e-08,-5.644293134272e-07,-5.644293134272e+01,3.185804498559e-05,2.976300446970e-06,-7.611200455284e+03,6.488512577721e-01,6.488513719099e-01
1.864607679466e-01,2.646076794658e-03,-6.074278360504e-08,-5.617105013470e-07,-5.617105013470e+01,3.155186873235e-05,3.057283057979e-06,-7.795846656933e+03,6.645922595875e-01,6.645924533434e-01
1.890150250417e-01,2.901502504174e-03,-6.217358458150e-08,-5.581673703212e-07,-5.581673703212e+01,3.115508132912e-05,3.137367894034e-06,-7.979478429253e+03,6.802467817797e-01,6.802471073905e-01
1.915692821369e-01,3.156928213689e-03,-6.359418953690e-08,-5.536419590048e-07,-5.536419590048e+01,3.065194187707e-05,3.216303407812e-06,-8.161801624456e+03,6.957897483884e-01,6.957902900984e-01
1.941235392321e-01,3.412353923205e-03,-6.500187238543e-08,-5.479497001456e-07,-5.479497001456e+01,3.002488738896e-05,3.293795518644e-06,-8.342466371401e+03,7.111913330633e-01,7.111922252679e-01
1.966777963272e-01,3.667779632721e-03,-6.639339835568e-08,-5.408751236839e-07,-5.408751236839e+01,2.925458994201e-05,3.369503031429e-06,-8.521057513251e+03,7.264161438796e-01,7.264175986611e-01
1.992320534224e-01,3.923205342237e-03,-6.776494062996e-08,-5.321697976120e-07,-5.321697976120e+01,2.832046934904e-05,3.443033783278e-06,-8.697083908803e+03,7.414223112807e-01,7.414246596864e-01
2.017863105175e-01,4.178631051753e-03,-6.911199531844e-08,-5.215535623501e-07,-5.215535623501e+01,2.720181184001e-05,3.513942873611e-06,-8.869967520100e+03,7.561605578027e-01,7.561643109645e-01
2.043405676127e-01,4.434056761269e-03,-7.042930440423e-08,-5.087198442314e-07,-5.087198442314e+01,2.587958799148e-05,3.581734644682e-06,-9.039033523059e+03,7.705733550100e-01,7.705792935180e-01
2.068948247078e-01,4.689482470785e-03,-7.171079786159e-08,-4.933454317791e-07,-4.933454317791e+01,2.433897150573e-05,3.645870200634e-06,-9.203502878799e+03,7.845942902046e-01,7.846035931577e-01
2.094490818030e-01,4.944908180301e-03,-7.294956654320e-08,-4.751046082302e-07,-4.751046082302e+01,2.257243887616e-05,3.705782102040e-06,-9.362488853958e+03,7.981477697846e-01,7.981621987673e-01
2.120033388982e-01,5.200333889816e-03,-7.413787649462e-08,-4.536870108417e-07,-4.536870108417e+01,2.058319038064e-05,3.760897388152e-06,-9.514998857818e+03,8.111491758584e-01,8.111713338534e-01
2.145575959933e-01,5.455759599332e-03,-7.526723307605e-08,-4.288180927446e-07,-4.288180927446e+01,1.838849566651e-05,3.810669240951e-06,-9.659942671838e+03,8.235055678080e-01,8.235392588205e-01
2.171118530885e-01,5.711185308848e-03,-7.632849980647e-08,-4.002806551231e-07,-4.002806551231e+01,1.602246028658e-05,3.854616455148e-06,-9.796147702319e+03,8.351169825725e-01,8.351677045388e-01
2.196661101836e-01,5.966611018364e-03,-7.731207248286e-08,-3.679356457324e-07,-3.679356457324e+01,1.353766394005e-05,3.892368533667e-06,-9.922381327220e+03,8.458783397030e-01,8.459539510008e-01
2.222203672788e-01,6.222036727880e-03,-7.820810427381e-08,-3.317403190132e-07,-3.317403190132e+01,1.100516392590e-05,3.923712879773e-06,-1.003737978510e+04,8.556819041311e-01,8.557935124974e-01
2.247746243740e-01,6.477462437396e-03,-7.900677261004e-08,-2.917619397429e-07,-2.917619397429e+01,8.512502948255e-06,3.948639449321e-06,-1.013988242837e+04,8.644202062425e-01,8.645833377472e-01
2.273288814691e-01,6.732888146912e-03,-7.969857428319e-08,-2.481854830712e-07,-2.481854830712e+01,6.159603400729e-06,3.967377615192e-06,-1.022866959683e+04,8.719892705800e-01,8.722253849111e-01
2.298831385643e-01,6.988313856427e-03,-8.027463167214e-08,-2.013142168244e-07,-2.013142168244e+01,4.052741389560e-06,3.980420092261e-06,-1.030260191938e+04,8.782919662922e-01,8.786303921361e-01
2.324373956594e-01,7.243739565943e-03,-8.072699081655e-08,-1.515626089622e-07,-1.515626089622e+01,2.297122443543e-06,3.988529684636e-06,-1.036065856931e+04,8.832412683835e-01,8.837216380370e-01
2.349916527546e-01,7.499165275459e-03,-8.104889141074e-08,-9.944163387807e-08,-9.944163387807e+00,9.888638548340e-07,3.992726311544e-06,-1.040197191589e+04,8.867632117414e-01,8.874384759297e-01
2.375459098497e-01,7.754590984975e-03,-8.123498981432e-08,-4.553719881019e-08,-4.553719881019e+00,2.073636475479e-07,3.994254047837e-06,-1.042585614594e+04,8.887993311156e-01,8.897394317814e-01
2.401001669449e-01,8.010016694491e-03,-8.128151883705e-08,9.516982658864e-09,9.516982658864e-01,9.057295892912e-09,3.994530445202e-06,-1.043182777096e+04,8.893084093389e-01,8.906046782649e-01
2.426544240401e-01,8.265442404007e-03,-8.118637217336e-08,6.507023426969e-08,6.507023426969e+00,4.234135387912e-07,3.995082766051e-06,-1.041961646360e+04,8.882674011324e-01,8.900377340736e-01
2.452086811352e-01,8.520868113523e-03,-8.094910662192e-08,1.204872772564e-07,1.204872772564e+01,1.451718398065e-06,3.997477550578e-06,-1.038916534256e+04,8.856714573907e-01,8.880662855490e-01
2.477629382304e-01,8.776293823038e-03,-8.057086120774e-08,1.751797202546e-07,1.751797202546e+01,3.068793438849e-06,4.003250825295e-06,-1.034062059251e+04,8.815330402888e-01,8.847420825660e-01
2.503171953255e-01,9.031719532554e-03,-8.005419853514e-08,2.286343051061e-07,2.286343051061e+01,5.227364547136e-06,4.013846085494e-06,-1.027431110305e+04,8.758801875111e-01,8.801399178372e-01
2.528714524207e-01,9.287145242070e-03,-7.940287961571e-08,2.804357503481e-07,2.804357503481e+01,7.864421007329e-06,4.030565978564e-06,-1.019071956972e+04,8.687540486238e-01,8.743557535996e-01
2.554257095159e-01,9.542570951586e-03,-7.862158852501e-08,3.302824390460e-07,3.302824390460e+01,1.090864895422e-05,4.054541602138e-06,-1.009044715584e+04,8.602058725188e-01,8.675041076319e-01
2.579799666110e-01,9.797996661102e-03,-7.771562708903e-08,3.779937616556e-07,3.779937616556e+01,1.428792838506e-05,4.086720870359e-06,-9.974174308061e+03,8.502936669512e-01,8.597148481037e-01
2.605342237062e-01,1.005342237062e-02,-7.669060202975e-08,4.235086028953e-07,4.235086028953e+01,1.793595367263e-05,4.127874910049e-06,-9.842620603942e+03,8.390787755706e-01,8.511295713493e-01
2.630884808013e-01,1.030884808013e-02,-7.555212738142e-08,4.668751975078e-07,4.668751975078e+01,2.179724500480e-05,4.178619312367e-06,-9.696506559534e+03,8.266226220309e-01,8.418977470559e-01
2.656427378965e-01,1.056427378965e-02,-7.430556345817e-08,5.082333091154e-07,5.082333091154e+01,2.583010964944e-05,4.239445566641e-06,-9.536520127945e+03,8.129838540110e-01,8.321728117534e-01
2.681969949917e-01,1.081969949917e-02,-7.295581030981e-08,5.477903427318e-07,5.477903427318e+01,3.000742595903e-05,4.310757277393e-06,-9.363290191074e+03,7.982160833967e-01,8.221083754097e-01
2.707512520868e-01,1.107512520868e-02,-7.150716871901e-08,5.857935223200e-07,5.857935223200e+01,3.431540507921e-05,4.392905801173e-06,-9.177368719706e+03,7.823663654380e-01,8.118546800533e-01
2.733055091820e-01,1.133055091820e-02,-6.996327578845e-08,6.225005975622e-07,6.225005975622e+01,3.875069939653e-05,4.486220609060e-06,-8.979222506658e+03,7.654744940027e-01,8.015554171430e-01
2.758597662771e-01,1.158597662771e-02,-6.832711558288e-08,6.581516521958e-07,6.581516521958e+01,4.331635972880e-05,4.591030793085e-06,-8.769234532585e+03,7.475731180115e-01,7.913449757927e-01
2.784140233723e-01,1.184140233723e-02,-6.660109873382e-08,6.929444540192e-07,6.929444540192e+01,4.801720163559e-05,4.707675491655e-06,-8.547714182612e+03,7.286886124008e-01,7.813461607207e-01
2.809682804674e-01,1.209682804674e-02,-6.478719900642e-08,7.270154218668e-07,7.270154218668e+01,5.285514236321e-05,4.836502441837e-06,-8.314914773585e+03,7.088425723125e-01,7.716683902088e-01
2.835225375626e-01,1.235225375626e-02,-6.288713013464e-08,7.604277196422e-07,7.604277196422e+01,5.782503168002e-05,4.977855251759e-06,-8.071056249446e+03,6.880537478641e-01,7.624063627343e-01
2.860767946578e-01,1.260767946578e-02,-6.090254320992e-08,7.931672762423e-07,7.931672762423e+01,6.291143281016e-05,5.132051237293e-06,-7.816350514472e+03,6.663402037957e-01,7.536391673913e-01
2.886310517529e-01,1.286310517529e-02,-5.883522384866e-08,8.251467445510e-07,8.251467445510e+01,6.808671500431e-05,5.299352711547e-06,-7.551026738136e+03,6.437214766968e-01,7.454298075377e-01
2.911853088481e-01,1.311853088481e-02,-5.668726935628e-08,8.562166343425e-07,8.562166343425e+01,7.331069249248e-05,5.479935377215e-06,-7.275354092682e+03,6.202205133748e-01,7.378251078583e-01
2.937395659432e-01,1.337395659432e-02,-5.446122902214e-08,8.861821657202e-07,8.861821657202e+01,7.853188308405e-05,5.673857865221e-06,-6.989659758850e+03,5.958652058337e-01,7.308559798518e-01
2.962938230384e-01,1.362938230384e-02,-5.216019518750e-08,9.148238659424e-07,9.148238659424e+01,8.369027056979e-05,5.881036408703e-06,-6.694340613716e+03,5.706893876576e-01,7.245380267116e-01
2.988480801336e-01,1.388480801336e-02,-4.978783832133e-08,9.419196298769e-07,9.419196298769e+01,8.872125891474e-05,6.101228094939e-06,-6.389867732387e+03,5.447332177776e-01,7.188724727671e-01
3.014023372287e-01,1.414023372287e-02,-4.734838539213e-08,9.672659147280e-07,9.672659147280e+01,9.356033497946e-05,6.334025122200e-06,-6.076783612198e+03,5.180429438364e-01,7.138474026646e-01
3.039565943239e-01,1.439565943239e-02,-4.484654667013e-08,9.906959455605e-07,9.906959455605e+01,9.814784565499e-05,6.578861112492e-06,-5.755692778365e+03,4.906701013241e-01,7.094392898274e-01
3.065108514190e-01,1.465108514190e-02,-4.228740109595e-08,1.012093241672e-06,1.012093241672e+02,1.024332729839e-04,6.835028985212e-06,-5.427247071977e+03,4.626702593870e-01,7.056147822444e-01
3.090651085142e-01,1.490651085142e-02,-3.967625398312e-08,1.031399379905e-06,1.031399379905e+02,1.063784680868e-04,7.101708420803e-06,-5.092127387265e+03,4.341014639378e-01,7.023326974167e-01
3.116193656093e-01,1.516193656093e-02,-3.701848272782e-08,1.048615613620e-06,1.048615613620e+02,1.099594705127e-04,7.377999778113e-06,-4.751023869681e+03,4.050225495517e-01,6.995461596868e-01
3.141736227045e-01,1.541736227045e-02,-3.431938624076e-08,1.063798678198e-06,1.063798678198e+02,1.131667627735e-04,7.662960660356e-06,-4.404616591703e+03,3.754914920874e-01,6.972047953708e-01
3.167278797997e-01,1.567278797997e-02,-3.158405208461e-08,1.077051748228e-06,1.077051748228e+02,1.160040468361e-04,7.955641243580e-06,-4.053558500993e+03,3.455639550258e-01,6.952568876383e-01
3.192821368948e-01,1.592821368948e-02,-2.881725210123e-08,1.088511992147e-06,1.088511992147e+02,1.184858357049e-04,8.255114966692e-06,-3.698462024989e+03,3.152921475180e-01,6.936513871798e-01
3.218363939900e-01,1.618363939900e-02,-2.602337312639e-08,1.098336442166e-06,1.098336442166e+02,1.206342940189e-04,8.560502110663e-06,-3.339890178702e+03,2.847240663288e-01,6.923396787637e-01
3.243906510851e-01,1.643906510851e-02,-2.320638480068e-08,1.106687934739e-06,1.106687934739e+02,1.224758184897e-04,8.870984975553e-06,-2.978352433504e+03,2.539031436528e-01,6.912770188429e-01
3.269449081803e-01,1.669449081803e-02,-2.036984210752e-08,1.113722685209e-06,1.113722685209e+02,1.240378219549e-04,9.185814583133e-06,-2.614305042863e+03,2.228682748835e-01,6.904235848358e-01
3.294991652755e-01,1.694991652755e-02,-1.751691665921e-08,1.119580676035e-06,1.119580676035e+02,1.253460890151e-04,9.504309895140e-06,-2.248155057652e+03,1.916541609164e-01,6.897451103257e-01
3.320534223706e-01,1.720534223706e-02,-1.465044833679e-08,1.124379523289e-06,1.124379523289e+02,1.264229312392e-04,9.825851298302e-06,-1.880266953711e+03,1.602918731454e-01,6.892131185094e-01
3.346076794658e-01,1.746076794658e-02,-1.177300790919e-08,1.128211919300e-06,1.128211919300e+02,1.272862134851e-04,1.014987048981e-05,-1.510970668510e+03,1.288095385846e-01,6.888048041613e-01
3.371619365609e-01,1.771619365609e-02,-8.886961737363e-09,1.131146214344e-06,1.131146214344e+02,1.279491758226e-04,1.047583889185e-05,-1.140569905406e+03,9.723304780210e-02,6.885026472370e-01
