time_s,position_m,motion_velocity_m_per_s,source_charge_C,load_charge_C,source_current_A,load_current_A,voltage_V,power_W,energy_J
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
6.858225894671e-05,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1.371645178934e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,2.204441336375e-25,2.168404344971e-19,6.428605211408e-21,6.428605211408e-14,4.132696496415e-34,1.417148306326e-38
2.057467768401e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,8.687056484893e-25,0.000000000000e+00,1.247603644980e-20,1.247603644980e-13,1.556514854967e-33,8.171761854540e-38
2.743290357869e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.698973656302e-24,0.000000000000e+00,1.173628961130e-20,1.173628961130e-13,1.377404938403e-33,1.823250420443e-37
3.429112947336e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,2.480012236454e-24,0.000000000000e+00,1.104040489097e-20,1.104040489097e-13,1.218905401566e-33,2.713554560652e-37
4.114935536803e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,3.214740369957e-24,0.000000000000e+00,1.038578155393e-20,1.038578155393e-13,1.078644584860e-33,3.501410401212e-37
4.800758126270e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,3.905903961459e-24,0.000000000000e+00,9.769973071744e-21,9.769973071744e-14,9.545237382260e-34,4.198606783293e-37
5.486580715737e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,4.556086101540e-24,0.000000000000e+00,9.190677979018e-21,9.190677979018e-14,8.446856171401e-34,4.815575992838e-37
6.172403305204e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,5.167716720510e-24,0.000000000000e+00,8.645731272106e-21,8.645731272106e-14,7.474866922947e-34,5.361549860905e-37
6.858225894671e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,5.743081669807e-24,0.000000000000e+00,8.133096317826e-21,8.133096317826e-14,6.614725571503e-34,5.844697901359e-37
7.544048484138e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,6.284331264926e-24,0.000000000000e+00,7.650857241936e-21,7.650857241936e-14,5.853561653649e-34,6.272249552908e-37
8.229871073606e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,6.793488321807e-24,0.000000000000e+00,7.197211768929e-21,7.197211768929e-14,5.179985724681e-34,6.650602354609e-37
8.915693663073e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,7.272455716720e-24,0.000000000000e+00,6.770464486369e-21,6.770464486369e-14,4.583918936119e-34,6.985417673498e-37
9.601516252540e-04,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,7.723023497896e-24,0.000000000000e+00,6.369020508620e-21,6.369020508620e-14,4.056442223922e-34,7.281705416733e-37
1.028733884201e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,8.146875575492e-24,0.000000000000e+00,5.991379516263e-21,5.991379516263e-14,3.589662850790e-34,7.543898995817e-37
1.097316143147e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,8.545596014874e-24,0.000000000000e+00,5.636130148947e-21,5.636130148947e-14,3.176596305587e-34,7.775921664599e-37
1.165898402094e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,8.920674956761e-24,0.000000000000e+00,5.301944730700e-21,5.301944730700e-14,2.811061792740e-34,7.981245223691e-37
1.234480661041e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,9.273514186336e-24,0.000000000000e+00,4.987574307993e-21,4.987574307993e-14,2.487589747775e-34,8.162941969701e-37
1.303062919988e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,9.605432372146e-24,0.000000000000e+00,4.691843982023e-21,4.691843982023e-14,2.201339995165e-34,8.323730666607e-37
1.371645178934e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,9.917669994374e-24,0.000000000000e+00,4.413648517751e-21,4.413648517751e-14,1.948029323825e-34,8.466017227158e-37
1.440227437881e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.021139398090e-23,0.000000000000e+00,4.151948213301e-21,4.151948213301e-14,1.723867396593e-34,8.591930713010e-37
1.508809696828e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.048770206844e-23,0.000000000000e+00,3.905765014273e-21,3.905765014273e-14,1.525500034672e-34,8.703355192302e-37
1.577391955774e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.074762690518e-23,0.000000000000e+00,3.674178858457e-21,3.674178858457e-14,1.349959028393e-34,8.801957931329e-37
1.645974214721e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.099213991005e-23,0.000000000000e+00,3.456324237275e-21,3.456324237275e-14,1.194617723318e-34,8.889214342177e-37
1.714556473668e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.122215490322e-23,0.000000000000e+00,3.251386961111e-21,3.251386961111e-14,1.057151717088e-34,8.966430059602e-37
1.783138732615e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.143853152136e-23,0.000000000000e+00,3.058601116432e-21,3.058601116432e-14,9.355040789442e-35,9.034760477500e-37
1.851720991561e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.164207843034e-23,0.000000000000e+00,2.877246203339e-21,2.877246203339e-14,8.278545714627e-35,9.095228037289e-37
1.920303250508e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.183355634745e-23,0.000000000000e+00,2.706644442831e-21,2.706644442831e-14,7.325924139905e-35,9.148737526903e-37
1.988885509455e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.201368088448e-23,0.000000000000e+00,2.546158243742e-21,2.546158243742e-14,6.482921802173e-35,9.196089619311e-37
2.057467768401e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.218312522212e-23,0.000000000000e+00,2.395187819865e-21,2.395187819865e-14,5.736924692431e-35,9.237992853140e-37
2.126050027348e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.234252262589e-23,0.000000000000e+00,2.253168948368e-21,2.253168948368e-14,5.076770309891e-35,9.275074234681e-37
2.194632286295e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.249246881285e-23,0.000000000000e+00,2.119570861118e-21,2.119570861118e-14,4.492580635301e-35,9.307888619905e-37
2.263214545242e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.263352417794e-23,0.000000000000e+00,1.993894261038e-21,1.993894261038e-14,3.975614324201e-35,9.336927016881e-37
2.331796804188e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.276621588837e-23,0.000000000000e+00,1.875669456082e-21,1.875669456082e-14,3.518135908479e-35,9.362623932828e-37
2.400379063135e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.267059572017e-23,-2.168404344971e-19,-4.664150607558e-21,-4.664150607558e-14,2.175430088999e-34,9.449285973064e-37
2.468961322082e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.236020106489e-23,2.168404344971e-19,-4.387597178101e-21,-4.387597178101e-14,1.925100899728e-34,9.589897812108e-37
2.537543581028e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.228865490315e-23,0.000000000000e+00,2.301163664798e-21,2.301163664798e-14,5.295354212187e-35,9.674070064000e-37
2.606125839975e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.244179509149e-23,0.000000000000e+00,2.164719806787e-21,2.164719806787e-14,4.686011841894e-35,9.708297295568e-37
2.674708098922e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.258585507470e-23,0.000000000000e+00,2.036366171420e-21,2.036366171420e-14,4.146787184102e-35,9.738585961069e-37
2.743290357869e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.272137324917e-23,0.000000000000e+00,1.915623061747e-21,1.915623061747e-14,3.669611714698e-35,9.765389275735e-37
2.811872616815e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.262841195430e-23,-2.168404344971e-19,-4.626565987716e-21,-4.626565987716e-14,2.140511283869e-34,9.851373338352e-37
2.880454875762e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.232051851866e-23,2.168404344971e-19,-4.352241078817e-21,-4.352241078817e-14,1.894200240814e-34,9.989728153632e-37
2.949037134709e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.225132527070e-23,0.000000000000e+00,2.334423380125e-21,2.334423380125e-14,5.449532517675e-35,1.007336948185e-36
3.017619393655e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.240667886052e-23,0.000000000000e+00,2.196007439926e-21,2.196007439926e-14,4.822448676209e-35,1.010859326556e-36
3.086201652602e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.255282100508e-23,0.000000000000e+00,2.065798653863e-21,2.065798653863e-14,4.267524078302e-35,1.013976380882e-36
3.154783911549e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.269029788243e-23,0.000000000000e+00,1.943310391720e-21,1.943310391720e-14,3.776455278566e-35,1.016734752258e-36
3.223366170496e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.259917915226e-23,-2.168404344971e-19,-4.600520334160e-21,-4.600520334160e-14,2.116478734502e-34,1.025287386059e-36
3.291948429442e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.229301902936e-23,2.168404344971e-19,-4.327739761072e-21,-4.327739761072e-14,1.872933143957e-34,1.038967529983e-36
3.360530688389e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.222545632010e-23,0.000000000000e+00,2.357471931006e-21,2.357471931006e-14,5.557673905482e-35,1.047295818431e-36
3.429112947336e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.238234376841e-23,0.000000000000e+00,2.217689363455e-21,2.217689363455e-14,4.918146112783e-35,1.050888095437e-36
3.497695206282e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.252992882374e-23,0.000000000000e+00,2.086194982048e-21,2.086194982048e-14,4.352209503121e-35,1.054067005084e-36
3.566277465229e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.266876305676e-23,0.000000000000e+00,1.962497351901e-21,1.962497351901e-14,3.851395856219e-35,1.056880114019e-36
3.634859724176e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.279936533364e-23,0.000000000000e+00,1.846134176988e-21,1.846134176988e-14,3.408211399444e-35,1.059369515343e-36
3.703441983123e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.270177962154e-23,-2.168404344971e-19,-4.691934639016e-21,-4.691934639016e-14,2.201425065680e-34,1.068087164722e-36
3.772024242069e-03,0.000000000000e+00,0.000000000000e+00,-1.900000000000e-07,1.238953596618e-23,2.168404344971e-19,-4.413733799381e-21,-4.413733799381e-14,1.948104605180e-34,1.082316370641e-36
