time_s,Q_analytical_nC,Isrc_analytical_uA,Iload_analytical_uA,Q_empirical_nC,Isrc_empirical_uA,Iload_empirical_uA
4.827659269787e-01,2.182456058771e+02,-6.040786055339e+00,-3.858646785926e-01,2.557002243489e+02,-4.802670733350e+00,-2.390705411254e-01
4.829046926950e-01,2.174051556287e+02,-6.072462839041e+00,-3.928736599048e-01,2.550316646942e+02,-4.833123009409e+00,-2.447299076812e-01
4.830434584113e-01,2.165603065661e+02,-6.104184750668e+00,-3.999131581712e-01,2.543588807963e+02,-4.863553026318e+00,-2.504199041772e-01
4.831822241276e-01,2.157110524900e+02,-6.135950879034e+00,-4.069831908877e-01,2.536818758553e+02,-4.893959177027e+00,-2.561404642500e-01
4.833209898439e-01,2.148573873284e+02,-6.167760304205e+00,-4.140837743969e-01,2.530006532949e+02,-4.924339844750e+00,-2.618915196260e-01
4.834597555601e-01,2.139993051370e+02,-6.199612097472e+00,-4.212149238788e-01,2.523152167637e+02,-4.954693402942e+00,-2.676730001117e-01
4.835985212764e-01,2.131368001015e+02,-6.231505321326e+00,-4.283766533412e-01,2.516255701368e+02,-4.985018215291e+00,-2.734848335837e-01
4.837372869927e-01,2.122698665380e+02,-6.263439029432e+00,-4.355689756105e-01,2.509317175169e+02,-5.015312635688e+00,-2.793269459794e-01
4.838760527090e-01,2.113984988947e+02,-6.295412266613e+00,-4.427919023222e-01,2.502336632361e+02,-5.045575008203e+00,-2.851992612871e-01
4.840148184253e-01,2.105226917530e+02,-6.327424068826e+00,-4.500454439111e-01,2.495314118567e+02,-5.075803667075e+00,-2.911017015363e-01
4.841535841416e-01,2.096424398284e+02,-6.359473463130e+00,-4.573296096023e-01,2.488249681729e+02,-5.105996936689e+00,-2.970341867878e-01
4.842923498579e-01,2.087577379723e+02,-6.391559467680e+00,-4.646444074014e-01,2.481143372121e+02,-5.136153131552e+00,-3.029966351242e-01
4.844311155742e-01,2.078685811729e+02,-6.423681091696e+00,-4.719898440849e-01,2.473995242363e+02,-5.166270556280e+00,-3.089889626398e-01
4.845698812905e-01,2.069749645564e+02,-6.455837335441e+00,-4.793659251909e-01,2.466805347435e+02,-5.196347505561e+00,-3.150110834312e-01
4.847086470068e-01,2.060768833886e+02,-6.488027190201e+00,-4.867726550095e-01,2.459573744689e+02,-5.226382264156e+00,-3.210629095872e-01
4.848474127231e-01,2.051743330757e+02,-6.520249638268e+00,-4.942100365732e-01,2.452300493865e+02,-5.256373106871e+00,-3.271443511791e-01
4.849861784394e-01,2.042673091657e+02,-6.552503652916e+00,-5.016780716471e-01,2.444985657104e+02,-5.286318298529e+00,-3.332553162509e-01
4.851249441556e-01,2.033558073499e+02,-6.584788198385e+00,-5.091767607198e-01,2.437629298960e+02,-5.316216093958e+00,-3.393957108094e-01
4.852637098719e-01,2.024398234638e+02,-6.617102229857e+00,-5.167061029932e-01,2.430231486419e+02,-5.346064737969e+00,-3.455654388143e-01
4.854024755882e-01,2.015193534885e+02,-6.649444693444e+00,-5.242660963734e-01,2.422792288906e+02,-5.375862465337e+00,-3.517644021686e-01
4.855412413045e-01,2.005943935521e+02,-6.681814526156e+00,-5.318567374609e-01,2.415311778305e+02,-5.405607500776e+00,-3.579925007083e-01
4.856800070208e-01,1.996649399308e+02,-6.714210655901e+00,-5.394780215408e-01,2.407790028969e+02,-5.435298058924e+00,-3.642496321930e-01
4.858187727371e-01,1.987309890501e+02,-6.746632001450e+00,-5.471299425735e-01,2.400227117737e+02,-5.464932344321e+00,-3.705356922955e-01
4.859575384534e-01,1.977925374863e+02,-6.779077472430e+00,-5.548124931845e-01,2.392623123944e+02,-5.494508551389e+00,-3.768505745923e-01
4.860963041697e-01,1.968495819676e+02,-6.811545969309e+00,-5.625256646554e-01,2.384978129441e+02,-5.524024864410e+00,-3.831941705535e-01
4.862350698860e-01,1.959021193753e+02,-6.844036383364e+00,-5.702694469138e-01,2.377292218602e+02,-5.553479457507e+00,-3.895663695326e-01
4.863738356023e-01,1.949501467455e+02,-6.876547596681e+00,-5.780438285234e-01,2.369565478344e+02,-5.582870494629e+00,-3.959670587573e-01
4.865126013186e-01,1.939936612696e+02,-6.909078482138e+00,-5.858487966751e-01,2.361797998139e+02,-5.612196129517e+00,-4.023961233185e-01
4.866513670349e-01,1.930326602965e+02,-6.941627903378e+00,-5.936843371765e-01,2.353989870027e+02,-5.641454505698e+00,-4.088534461613e-01
4.867901327511e-01,1.920671413331e+02,-6.974194714798e+00,-6.015504344426e-01,2.346141188631e+02,-5.670643756461e+00,-4.153389080742e-01
4.869288984674e-01,1.910971020462e+02,-7.006777761548e+00,-6.094470714861e-01,2.338252051173e+02,-5.699758580070e+00,-4.218523855634e-01
4.870676641837e-01,1.901225402632e+02,-7.039375879500e+00,-6.173742299073e-01,2.330322566990e+02,-5.728776726131e+00,-4.283937382605e-01
4.872064299000e-01,1.891434539738e+02,-7.071987895238e+00,-6.253318898849e-01,2.322352895055e+02,-5.757673916416e+00,-4.349627972160e-01
4.873451956163e-01,1.881598413314e+02,-7.104612626056e+00,-6.333200301659e-01,2.314343212086e+02,-5.786442497729e+00,-4.415593739563e-01
4.874839613326e-01,1.871717006538e+02,-7.137248879925e+00,-6.413386280563e-01,2.306293698295e+02,-5.815079945708e+00,-4.481832739506e-01
4.876227270489e-01,1.861790304250e+02,-7.169895455503e+00,-6.493876594105e-01,2.298204537407e+02,-5.843583724058e+00,-4.548342997815e-01
4.877614927652e-01,1.851818292965e+02,-7.202551142110e+00,-6.574670986227e-01,2.290075916672e+02,-5.871951283150e+00,-4.615122511322e-01
4.879002584815e-01,1.841800960883e+02,-7.235214719713e+00,-6.655769186163e-01,2.281908026890e+02,-5.900180059994e+00,-4.682169247743e-01
4.880390241978e-01,1.831738297903e+02,-7.267884958934e+00,-6.737170908343e-01,2.273701062426e+02,-5.928267478208e+00,-4.749481145540e-01
4.881777899141e-01,1.821630295638e+02,-7.300560621015e+00,-6.818875852301e-01,2.265455221230e+02,-5.956210948001e+00,-4.817056113801e-01
4.883165556304e-01,1.811476947425e+02,-7.333240457823e+00,-6.900883702571e-01,2.257170704855e+02,-5.984007866140e+00,-4.884892032104e-01
4.884553213466e-01,1.801278248341e+02,-7.365923211848e+00,-6.983194128593e-01,2.248847718474e+02,-6.011655615923e+00,-4.952986750388e-01
4.885940870629e-01,1.791034195212e+02,-7.398607616169e+00,-7.065806784613e-01,2.240486470902e+02,-6.039151567163e+00,-5.021338088826e-01
4.887328527792e-01,1.780744786632e+02,-7.431292394471e+00,-7.148721309590e-01,2.232087174613e+02,-6.066493076152e+00,-5.089943837691e-01
4.888716184955e-01,1.770410022971e+02,-7.463976261027e+00,-7.231937327094e-01,2.223650045760e+02,-6.093677485638e+00,-5.158801757228e-01
4.890103842118e-01,1.760029906387e+02,-7.496657920683e+00,-7.315454445212e-01,2.215175304191e+02,-6.120702124802e+00,-5.227909577526e-01
4.891491499281e-01,1.749604440847e+02,-7.529336068865e+00,-7.399272256449e-01,2.206663173469e+02,-6.147564309222e+00,-5.297264998380e-01
4.892879156444e-01,1.739133632132e+02,-7.562009391568e+00,-7.483390337629e-01,2.198113880894e+02,-6.174261340864e+00,-5.366865689168e-01
4.894266813607e-01,1.728617487851e+02,-7.594676565344e+00,-7.567808249803e-01,2.189527657518e+02,-6.200790508044e+00,-5.436709288716e-01
4.895654470770e-01,1.718056017460e+02,-7.627336257302e+00,-7.652525538146e-01,2.180904738166e+02,-6.227149085400e+00,-5.506793405167e-01
4.897042127933e-01,1.707449232268e+02,-7.659987125110e+00,-7.737541731864e-01,2.172245361452e+02,-6.253334333878e+00,-5.577115615853e-01
4.898429785096e-01,1.696797145456e+02,-7.692627816978e+00,-7.822856344094e-01,2.163549769805e+02,-6.279343500690e+00,-5.647673467159e-01
4.899817442259e-01,1.686099772084e+02,-7.725256971658e+00,-7.908468871811e-01,2.154818209478e+02,-6.305173819302e+00,-5.718464474394e-01
4.901205099421e-01,1.675357129111e+02,-7.757873218451e+00,-7.994378795724e-01,2.146050930577e+02,-6.330822509404e+00,-5.789486121658e-01
4.902592756584e-01,1.664569235403e+02,-7.790475177193e+00,-8.080585580188e-01,2.137248187073e+02,-6.356286776879e+00,-5.860735861714e-01
4.903980413747e-01,1.653736111747e+02,-7.823061458261e+00,-8.167088673101e-01,2.128410236826e+02,-6.381563813780e+00,-5.932211115850e-01
4.905368070910e-01,1.642857780866e+02,-7.855630662562e+00,-8.253887505810e-01,2.119537341600e+02,-6.406650798310e+00,-6.003909273752e-01
4.906755728073e-01,1.631934267431e+02,-7.888181381544e+00,-8.340981493013e-01,2.110629767085e+02,-6.431544894787e+00,-6.075827693367e-01
4.908143385236e-01,1.620965598073e+02,-7.920712197190e+00,-8.428370032664e-01,2.101687782916e+02,-6.456243253623e+00,-6.147963700775e-01
4.909531042399e-01,1.609951801399e+02,-7.953221682021e+00,-8.516052505875e-01,2.092711662692e+02,-6.480743011300e+00,-6.220314590055e-01
4.910918699562e-01,1.598892908003e+02,-7.985708399090e+00,-8.604028276824e-01,2.083701683995e+02,-6.505041290328e+00,-6.292877623148e-01
4.912306356725e-01,1.587788950477e+02,-8.018170901995e+00,-8.692296692652e-01,2.074658128409e+02,-6.529135199247e+00,-6.365650029731e-01
4.913694013888e-01,1.576639963431e+02,-8.050607734876e+00,-8.780857083374e-01,2.065581281541e+02,-6.553021832582e+00,-6.438629007079e-01
4.915081671051e-01,1.565445983499e+02,-8.083017432411e+00,-8.869708761780e-01,2.056471433039e+02,-6.576698270817e+00,-6.511811719932e-01
4.916469328214e-01,1.554207049355e+02,-8.115398519840e+00,-8.958851023338e-01,2.047328876613e+02,-6.600161580376e+00,-6.585195300366e-01
4.917856985376e-01,1.542923201727e+02,-8.147749512943e+00,-9.048283146102e-01,2.038153910053e+02,-6.623408813593e+00,-6.658776847652e-01
4.919244642539e-01,1.531594483409e+02,-8.180068918064e+00,-9.138004390616e-01,2.028946835247e+02,-6.646437008686e+00,-6.732553428128e-01
4.920632299702e-01,1.520220939272e+02,-8.212355232111e+00,-9.228013999817e-01,2.019707958207e+02,-6.669243189735e+00,-6.806522075065e-01
4.922019956865e-01,1.508802616284e+02,-8.244606942562e+00,-9.318311198942e-01,2.010437589080e+02,-6.691824366652e+00,-6.880679788529e-01
4.923407614028e-01,1.497339563514e+02,-8.276822527472e+00,-9.408895195432e-01,2.001136042176e+02,-6.714177535154e+00,-6.955023535250e-01
4.924795271191e-01,1.485831832151e+02,-8.309000455484e+00,-9.499765178840e-01,1.991803635981e+02,-6.736299676745e+00,-7.029550248486e-01
4.926182928354e-01,1.474279475516e+02,-8.341139185826e+00,-9.590920320733e-01,1.982440693180e+02,-6.758187758678e+00,-7.104256827891e-01
4.927570585517e-01,1.462682549075e+02,-8.373237168336e+00,-9.682359774601e-01,1.973047540677e+02,-6.779838733933e+00,-7.179140139376e-01
4.928958242680e-01,1.451041110450e+02,-8.405292843464e+00,-9.774082675764e-01,1.963624509615e+02,-6.801249541201e+00,-7.254197014978e-01
4.930345899843e-01,1.439355219434e+02,-8.437304642277e+00,-9.866088141276e-01,1.954171935392e+02,-6.822417104851e+00,-7.329424252724e-01
4.931733557006e-01,1.427624938004e+02,-8.469270986479e+00,-9.958375269830e-01,1.944690157687e+02,-6.843338334895e+00,-7.404818616496e-01
4.933121214169e-01,1.415850330336e+02,-8.501190288422e+00,-1.005094314167e+00,1.935179520475e+02,-6.864010126976e+00,-7.480376835892e-01
4.934508871331e-01,1.404031462810e+02,-8.533060951113e+00,-1.014379081850e+00,1.925640372049e+02,-6.884429362335e+00,-7.556095606098e-01
4.935896528494e-01,1.392168404035e+02,-8.564881368228e+00,-1.023691734338e+00,1.916073065040e+02,-6.904592907785e+00,-7.631971587745e-01
4.937284185657e-01,1.380261224850e+02,-8.596649924133e+00,-1.033032174065e+00,1.906477956438e+02,-6.924497615691e+00,-7.708001406777e-01
4.938671842820e-01,1.368309998346e+02,-8.628364993893e+00,-1.042400301582e+00,1.896855407608e+02,-6.944140323934e+00,-7.784181654317e-01
4.940059499983e-01,1.356314799874e+02,-8.660024943287e+00,-1.051796015548e+00,1.887205784316e+02,-6.963517855895e+00,-7.860508886523e-01
4.941447157146e-01,1.344275707059e+02,-8.691628128829e+00,-1.061219212725e+00,1.877529456745e+02,-6.982627020424e+00,-7.936979624463e-01
4.942834814309e-01,1.332192799813e+02,-8.723172897778e+00,-1.070669787962e+00,1.867826799514e+02,-7.001464611808e+00,-8.013590353970e-01
4.944222471472e-01,1.320066160349e+02,-8.754657588158e+00,-1.080147634192e+00,1.858098191706e+02,-7.020027409759e+00,-8.090337525507e-01
4.945610128635e-01,1.307895873191e+02,-8.786080528785e+00,-1.089652642418e+00,1.848344016876e+02,-7.038312179378e+00,-8.167217554033e-01
4.946997785798e-01,1.295682025190e+02,-8.817440039274e+00,-1.099184701709e+00,1.838564663085e+02,-7.056315671137e+00,-8.244226818866e-01
4.948385442961e-01,1.283424705533e+02,-8.848734430067e+00,-1.108743699186e+00,1.828760522907e+02,-7.074034620835e+00,-8.321361663543e-01
4.949773100124e-01,1.271124005760e+02,-8.879962002451e+00,-1.118329520019e+00,1.818931993460e+02,-7.091465749597e+00,-8.398618395683e-01
4.951160757286e-01,1.258780019775e+02,-8.911121048578e+00,-1.127942047410e+00,1.809079476421e+02,-7.108605763832e+00,-8.475993286856e-01
4.952548414449e-01,1.246392843855e+02,-8.942209851496e+00,-1.137581162594e+00,1.799203378047e+02,-7.125453922831e+00,-8.553482588305e-01
4.953936071612e-01,1.233962576669e+02,-8.973226685153e+00,-1.147246744821e+00,1.789304102071e+02,-7.142029482968e+00,-8.631082670332e-01
4.955323728775e-01,1.221489319287e+02,-9.004169814443e+00,-1.156938671353e+00,1.779382001307e+02,-7.158358726870e+00,-8.708790189155e-01
4.956711385938e-01,1.208973175191e+02,-9.035037495225e+00,-1.166656817454e+00,1.769437406547e+02,-7.174448300948e+00,-8.786602008622e-01
4.958099043101e-01,1.196414250292e+02,-9.065827974337e+00,-1.176401056379e+00,1.759470652158e+02,-7.190295567216e+00,-8.864515021232e-01
4.959486700264e-01,1.183812652938e+02,-9.096539489633e+00,-1.186171259370e+00,1.749482076252e+02,-7.205897822953e+00,-8.942526090315e-01
4.960874357427e-01,1.171168493931e+02,-9.127170270011e+00,-1.195967295642e+00,1.739472020699e+02,-7.221252353500e+00,-9.020632049604e-01
4.962262014590e-01,1.158481886533e+02,-9.157718535436e+00,-1.205789032378e+00,1.729440831145e+02,-7.236356432247e+00,-9.098829703116e-01
4.963649671753e-01,1.145752946487e+02,-9.188182496974e+00,-1.215636334720e+00,1.719388857026e+02,-7.251207320605e+00,-9.177115825042e-01
4.965037328916e-01,1.132981792021e+02,-9.218560356816e+00,-1.225509065760e+00,1.709316451588e+02,-7.265802267985e+00,-9.255487159642e-01
4.966424986079e-01,1.120168543865e+02,-9.248850308318e+00,-1.235407086531e+00,1.699223971903e+02,-7.280138511791e+00,-9.333940421124e-01
4.967812643241e-01,1.107313325263e+02,-9.279050536020e+00,-1.245330256000e+00,1.689111778882e+02,-7.294213277376e+00,-9.412472293542e-01
4.969200300404e-01,1.094416261983e+02,-9.309159215684e+00,-1.255278431060e+00,1.678980237298e+02,-7.308023778038e+00,-9.491079430675e-01
4.970587957567e-01,1.081477482330e+02,-9.339174514343e+00,-1.265251466517e+00,1.668829715798e+02,-7.321567215002e+00,-9.569758455924e-01
4.971975614730e-01,1.068497117162e+02,-9.369094590304e+00,-1.275249215090e+00,1.658660586919e+02,-7.334840777386e+00,-9.648505962193e-01
4.973363271893e-01,1.055475299894e+02,-9.398917593205e+00,-1.285271527396e+00,1.648473227111e+02,-7.347841642183e+00,-9.727318511784e-01
4.974750929056e-01,1.042412166518e+02,-9.428641664058e+00,-1.295318251945e+00,1.638268016746e+02,-7.360566974245e+00,-9.806192636276e-01
4.976138586219e-01,1.029307855610e+02,-9.458264935261e+00,-1.305389235131e+00,1.628045340141e+02,-7.373013926269e+00,-9.885124836422e-01
4.977526243382e-01,1.016162508345e+02,-9.487785530650e+00,-1.315484321223e+00,1.617805585571e+02,-7.385179638760e+00,-9.964111582030e-01
4.978913900545e-01,1.002976268507e+02,-9.517201565545e+00,-1.325603352361e+00,1.607549145290e+02,-7.397061240012e+00,-1.004314931185e+00
4.980301557708e-01,9.897492824988e+01,-9.546511146774e+00,-1.335746168543e+00,1.597276415543e+02,-7.408655846110e+00,-1.012223443348e+00
4.981689214871e-01,9.764816993594e+01,-9.575712372722e+00,-1.345912607621e+00,1.586987796585e+02,-7.419960560881e+00,-1.020136332321e+00
4.983076872034e-01,9.631736707707e+01,-9.604803333385e+00,-1.356102505292e+00,1.576683692701e+02,-7.430972475883e+00,-1.028053232596e+00
4.984464529196e-01,9.498253510714e+01,-9.633782110379e+00,-1.366315695088e+00,1.566364512218e+02,-7.441688670394e+00,-1.035973775514e+00
4.985852186359e-01,9.364368972678e+01,-9.662646777013e+00,-1.376552008374e+00,1.556030667526e+02,-7.452106211376e+00,-1.043897589253e+00
4.987239843522e-01,9.230084690457e+01,-9.691395398337e+00,-1.386811274333e+00,1.545682575092e+02,-7.462222153463e+00,-1.051824298818e+00
4.988627500685e-01,9.095402287815e+01,-9.720026031156e+00,-1.397093319967e+00,1.535320655481e+02,-7.472033538945e+00,-1.059753526031e+00
4.990015157848e-01,8.960323415540e+01,-9.748536724102e+00,-1.407397970080e+00,1.524945333368e+02,-7.481537397729e+00,-1.067684889517e+00
4.991402815011e-01,8.824849751552e+01,-9.776925517676e+00,-1.417725047280e+00,1.514557037562e+02,-7.490730747333e+00,-1.075618004692e+00
4.992790472174e-01,8.688983001021e+01,-9.805190444296e+00,-1.428074371964e+00,1.504156201014e+02,-7.499610592870e+00,-1.083552483757e+00
4.994178129337e-01,8.552724896476e+01,-9.833329528346e+00,-1.438445762317e+00,1.493743260845e+02,-7.508173927011e+00,-1.091487935680e+00
4.995565786500e-01,8.416077197915e+01,-9.861340786219e+00,-1.448839034300e+00,1.483318658354e+02,-7.516417729977e+00,-1.099423966188e+00
4.996953443663e-01,8.279041692917e+01,-9.889222226378e+00,-1.459254001646e+00,1.472882839040e+02,-7.524338969508e+00,-1.107360177757e+00
4.998341100826e-01,8.141620196753e+01,-9.916971849414e+00,-1.469690475850e+00,1.462436252619e+02,-7.531934600856e+00,-1.115296169597e+00
4.999728757989e-01,8.003814552491e+01,-9.944587648076e+00,-1.480148266166e+00,1.451979353041e+02,-7.539201566744e+00,-1.123231537644e+00
5.001116415151e-01,7.865626631111e+01,-9.972067607349e+00,-1.490627179598e+00,1.441512598506e+02,-7.546136797366e+00,-1.131165874544e+00
5.002504072314e-01,7.727058331603e+01,-9.999409704501e+00,-1.501127020891e+00,1.431036451483e+02,-7.552737210362e+00,-1.139098769647e+00
5.003891729477e-01,7.588111581083e+01,-1.002661190913e+01,-1.511647592529e+00,1.420551378727e+02,-7.558999710779e+00,-1.147029808994e+00
5.005279386640e-01,7.448788334893e+01,-1.005367218323e+01,-1.522188694725e+00,1.410057851296e+02,-7.564921191069e+00,-1.154958575301e+00
5.006667043803e-01,7.309090576709e+01,-1.008058848127e+01,-1.532750125414e+00,1.399556344571e+02,-7.570498531069e+00,-1.162884647953e+00
5.008054700966e-01,7.169020318644e+01,-1.010735875021e+01,-1.543331680250e+00,1.389047338269e+02,-7.575728597966e+00,-1.170807602992e+00
5.009442358129e-01,7.028579601351e+01,-1.013398092958e+01,-1.553933152596e+00,1.378531316465e+02,-7.580608246288e+00,-1.178727013102e+00
5.010830015292e-01,6.887770494128e+01,-1.016045295158e+01,-1.564554333520e+00,1.368008767605e+02,-7.585134317882e+00,-1.186642447600e+00
5.012217672455e-01,6.746595095017e+01,-1.018677274107e+01,-1.575195011788e+00,1.357480184529e+02,-7.589303641884e+00,-1.194553472424e+00
5.013605329618e-01,6.605055530905e+01,-1.021293821569e+01,-1.585854973857e+00,1.346946064485e+02,-7.593113034707e+00,-1.202459650123e+00
5.014992986781e-01,6.463153957628e+01,-1.023894728592e+01,-1.596534003870e+00,1.336406909146e+02,-7.596559300022e+00,-1.210360539841e+00
5.016380643944e-01,6.320892560065e+01,-1.026479785510e+01,-1.607231883649e+00,1.325863224632e+02,-7.599639228733e+00,-1.218255697311e+00
5.017768301106e-01,6.178273552238e+01,-1.029048781955e+01,-1.617948392693e+00,1.315315521523e+02,-7.602349598946e+00,-1.226144674839e+00
5.019155958269e-01,6.035299177410e+01,-1.031601506863e+01,-1.628683308165e+00,1.304764314880e+02,-7.604687175972e+00,-1.234027021297e+00
5.020543615432e-01,5.891971708183e+01,-1.034137748478e+01,-1.639436404893e+00,1.294210124261e+02,-7.606648712289e+00,-1.241902282105e+00
5.021931272595e-01,5.748293446587e+01,-1.036657294360e+01,-1.650207455360e+00,1.283653473737e+02,-7.608230947515e+00,-1.249769999224e+00
5.023318929758e-01,5.604266724181e+01,-1.039159931395e+01,-1.660996229704e+00,1.273094891918e+02,-7.609430608411e+00,-1.257629711147e+00
5.024706586921e-01,5.459893902143e+01,-1.041645445799e+01,-1.671802495704e+00,1.262534911959e+02,-7.610244408838e+00,-1.265480952878e+00
5.026094244084e-01,5.315177371364e+01,-1.044113623126e+01,-1.682626018782e+00,1.251974071587e+02,-7.610669049750e+00,-1.273323255930e+00
5.027481901247e-01,5.170119552538e+01,-1.046564248277e+01,-1.693466561997e+00,1.241412913116e+02,-7.610702591829e+00,-1.281156149158e+00
5.028869558410e-01,5.024722896250e+01,-1.048997105505e+01,-1.704323886035e+00,1.230851979654e+02,-7.610394072303e+00,-1.288979191102e+00
5.030257215573e-01,4.878989883071e+01,-1.051411978427e+01,-1.715197749210e+00,1.220291677421e+02,-7.609856602658e+00,-1.296792041059e+00
5.031644872736e-01,4.732923023642e+01,-1.053808650025e+01,-1.726087907454e+00,1.209732235607e+02,-7.609157631925e+00,-1.304594470328e+00
5.033032529899e-01,4.586524858761e+01,-1.056186902662e+01,-1.736994114316e+00,1.199173873238e+02,-7.608300310129e+00,-1.312386294124e+00
5.034420187061e-01,4.439797959470e+01,-1.058546518083e+01,-1.747916120955e+00,1.188616810761e+02,-7.607283612788e+00,-1.320167329202e+00
5.035807844224e-01,4.292744927141e+01,-1.060887277427e+01,-1.758853676138e+00,1.178061270047e+02,-7.606106511727e+00,-1.327937391274e+00
5.037195501387e-01,4.145368393556e+01,-1.063208961236e+01,-1.769806526232e+00,1.167507474395e+02,-7.604767975070e+00,-1.335696295009e+00
5.038583158550e-01,3.997671020994e+01,-1.065511349459e+01,-1.780774415201e+00,1.156955648541e+02,-7.603266967235e+00,-1.343443854027e+00
5.039970815713e-01,3.849655502307e+01,-1.067794221466e+01,-1.791757084604e+00,1.146406018658e+02,-7.601602448935e+00,-1.351179880894e+00
5.041358472876e-01,3.701324561006e+01,-1.070057356051e+01,-1.802754273587e+00,1.135858812365e+02,-7.599773377163e+00,-1.358904187124e+00
5.042746130039e-01,3.552680951336e+01,-1.072300531447e+01,-1.813765718882e+00,1.125314258731e+02,-7.597778705194e+00,-1.366616583170e+00
5.044133787202e-01,3.403727458354e+01,-1.074523525327e+01,-1.824791154802e+00,1.114772588280e+02,-7.595617382571e+00,-1.374316878424e+00
5.045521444365e-01,3.254466898007e+01,-1.076726114823e+01,-1.835830313236e+00,1.104234032996e+02,-7.593288355103e+00,-1.382004881212e+00
5.046909101528e-01,3.104902117207e+01,-1.078908076525e+01,-1.846882923647e+00,1.093698826328e+02,-7.590790564866e+00,-1.389680398795e+00
5.048296758691e-01,2.955035993903e+01,-1.081069186497e+01,-1.857948713068e+00,1.083167203197e+02,-7.588122950183e+00,-1.397343237358e+00
5.049684415854e-01,2.804871437157e+01,-1.083209220283e+01,-1.869027406099e+00,1.072639399998e+02,-7.585284445629e+00,-1.404993202014e+00
5.051072073016e-01,2.654411387211e+01,-1.085327952919e+01,-1.880118724902e+00,1.062115654609e+02,-7.582273982024e+00,-1.412630096797e+00
5.052459730179e-01,2.503658815561e+01,-1.087425158939e+01,-1.891222389199e+00,1.051596206393e+02,-7.579090486421e+00,-1.420253724657e+00
5.053847387342e-01,2.352616725023e+01,-1.089500612388e+01,-1.902338116268e+00,1.041081296206e+02,-7.575732882103e+00,-1.427863887464e+00
5.055235044505e-01,2.201288149804e+01,-1.091554086832e+01,-1.913465620942e+00,1.030571166397e+02,-7.572200088582e+00,-1.435460385995e+00
5.056622701668e-01,2.049676155563e+01,-1.093585355363e+01,-1.924604615605e+00,1.020066060822e+02,-7.568491021592e+00,-1.443043019938e+00
5.058010358831e-01,1.897783839478e+01,-1.095594190616e+01,-1.935754810187e+00,1.009566224840e+02,-7.564604593072e+00,-1.450611587885e+00
5.059398015994e-01,1.745614330311e+01,-1.097580364774e+01,-1.946915912166e+00,9.990719053252e+01,-7.560539711173e+00,-1.458165887330e+00
5.060785673157e-01,1.593170788467e+01,-1.099543649580e+01,-1.958087626562e+00,9.885833506685e+01,-7.556295280247e+00,-1.465705714667e+00
5.062173330320e-01,1.440456406055e+01,-1.101483816349e+01,-1.969269655935e+00,9.781008107837e+01,-7.551870200846e+00,-1.473230865182e+00
5.063560987483e-01,1.287474406948e+01,-1.103400635976e+01,-1.980461700384e+00,9.676245371133e+01,-7.547263369703e+00,-1.480741133056e+00
5.064948644646e-01,1.134228046839e+01,-1.105293878947e+01,-1.991663457546e+00,9.571547826330e+01,-7.542473679739e+00,-1.488236311356e+00
5.066336301809e-01,9.807206132984e+00,-1.107163315353e+01,-2.002874622590e+00,9.466918018577e+01,-7.537500020060e+00,-1.495716192036e+00
5.067723958971e-01,8.269554258258e+00,-1.109008714895e+01,-2.014094888219e+00,9.362358508463e+01,-7.532341275933e+00,-1.503180565929e+00
5.069111616134e-01,6.729358359062e+00,-1.110829846901e+01,-2.025323944667e+00,9.257871872075e+01,-7.526996328797e+00,-1.510629222749e+00
5.070499273297e-01,5.186652270590e+00,-1.112626480335e+01,-2.036561479698e+00,9.153460701045e+01,-7.521464056254e+00,-1.518061951085e+00
5.071886930460e-01,3.641470148887e+00,-1.114398383805e+01,-2.047807178603e+00,9.049127602609e+01,-7.515743332051e+00,-1.525478538395e+00
5.073274587623e-01,2.093846471329e+00,-1.116145325582e+01,-2.059060724201e+00,8.944875199658e+01,-7.509833026095e+00,-1.532878771009e+00
5.074662244786e-01,5.438160370883e-01,-1.117867073603e+01,-2.070321796835e+00,8.840706130790e+01,-7.503732004432e+00,-1.540262434118e+00
5.076049901949e-01,-1.008586032418e+00,-1.119563395488e+01,-2.081590074377e+00,8.736623050367e+01,-7.497439129239e+00,-1.547629311777e+00
5.077437559112e-01,-2.563324293090e+00,-1.121234058552e+01,-2.092865232217e+00,8.632628628566e+01,-7.490953258825e+00,-1.554979186900e+00
5.078825216275e-01,-4.120362977730e+00,-1.122878829813e+01,-2.104146943274e+00,8.528725551433e+01,-7.484273247640e+00,-1.562311841253e+00
5.080212873438e-01,-5.679665995645e+00,-1.124497476007e+01,-2.115434877987e+00,8.424916520939e+01,-7.477397946233e+00,-1.569627055456e+00
5.081600530601e-01,-7.241196932257e+00,-1.126089763602e+01,-2.126728704319e+00,8.321204255032e+01,-7.470326201270e+00,-1.576924608975e+00
5.082988187764e-01,-8.804919048742e+00,-1.127655458804e+01,-2.138028087752e+00,8.217591487689e+01,-7.463056855536e+00,-1.584204280122e+00
5.084375844926e-01,-1.037079528168e+01,-1.129194327578e+01,-2.149332691296e+00,8.114080968975e+01,-7.455588747906e+00,-1.591465846051e+00
5.085763502089e-01,-1.193878824272e+01,-1.130706135652e+01,-2.160642175478e+00,8.010675465093e+01,-7.447920713356e+00,-1.598709082751e+00
5.087151159252e-01,-1.350886021826e+01,-1.132190648537e+01,-2.171956198351e+00,7.907377758441e+01,-7.440051582952e+00,-1.605933765049e+00
