normalized_time,experiment_charge_nC,simulation_charge_nC,difference_nC
2.651325662831e-02,-6.813927909300e+01,-4.716629687272e-03,6.813456246331e+01
2.701350675338e-02,-6.949968015853e+01,-4.907393198771e-03,6.949477276533e+01
2.751375687844e-02,-7.086107975332e+01,-5.103488242310e-03,7.085597626507e+01
2.801400700350e-02,-7.223121253971e+01,-5.305063538329e-03,7.222590747618e+01
2.851425712856e-02,-7.361809340516e+01,-5.512271939460e-03,7.361258113322e+01
2.901450725363e-02,-7.502670289987e+01,-5.725270544412e-03,7.502097762932e+01
2.951475737869e-02,-7.646529089888e+01,-5.944220814942e-03,7.645934667806e+01
3.001500750375e-02,-7.793587075882e+01,-6.169288696002e-03,7.792970147012e+01
3.051525762881e-02,-7.943988833762e+01,-6.400644739123e-03,7.943348769289e+01
3.101550775388e-02,-8.098472009349e+01,-6.638464229146e-03,8.097808162927e+01
3.151575787894e-02,-8.256693786237e+01,-6.882927314364e-03,8.256005493506e+01
3.201600800400e-02,-8.418849473580e+01,-7.134219140177e-03,8.418136051666e+01
3.251625812906e-02,-8.585245560125e+01,-7.392529986349e-03,8.584506307127e+01
3.301650825413e-02,-8.755437420557e+01,-7.658055407948e-03,8.754671615017e+01
3.351675837919e-02,-8.929628424560e+01,-7.930996380093e-03,8.928835324922e+01
3.401700850425e-02,-9.107769779233e+01,-8.211559446559e-03,9.106948623288e+01
3.451725862931e-02,-9.289470563627e+01,-8.499956872393e-03,9.288620567940e+01
3.501750875438e-02,-9.474922046368e+01,-8.796406800596e-03,9.474042405688e+01
3.551775887944e-02,-9.663733397042e+01,-9.101133413003e-03,9.662823283701e+01
3.601800900450e-02,-9.855524192439e+01,-9.414367095456e-03,9.854582755729e+01
3.651825912956e-02,-1.005038289229e+02,-9.736344607384e-03,1.004940925783e+02
3.701850925463e-02,-1.024774322996e+02,-1.006730925590e-02,1.024673649904e+02
3.751875937969e-02,-1.044739890330e+02,-1.040751107452e-02,1.044635815219e+02
3.801900950475e-02,-1.064927676473e+02,-1.075720700662e-02,1.064820104403e+02
3.851925962981e-02,-1.085285821345e+02,-1.111666109377e-02,1.085174654734e+02
3.901950975488e-02,-1.105797749509e+02,-1.148614466906e-02,1.105682888063e+02
3.951975987994e-02,-1.126441778223e+02,-1.186593655551e-02,1.126323118858e+02
4.002001000500e-02,-1.147182029649e+02,-1.225632326971e-02,1.147059466416e+02
4.052026013007e-02,-1.167999128198e+02,-1.265759923084e-02,1.167872552206e+02
4.102051025513e-02,-1.188863236003e+02,-1.307006697516e-02,1.188732535333e+02
4.152076038019e-02,-1.209746122646e+02,-1.349403737619e-02,1.209611182272e+02
4.202101050525e-02,-1.230619553912e+02,-1.392982987052e-02,1.230480255613e+02
4.252126063032e-02,-1.251459798484e+02,-1.437777268966e-02,1.251316020757e+02
4.302151075538e-02,-1.272249174572e+02,-1.483820309786e-02,1.272100792541e+02
4.352176088044e-02,-1.292958812891e+02,-1.531146763611e-02,1.292805698214e+02
4.402201100550e-02,-1.313579273771e+02,-1.579792237252e-02,1.313421294547e+02
4.452226113057e-02,-1.334090267268e+02,-1.629793315913e-02,1.333927287936e+02
4.502251125563e-02,-1.354468500635e+02,-1.681187589538e-02,1.354300381876e+02
4.552276138069e-02,-1.374714940105e+02,-1.734013679836e-02,1.374541538737e+02
4.602301150575e-02,-1.394809685778e+02,-3.450687368387e-02,1.394464617041e+02
4.652326163082e-02,-1.414741678574e+02,-6.241180126129e-02,1.414117560561e+02
4.702351175588e-02,-1.434511012541e+02,-9.109380542592e-02,1.433600074486e+02
4.752376188094e-02,-1.454076903136e+02,-1.205744027605e-01,1.452871159109e+02
4.802401200600e-02,-1.473413451245e+02,-1.508756986662e-01,1.471904694258e+02
4.852426213107e-02,-1.492493336217e+02,-1.820204030826e-01,1.490673132186e+02
4.902451225613e-02,-1.511230432596e+02,-2.140318466031e-01,1.509090114130e+02
4.952476238119e-02,-1.529619407358e+02,-2.469339969977e-01,1.527150067388e+02
5.002501250625e-02,-1.547617673376e+02,-2.807514761500e-01,1.544810158615e+02
5.052526263132e-02,-1.565155587110e+02,-3.155095774179e-01,1.562000491335e+02
5.102551275638e-02,-1.582260047173e+02,-3.512342834273e-01,1.578747704339e+02
5.152576288144e-02,-1.598889278023e+02,-3.879522843074e-01,1.595009755180e+02
5.202601300650e-02,-1.615021585112e+02,-4.256909963776e-01,1.610764675148e+02
5.252626313157e-02,-1.630696709909e+02,-4.644785812948e-01,1.626051924096e+02
5.302651325663e-02,-1.645877382440e+02,-5.043439656708e-01,1.640833942784e+02
5.352676338169e-02,-1.660590444141e+02,-5.453168611691e-01,1.655137275530e+02
5.402701350675e-02,-1.674876181325e+02,-5.874277850909e-01,1.669001903474e+02
5.452726363182e-02,-1.688709688229e+02,-6.307080814600e-01,1.682402607414e+02
5.502751375688e-02,-1.702160187728e+02,-6.751899426159e-01,1.695408288302e+02
5.552776388194e-02,-1.715259312591e+02,-7.209064313248e-01,1.708050248277e+02
5.602801400700e-02,-1.728013317443e+02,-7.678915034199e-01,1.720334402409e+02
5.652826413207e-02,-1.740505372821e+02,-8.161800309772e-01,1.732343572511e+02
5.702851425713e-02,-1.752766558964e+02,-8.658078260410e-01,1.744108480703e+02
5.752876438219e-02,-1.764839677473e+02,-9.168116649052e-01,1.755671560824e+02
5.802901450725e-02,-1.776791406138e+02,-9.692293129623e-01,1.767099113008e+02
5.852926463232e-02,-1.788675370220e+02,-1.023099550128e+00,1.778444374718e+02
5.902951475738e-02,-1.800570625147e+02,-1.078462196858e+00,1.789786003178e+02
5.952976488244e-02,-1.812548871770e+02,-1.135358140745e+00,1.801195290363e+02
6.003001500750e-02,-1.824699308739e+02,-1.193829363746e+00,1.812761015101e+02
6.053026513257e-02,-1.837072447208e+02,-1.253918970000e+00,1.824533257508e+02
6.103051525763e-02,-1.849702380725e+02,-1.315671214283e+00,1.836545668582e+02
6.153076538269e-02,-1.862668686277e+02,-1.379131531096e+00,1.848877370966e+02
6.203101550775e-02,-1.875960991980e+02,-1.444346564389e+00,1.861517526336e+02
6.253126563282e-02,-1.889606900735e+02,-1.511364197941e+00,1.874493258755e+02
6.303151575788e-02,-1.903642870119e+02,-1.580233586392e+00,1.887840534256e+02
6.353176588294e-02,-1.918032505837e+02,-1.651005186954e+00,1.901522453968e+02
6.403201600800e-02,-1.932796798734e+02,-1.723730791784e+00,1.915559490816e+02
6.453226613307e-02,-1.947927949859e+02,-1.798463561048e+00,1.929943314249e+02
6.503251625813e-02,-1.963382579825e+02,-1.875258056668e+00,1.944629999258e+02
6.553276638319e-02,-1.979174219845e+02,-1.954170276772e+00,1.959632517077e+02
6.603301650825e-02,-1.995267410740e+02,-2.035257690843e+00,1.974914833831e+02
6.653326663332e-02,-2.011629305137e+02,-2.118579275569e+00,1.990443512381e+02
6.703351675838e-02,-2.028267113741e+02,-2.204195551422e+00,2.006225158227e+02
6.753376688344e-02,-2.045123708088e+02,-2.292168619933e+00,2.022202021889e+02
6.803401700850e-02,-2.062174661315e+02,-2.382562201713e+00,2.038349039298e+02
6.853426713357e-02,-2.079402771770e+02,-2.475441675174e+00,2.054648355019e+02
6.903451725863e-02,-2.096759592331e+02,-2.570874115993e+00,2.071050851171e+02
6.953476738369e-02,-2.114226802286e+02,-2.668928337297e+00,2.087537518913e+02
7.003501750875e-02,-2.131779406188e+02,-2.769674930577e+00,2.104082656882e+02
7.053526763382e-02,-2.149384281925e+02,-2.873186307336e+00,2.120652418852e+02
7.103551775888e-02,-2.167017442506e+02,-2.979536741452e+00,2.137222075091e+02
7.153576788394e-02,-2.184651904186e+02,-3.088802412273e+00,2.153763880064e+02
7.203601800900e-02,-2.202266569719e+02,-3.201061448431e+00,2.170255955235e+02
7.253626813407e-02,-2.219835651310e+02,-3.316393972375e+00,2.186671711586e+02
7.303651825913e-02,-2.237343426398e+02,-3.434882145597e+00,2.202994604942e+02
7.353676838419e-02,-2.254776392981e+02,-3.556610214574e+00,2.219210290835e+02
7.403701850925e-02,-2.272109910040e+02,-3.681664557398e+00,2.235293264466e+02
7.453726863432e-02,-2.289342668069e+02,-3.810133731073e+00,2.251241330758e+02
7.503751875938e-02,-2.306456373871e+02,-3.942108519496e+00,2.267035288676e+02
7.553776888444e-02,-2.323426914042e+02,-4.077681982070e+00,2.282650094221e+02
7.603801900950e-02,-2.340252595332e+02,-4.216949502972e+00,2.298083100302e+02
7.653826913457e-02,-2.356896964066e+02,-4.360008841010e+00,2.313296875656e+02
7.703851925963e-02,-2.373318503436e+02,-4.506960180097e+00,2.328248901635e+02
7.753876938469e-02,-2.389490319844e+02,-4.657906180281e+00,2.342911258042e+02
7.803901950975e-02,-2.405335538504e+02,-4.812952029313e+00,2.357206018211e+02
7.853926963482e-02,-2.420824817993e+02,-4.972205494748e+00,2.371102763046e+02
7.903951975988e-02,-2.435931392481e+02,-5.135776976499e+00,2.384573622716e+02
7.953976988494e-02,-2.450561739454e+02,-5.303779559861e+00,2.397523943856e+02
