normalized_time,experiment_charge_nC,simulation_charge_nC,difference_nC
2.161080540270e-01,-2.997460151310e+02,-3.674874304767e+02,-6.774141534571e+01
2.166083041521e-01,-3.008389694082e+02,-3.677977665001e+02,-6.695879709194e+01
2.171085542771e-01,-3.019796701585e+02,-3.681002352675e+02,-6.612056510896e+01
2.176088044022e-01,-3.031628889179e+02,-3.683950280024e+02,-6.523213908448e+01
2.181090545273e-01,-3.043900868168e+02,-3.686823320743e+02,-6.429224525742e+01
2.186093046523e-01,-3.056551948709e+02,-3.689623310423e+02,-6.330713617146e+01
2.191095547774e-01,-3.069528660065e+02,-3.692352047027e+02,-6.228233869619e+01
2.196098049025e-01,-3.082824102786e+02,-3.695011291350e+02,-6.121871885644e+01
2.201100550275e-01,-3.096356553011e+02,-3.697602767528e+02,-6.012462145169e+01
2.206103051526e-01,-3.110086539004e+02,-3.700128163531e+02,-5.900416245271e+01
2.211105552776e-01,-3.123978468969e+02,-3.702589131683e+02,-5.786106627143e+01
2.216108054027e-01,-3.137968545507e+02,-3.704987289184e+02,-5.670187436767e+01
2.221110555278e-01,-3.152012198334e+02,-3.707324218646e+02,-5.553120203127e+01
2.226113056528e-01,-3.166058976723e+02,-3.709601468630e+02,-5.435424919070e+01
2.231115557779e-01,-3.180063817643e+02,-3.711820554195e+02,-5.317567365515e+01
2.236118059030e-01,-3.193976922696e+02,-3.713982957448e+02,-5.200060347525e+01
2.241120560280e-01,-3.207754845157e+02,-3.716090128103e+02,-5.083352829459e+01
2.246123061531e-01,-3.221368318394e+02,-3.718143484033e+02,-4.967751656395e+01
2.251125562781e-01,-3.234755292881e+02,-3.720144411839e+02,-4.853891189578e+01
2.256128064032e-01,-3.247899044256e+02,-3.722094267409e+02,-4.741952231523e+01
2.261130565283e-01,-3.260771231350e+02,-3.723994376481e+02,-4.632231451308e+01
2.266133066533e-01,-3.273301731100e+02,-3.725846035208e+02,-4.525443041085e+01
2.271135567784e-01,-3.285501992231e+02,-3.727650510726e+02,-4.421485184950e+01
2.276138069035e-01,-3.297330824147e+02,-3.729409041704e+02,-4.320782175575e+01
2.281140570285e-01,-3.308728855162e+02,-3.731122838919e+02,-4.223939837568e+01
2.286143071536e-01,-3.319687655562e+02,-3.732793085804e+02,-4.131054302413e+01
2.291145572786e-01,-3.330113599534e+02,-3.734420939006e+02,-4.043073394714e+01
2.296148074037e-01,-3.339943277373e+02,-3.736007528942e+02,-3.960642515686e+01
2.301150575288e-01,-3.349162100785e+02,-3.737553960342e+02,-3.883918595576e+01
2.306153076538e-01,-3.357650185327e+02,-3.739061312802e+02,-3.814111274751e+01
2.311155577789e-01,-3.365410902186e+02,-3.740530641315e+02,-3.751197391297e+01
2.316158079040e-01,-3.372443465967e+02,-3.741962976814e+02,-3.695195108467e+01
2.321160580290e-01,-3.378621503486e+02,-3.743359326701e+02,-3.647378232150e+01
2.326163081541e-01,-3.384036120295e+02,-3.744720675373e+02,-3.606845550781e+01
2.331165582791e-01,-3.388660797633e+02,-3.746047984743e+02,-3.573871871096e+01
2.336168084042e-01,-3.392437572521e+02,-3.747342194757e+02,-3.549046222362e+01
2.341170585293e-01,-3.395469069269e+02,-3.748604223900e+02,-3.531351546309e+01
2.346173086543e-01,-3.397734499984e+02,-3.749834969703e+02,-3.521004697189e+01
2.351175587794e-01,-3.399261725097e+02,-3.751035309240e+02,-3.517735841432e+01
2.356178089045e-01,-3.400142606037e+02,-3.752206099618e+02,-3.520634935804e+01
2.361180590295e-01,-3.400361378924e+02,-3.753348178462e+02,-3.529867995384e+01
2.366183091546e-01,-3.399995371420e+02,-3.754462364400e+02,-3.544669929802e+01
2.371185592796e-01,-3.399114579024e+02,-3.755549457528e+02,-3.564348785039e+01
2.376188094047e-01,-3.397713327398e+02,-3.756610239880e+02,-3.588969124816e+01
2.381190595298e-01,-3.395896304387e+02,-3.757645475887e+02,-3.617491715007e+01
2.386193096548e-01,-3.393704095282e+02,-3.758655912833e+02,-3.649518175509e+01
2.391195597799e-01,-3.391148942706e+02,-3.759642281298e+02,-3.684933385927e+01
2.396198099050e-01,-3.388316426448e+02,-3.760605295603e+02,-3.722888691550e+01
2.401200600300e-01,-3.385235779624e+02,-3.761545654237e+02,-3.763098746124e+01
2.406203101551e-01,-3.381954906187e+02,-3.762464040293e+02,-3.805091341057e+01
2.411205602801e-01,-3.378538261365e+02,-3.763361121884e+02,-3.848228605190e+01
2.416208104052e-01,-3.375032321895e+02,-3.764237552561e+02,-3.892052306653e+01
2.421210605303e-01,-3.371499131800e+02,-3.765093971716e+02,-3.935948399156e+01
2.426213106553e-01,-3.367997588028e+02,-3.765931004993e+02,-3.979334169646e+01
2.431215607804e-01,-3.364613041255e+02,-3.766749264677e+02,-4.021362234220e+01
2.436218109055e-01,-3.361429681075e+02,-3.767549350087e+02,-4.061196690117e+01
2.441220610305e-01,-3.358518777623e+02,-3.768331847962e+02,-4.098130703389e+01
2.446223111556e-01,-3.356000817643e+02,-3.769097332836e+02,-4.130965151927e+01
2.451225612806e-01,-3.353884801635e+02,-3.769846367411e+02,-4.159615657762e+01
2.456228114057e-01,-3.352226589029e+02,-3.770579502928e+02,-4.183529138994e+01
2.461230615308e-01,-3.351088859664e+02,-3.771297279523e+02,-4.202084198585e+01
2.466233116558e-01,-3.350443573521e+02,-3.772000226584e+02,-4.215566530625e+01
2.471235617809e-01,-3.350336220345e+02,-3.772688863103e+02,-4.223526427585e+01
2.476238119060e-01,-3.350767441455e+02,-3.773363698020e+02,-4.225962565652e+01
2.481240620310e-01,-3.351692482476e+02,-3.774025230565e+02,-4.223327480892e+01
2.486243121561e-01,-3.353148483476e+02,-3.774673950587e+02,-4.215254671107e+01
2.491245622811e-01,-3.355089257363e+02,-3.775310338891e+02,-4.202210815275e+01
2.496248124062e-01,-3.357477570520e+02,-3.775934867558e+02,-4.184572970384e+01
2.501250625313e-01,-3.360341118294e+02,-3.776548000270e+02,-4.162068819762e+01
2.506253126563e-01,-3.363593518994e+02,-3.777150192621e+02,-4.135566736267e+01
2.511255627814e-01,-3.367211725597e+02,-3.777741892432e+02,-4.105301668348e+01
2.516258129065e-01,-3.371185814642e+02,-3.778323540059e+02,-4.071377254170e+01
2.521260630315e-01,-3.375442395432e+02,-3.778895568694e+02,-4.034531732616e+01
2.526263131566e-01,-3.379962886678e+02,-3.779458404663e+02,-3.994955179855e+01
2.531265632816e-01,-3.384713957713e+02,-3.780012467728e+02,-3.952985100148e+01
2.536268134067e-01,-3.389642769119e+02,-3.780558171370e+02,-3.909154022513e+01
2.541270635318e-01,-3.394724216843e+02,-3.781095923084e+02,-3.863717062408e+01
2.546273136568e-01,-3.399914410940e+02,-3.781626124660e+02,-3.817117137196e+01
2.551275637819e-01,-3.405175465967e+02,-3.782149172464e+02,-3.769737064963e+01
2.556278139070e-01,-3.410481617543e+02,-3.782665457722e+02,-3.721838401787e+01
2.561280640320e-01,-3.415798960215e+02,-3.783175366787e+02,-3.673764065729e+01
2.566283141571e-01,-3.421102285377e+02,-3.783679281420e+02,-3.625769960425e+01
2.571285642821e-01,-3.426360956212e+02,-3.784177579049e+02,-3.578166228364e+01
2.576288144072e-01,-3.431558603536e+02,-3.784670633049e+02,-3.531120295125e+01
2.581290645323e-01,-3.436671537003e+02,-3.785158812996e+02,-3.484872759934e+01
2.586293146573e-01,-3.441670219344e+02,-3.785642484936e+02,-3.439722655916e+01
2.591295647824e-01,-3.446534348409e+02,-3.786122011640e+02,-3.395876632317e+01
2.596298149075e-01,-3.451206623046e+02,-3.786597752870e+02,-3.353911298238e+01
2.601300650325e-01,-3.455631566017e+02,-3.787070065625e+02,-3.314384996072e+01
2.606303151576e-01,-3.459775510990e+02,-3.787539304405e+02,-3.277637934148e+01
2.611305652826e-01,-3.463555024747e+02,-3.788005821459e+02,-3.244507967126e+01
2.616308154077e-01,-3.466944532501e+02,-3.788469967040e+02,-3.215254345391e+01
2.621310655328e-01,-3.469917532501e+02,-3.788932089650e+02,-3.190145571489e+01
2.626313156578e-01,-3.472375267368e+02,-3.789392536296e+02,-3.170172689279e+01
2.631315657829e-01,-3.474354429449e+02,-3.789851652733e+02,-3.154972232843e+01
2.636318159080e-01,-3.475829943206e+02,-3.790309783717e+02,-3.144798405109e+01
2.641320660330e-01,-3.476755606037e+02,-3.790767273243e+02,-3.140116672052e+01
2.646323161581e-01,-3.477192036253e+02,-3.791224464798e+02,-3.140324285456e+01
2.651325662831e-01,-3.477120388429e+02,-3.791681701608e+02,-3.145613131793e+01
2.656328164082e-01,-3.476549448959e+02,-3.792139326875e+02,-3.155898779159e+01
2.661330665333e-01,-3.475536986728e+02,-3.792597684030e+02,-3.170606973027e+01
2.666333166583e-01,-3.474072829649e+02,-3.793057116976e+02,-3.189842873273e+01
2.671335667834e-01,-3.472213794632e+02,-3.793517970331e+02,-3.213041756994e+01
2.676338169085e-01,-3.470007463966e+02,-3.793980589675e+02,-3.239731257083e+01
2.681340670335e-01,-3.467445555512e+02,-3.794445321795e+02,-3.269997662827e+01
2.686343171586e-01,-3.464601635052e+02,-3.794912514935e+02,-3.303108798828e+01
2.691345672836e-01,-3.461509533501e+02,-3.795382519037e+02,-3.338729855357e+01
2.696348174087e-01,-3.458192500485e+02,-3.795855685994e+02,-3.376631855090e+01
2.701350675338e-01,-3.454720021245e+02,-3.796332369893e+02,-3.416123486485e+01
2.706353176588e-01,-3.451131412441e+02,-3.796812927275e+02,-3.456815148341e+01
2.711355677839e-01,-3.447475307388e+02,-3.797297717371e+02,-3.498224099832e+01
2.716358179090e-01,-3.443804700084e+02,-3.797787102368e+02,-3.539824022836e+01
2.721360680340e-01,-3.440176842155e+02,-3.798281447655e+02,-3.581046054999e+01
2.726363181591e-01,-3.436662685077e+02,-3.798781122080e+02,-3.621184370031e+01
2.731365682841e-01,-3.433326267868e+02,-3.799286498207e+02,-3.659602303386e+01
2.736368184092e-01,-3.430284804136e+02,-3.799797952574e+02,-3.695131484378e+01
2.741370685343e-01,-3.427600436953e+02,-3.800315865957e+02,-3.727154290042e+01
2.746373186593e-01,-3.425327846658e+02,-3.800840623626e+02,-3.755127769684e+01
2.751375687844e-01,-3.423585515492e+02,-3.801372615618e+02,-3.777871001257e+01
2.756378189095e-01,-3.422349450460e+02,-3.801912236996e+02,-3.795627865360e+01
2.761380690345e-01,-3.421663988729e+02,-3.802459888124e+02,-3.807958993954e+01
2.766383191596e-01,-3.421581671070e+02,-3.803015974941e+02,-3.814343038706e+01
2.771385692846e-01,-3.422049351410e+02,-3.803580909226e+02,-3.815315578156e+01
2.776388194097e-01,-3.423104839654e+02,-3.804155108887e+02,-3.810502692324e+01
2.781390695348e-01,-3.424740256363e+02,-3.804738998233e+02,-3.799987418707e+01
2.786393196598e-01,-3.426904084777e+02,-3.805333008263e+02,-3.784289234865e+01
2.791395697849e-01,-3.429628005737e+02,-3.805937576948e+02,-3.763095712110e+01
2.796398199100e-01,-3.432849529999e+02,-3.806553149523e+02,-3.737036195241e+01
2.801400700350e-01,-3.436522965717e+02,-3.807180178780e+02,-3.706572130625e+01
2.806403201601e-01,-3.440673145307e+02,-3.807819125360e+02,-3.671459800525e+01
2.811405702851e-01,-3.445212975222e+02,-3.808470458059e+02,-3.632574828367e+01
2.816408204102e-01,-3.450116911190e+02,-3.809134654126e+02,-3.590177429362e+01
2.821410705353e-01,-3.455375290380e+02,-3.809812199573e+02,-3.544369091937e+01
2.826413206603e-01,-3.460910424447e+02,-3.810503589482e+02,-3.495931650351e+01
2.831415707854e-01,-3.466697832151e+02,-3.811209328322e+02,-3.445114961713e+01
2.836418209105e-01,-3.472704630550e+02,-3.811929930264e+02,-3.392252997147e+01
2.841420710355e-01,-3.478881660565e+02,-3.812665919507e+02,-3.337842589424e+01
2.846423211606e-01,-3.485210467968e+02,-3.813417830599e+02,-3.282073626301e+01
2.851425712856e-01,-3.491650130800e+02,-3.814186208767e+02,-3.225360779671e+01
2.856428214107e-01,-3.498163031250e+02,-3.814971610256e+02,-3.168085790057e+01
2.861430715358e-01,-3.504723939704e+02,-3.815774602659e+02,-3.110506629547e+01
2.866433216608e-01,-3.511297332901e+02,-3.816595765264e+02,-3.052984323631e+01
2.871435717859e-01,-3.517857061765e+02,-3.817435689398e+02,-2.995786276323e+01
2.876438219110e-01,-3.524370896683e+02,-3.818294978774e+02,-2.939240820913e+01
2.881440720360e-01,-3.530820963216e+02,-3.819174249849e+02,-2.883532866332e+01
2.886443221611e-01,-3.537183113791e+02,-3.820074132181e+02,-2.828910183902e+01
2.891445722861e-01,-3.543428563016e+02,-3.820995268788e+02,-2.775667057722e+01
2.896448224112e-01,-3.549539400435e+02,-3.821938316515e+02,-2.723989160800e+01
2.901450725363e-01,-3.555460124296e+02,-3.822903946402e+02,-2.674438221059e+01
2.906453226613e-01,-3.561128411440e+02,-3.823892844066e+02,-2.627644326258e+01
2.911455727864e-01,-3.566502149809e+02,-3.824905710064e+02,-2.584035602546e+01
2.916458229115e-01,-3.571488458464e+02,-3.825943260285e+02,-2.544548018213e+01
2.921460730365e-01,-3.576060520495e+02,-3.827006226330e+02,-2.509457058353e+01
2.926463231616e-01,-3.580189555512e+02,-3.828095355900e+02,-2.479058003878e+01
2.931465732866e-01,-3.583771641055e+02,-3.829211413188e+02,-2.454397721333e+01
2.936468234117e-01,-3.586847016743e+02,-3.830355179272e+02,-2.435081625296e+01
2.941470735368e-01,-3.589383492981e+02,-3.831527452513e+02,-2.421439595321e+01
2.946473236618e-01,-3.591330122796e+02,-3.832729048954e+02,-2.413989261580e+01
2.951475737869e-01,-3.592743155812e+02,-3.833960802723e+02,-2.412176469102e+01
2.956478239120e-01,-3.593598470970e+02,-3.835223566437e+02,-2.416250954669e+01
2.961480740370e-01,-3.593907780124e+02,-3.836518211608e+02,-2.426104314840e+01
2.966483241621e-01,-3.593731984226e+02,-3.837845629055e+02,-2.441136448280e+01
2.971485742871e-01,-3.593050533501e+02,-3.839206729306e+02,-2.461561958048e+01
2.976488244122e-01,-3.591920041255e+02,-3.840602443014e+02,-2.486824017591e+01
2.981490745373e-01,-3.590390164817e+02,-3.842033721369e+02,-2.516435565518e+01
2.986493246623e-01,-3.588454670570e+02,-3.843501536503e+02,-2.550468659337e+01
2.991495747874e-01,-3.586194862165e+02,-3.845006881910e+02,-2.588120197447e+01
2.996498249125e-01,-3.583644069269e+02,-3.846550772847e+02,-2.629067035777e+01
3.001500750375e-01,-3.580818450960e+02,-3.848134246747e+02,-2.673157957875e+01
3.006503251626e-01,-3.577787133801e+02,-3.849758363631e+02,-2.719712298302e+01
3.011505752876e-01,-3.574583569519e+02,-3.851424206503e+02,-2.768406369843e+01
3.016508254127e-01,-3.571251936202e+02,-3.853132881759e+02,-2.818809455570e+01
3.021510755378e-01,-3.567846571020e+02,-3.854885519583e+02,-2.870389485636e+01
3.026513256628e-01,-3.564409768619e+02,-3.856683274339e+02,-2.922735057208e+01
3.031515757879e-01,-3.561000368419e+02,-3.858527324961e+02,-2.975269565427e+01
3.036518259130e-01,-3.557673980725e+02,-3.860418875336e+02,-3.027448946117e+01
3.041520760380e-01,-3.554525619044e+02,-3.862359154678e+02,-3.078335356340e+01
3.046523261631e-01,-3.551629942706e+02,-3.864349417894e+02,-3.127194751885e+01
3.051525762881e-01,-3.549049842656e+02,-3.866390945949e+02,-3.173411032936e+01
3.056528264132e-01,-3.546896116293e+02,-3.868485046209e+02,-3.215889299165e+01
3.061530765383e-01,-3.545161617043e+02,-3.870633052782e+02,-3.254714357387e+01
3.066533266633e-01,-3.543892285877e+02,-3.872836326842e+02,-3.289440409650e+01
3.071535767884e-01,-3.543142504487e+02,-3.875096256950e+02,-3.319537524635e+01
3.076538269135e-01,-3.542876926698e+02,-3.877414259341e+02,-3.345373326436e+01
3.081540770385e-01,-3.543131258864e+02,-3.879791778217e+02,-3.366605193533e+01
3.086543271636e-01,-3.543896453461e+02,-3.882230286007e+02,-3.383338325458e+01
3.091545772886e-01,-3.545122594532e+02,-3.884731283618e+02,-3.396086890859e+01
3.096548274137e-01,-3.546836125797e+02,-3.887296300659e+02,-3.404601748616e+01
3.101550775388e-01,-3.548980540004e+02,-3.889926895650e+02,-3.409463556452e+01
3.106553276638e-01,-3.551514496483e+02,-3.892624656201e+02,-3.411101597185e+01
3.111555777889e-01,-3.554453614041e+02,-3.895391199173e+02,-3.409375851318e+01
3.116558279140e-01,-3.557715015242e+02,-3.898228170804e+02,-3.405131555619e+01
3.121560780390e-01,-3.561267285877e+02,-3.901137246813e+02,-3.398699609353e+01
3.126563281641e-01,-3.565094221845e+02,-3.904120132470e+02,-3.390259106246e+01
3.131565782891e-01,-3.569131933701e+02,-3.907178562634e+02,-3.380466289333e+01
3.136568284142e-01,-3.573356061265e+02,-3.910314301759e+02,-3.369582404937e+01
3.141570785393e-01,-3.577729431950e+02,-3.913529143851e+02,-3.357997119011e+01
3.146573286643e-01,-3.582202061765e+02,-3.916824912408e+02,-3.346228506428e+01
3.151575787894e-01,-3.586747026248e+02,-3.920203460293e+02,-3.334564340456e+01
3.156578289145e-01,-3.591323774121e+02,-3.923666669582e+02,-3.323428954601e+01
3.161580790395e-01,-3.595903150810e+02,-3.927216451352e+02,-3.313133005425e+01
3.166583291646e-01,-3.600449690580e+02,-3.930854745436e+02,-3.304050548568e+01
3.171585792896e-01,-3.604936725597e+02,-3.934583520106e+02,-3.296467945087e+01
3.176588294147e-01,-3.609338548509e+02,-3.938404771715e+02,-3.290662232065e+01
3.181590795398e-01,-3.613616052761e+02,-3.942320524282e+02,-3.287044715209e+01
3.186593296648e-01,-3.617758464467e+02,-3.946332829008e+02,-3.285743645409e+01
3.191595797899e-01,-3.621736750610e+02,-3.950443763735e+02,-3.287070131257e+01
3.196598299150e-01,-3.625507569019e+02,-3.954655432344e+02,-3.291478633248e+01
3.201600800400e-01,-3.629043804136e+02,-3.958969964068e+02,-3.299261599313e+01
3.206603301651e-01,-3.632267856663e+02,-3.963389512750e+02,-3.311216560872e+01
3.211605802901e-01,-3.635117618043e+02,-3.967916256018e+02,-3.327986379743e+01
3.216608304152e-01,-3.637564941205e+02,-3.972552394377e+02,-3.349874531721e+01
3.221610805403e-01,-3.639516415942e+02,-3.977300150234e+02,-3.377837342918e+01
3.226613306653e-01,-3.640962968218e+02,-3.982161766820e+02,-3.411987986016e+01
3.231615807904e-01,-3.641889165317e+02,-3.987139507037e+02,-3.452503417196e+01
3.236618309155e-01,-3.642188382426e+02,-3.992235652211e+02,-3.500472697857e+01
3.241620810405e-01,-3.641925329399e+02,-3.997452500750e+02,-3.555271713514e+01
3.246623311656e-01,-3.641079934201e+02,-4.002792366702e+02,-3.617124325005e+01
3.251625812906e-01,-3.639619825647e+02,-4.008257578217e+02,-3.686377525696e+01
3.256628314157e-01,-3.637622844156e+02,-4.013850475903e+02,-3.762276317470e+01
3.261630815408e-01,-3.635077777623e+02,-4.019573411079e+02,-3.844956334560e+01
3.266633316658e-01,-3.632004662065e+02,-4.025428743911e+02,-3.934240818452e+01
3.271635817909e-01,-3.628468459964e+02,-4.031418841442e+02,-4.029503814782e+01
3.276638319160e-01,-3.624464211340e+02,-4.037546075510e+02,-4.130818641704e+01
3.281640820410e-01,-3.620058168319e+02,-4.043812820539e+02,-4.237546522205e+01
3.286643321661e-01,-3.615307934702e+02,-4.050221451219e+02,-4.349135165173e+01
3.291645822911e-01,-3.610213708589e+02,-4.056774340057e+02,-4.465606314686e+01
3.296648324162e-01,-3.604852932701e+02,-4.063473854815e+02,-4.586209221141e+01
3.301650825413e-01,-3.599262871670e+02,-4.070322355805e+02,-4.710594841354e+01
3.306653326663e-01,-3.593465955212e+02,-4.077322193077e+02,-4.838562378655e+01
3.311655827914e-01,-3.587524196833e+02,-4.084475703462e+02,-4.969515066291e+01
3.316658329165e-01,-3.581468415442e+02,-4.091785207492e+02,-5.103167920501e+01
3.321660830415e-01,-3.575341078274e+02,-4.099253006196e+02,-5.239119279229e+01
3.326663331666e-01,-3.569190072271e+02,-4.106881377754e+02,-5.376913054831e+01
3.331665832916e-01,-3.563064066268e+02,-4.114672574027e+02,-5.516085077590e+01
3.336668334167e-01,-3.557021205837e+02,-4.122628816961e+02,-5.656076111241e+01
3.341670835418e-01,-3.551111142305e+02,-4.130752294857e+02,-5.796411525515e+01
3.346673336668e-01,-3.545428074772e+02,-4.139045158514e+02,-5.936170837426e+01
3.351675837919e-01,-3.540035759114e+02,-4.147509517250e+02,-6.074737581363e+01
3.356678339170e-01,-3.535001721095e+02,-4.156147434801e+02,-6.211457137058e+01
3.361680840420e-01,-3.530451730099e+02,-4.164960925092e+02,-6.345091949930e+01
3.366683341671e-01,-3.526383780124e+02,-4.173951947906e+02,-6.475681677815e+01
3.371685842921e-01,-3.522856747108e+02,-4.183122404429e+02,-6.602656573209e+01
3.376688344172e-01,-3.519939064767e+02,-4.192474132695e+02,-6.725350679280e+01
3.381690845423e-01,-3.517591686077e+02,-4.202008902926e+02,-6.844172168483e+01
3.386693346673e-01,-3.515862147308e+02,-4.211728412782e+02,-6.958662654740e+01
3.391695847924e-01,-3.514746960214e+02,-4.221634282517e+02,-7.068873223021e+01
3.396698349175e-01,-3.514198246358e+02,-4.231728050057e+02,-7.175298036992e+01
3.401700850425e-01,-3.514256373921e+02,-4.242011166010e+02,-7.277547920883e+01
3.406703351676e-01,-3.514858963216e+02,-4.252484988609e+02,-7.376260253927e+01
3.411705852926e-01,-3.515958806638e+02,-4.263150778599e+02,-7.471919719615e+01
3.416708354177e-01,-3.517585925697e+02,-4.274009694093e+02,-7.564237683960e+01
3.421710855428e-01,-3.519646430450e+02,-4.285062785385e+02,-7.654163549358e+01
3.426713356678e-01,-3.522114359414e+02,-4.296310989753e+02,-7.741966303389e+01
3.431715857929e-01,-3.524978585527e+02,-4.307755126255e+02,-7.827765407274e+01
3.436718359180e-01,-3.528156063266e+02,-4.319395890528e+02,-7.912398272622e+01
3.441720860430e-01,-3.531627302886e+02,-4.331233849623e+02,-7.996065467376e+01
3.446723361681e-01,-3.535354054762e+02,-4.343269436863e+02,-8.079153821014e+01
3.451725862931e-01,-3.539281833151e+02,-4.355502946769e+02,-8.162211136179e+01
3.456728364182e-01,-3.543391999234e+02,-4.367934530043e+02,-8.245425308094e+01
3.461730865433e-01,-3.547640830149e+02,-4.380564188658e+02,-8.329233585087e+01
3.466733366683e-01,-3.551988512991e+02,-4.393391771034e+02,-8.414032580432e+01
3.471735867934e-01,-3.556409712591e+02,-4.406416967353e+02,-8.500072547626e+01
3.476738369185e-01,-3.560866879174e+02,-4.419639305011e+02,-8.587724258369e+01
3.481740870435e-01,-3.565335664567e+02,-4.433058144233e+02,-8.677224796663e+01
3.486743371686e-01,-3.569791362916e+02,-4.446672673874e+02,-8.768813109578e+01
3.491745872936e-01,-3.574208753611e+02,-4.460481907413e+02,-8.862731538018e+01
3.496748374187e-01,-3.578564380925e+02,-4.474484679183e+02,-8.959202982583e+01
3.501750875438e-01,-3.582829670570e+02,-4.488679640828e+02,-9.058499702588e+01
3.506753376688e-01,-3.586983679574e+02,-4.503065258033e+02,-9.160815784584e+01
3.511755877939e-01,-3.590975794131e+02,-4.517639807526e+02,-9.266640133944e+01
3.516758379190e-01,-3.594750418444e+02,-4.532401374394e+02,-9.376509559507e+01
3.521760880440e-01,-3.598268626047e+02,-4.547347849709e+02,-9.490792236620e+01
3.526763381691e-01,-3.601441621545e+02,-4.562476928498e+02,-9.610353069533e+01
3.531765882941e-01,-3.604240210840e+02,-4.577786108072e+02,-9.735458972322e+01
3.536768384192e-01,-3.606639630550e+02,-4.593272686725e+02,-9.866330561753e+01
3.541770885443e-01,-3.608540266368e+02,-4.608933762834e+02,-1.000393496466e+02
3.546773386693e-01,-3.609973159814e+02,-4.624766234363e+02,-1.014793074548e+02
3.551775887944e-01,-3.610901088279e+02,-4.640766798783e+02,-1.029865710504e+02
3.556778389195e-01,-3.611275096283e+02,-4.656931953440e+02,-1.045656857157e+02
3.561780890445e-01,-3.611152134302e+02,-4.673257996367e+02,-1.062105862065e+02
3.566783391696e-01,-3.610509931200e+02,-4.689741027550e+02,-1.079231096351e+02
3.571785892946e-01,-3.609361826648e+02,-4.706376950672e+02,-1.097015124024e+02
3.576788394197e-01,-3.607763239354e+02,-4.723161475326e+02,-1.115398235972e+02
3.581790895448e-01,-3.605695400935e+02,-4.740090119712e+02,-1.134394718777e+02
3.586793396698e-01,-3.603210515492e+02,-4.757158213823e+02,-1.153947698331e+02
3.591795897949e-01,-3.600358741605e+02,-4.774360903118e+02,-1.174002161513e+02
3.596798399200e-01,-3.597145577023e+02,-4.791693152681e+02,-1.194547575658e+02
3.601800900450e-01,-3.593654626047e+02,-4.809149751865e+02,-1.215495125817e+02
3.606803401701e-01,-3.589926694081e+02,-4.826725319426e+02,-1.236798625345e+02
3.611805902951e-01,-3.585991784126e+02,-4.844414309129e+02,-1.258422525002e+02
3.616808404202e-01,-3.581923043256e+02,-4.862211015817e+02,-1.280287972561e+02
3.621810905453e-01,-3.577764677573e+02,-4.880109581945e+02,-1.302344904372e+02
3.626813406703e-01,-3.573574276373e+02,-4.898104004553e+02,-1.324529728180e+02
3.631815907954e-01,-3.569412264367e+02,-4.916188142673e+02,-1.346775878307e+02
3.636818409205e-01,-3.565345892180e+02,-4.934355725144e+02,-1.369009832964e+02
3.641820910455e-01,-3.561452768118e+02,-4.952600358826e+02,-1.391147590708e+02
3.646823411706e-01,-3.557805061265e+02,-4.970915537180e+02,-1.413110475915e+02
3.651825912956e-01,-3.554530519494e+02,-4.989294649205e+02,-1.434764129711e+02
3.656828414207e-01,-3.551675694582e+02,-5.007730988691e+02,-1.456055294109e+02
3.661830915458e-01,-3.549285919694e+02,-5.026217763781e+02,-1.476931844087e+02
3.666833416708e-01,-3.547468768118e+02,-5.044748106794e+02,-1.497279338676e+02
3.671835917959e-01,-3.546187423946e+02,-5.063315084292e+02,-1.517127660345e+02
3.676838419210e-01,-3.545482147808e+02,-5.081911707354e+02,-1.536429559546e+02
3.681840920460e-01,-3.545400429449e+02,-5.100530942038e+02,-1.555130512589e+02
3.686843421711e-01,-3.545886326898e+02,-5.119165719973e+02,-1.573279393076e+02
3.691845922961e-01,-3.546975274872e+02,-5.137808949072e+02,-1.590833674200e+02
3.696848424212e-01,-3.548647962215e+02,-5.156453524317e+02,-1.607805562101e+02
3.701850925463e-01,-3.550848218844e+02,-5.175092338589e+02,-1.624244119745e+02
3.706853426713e-01,-3.553609706588e+02,-5.193718293504e+02,-1.640108586917e+02
3.711855927964e-01,-3.556875186828e+02,-5.212324310219e+02,-1.655449123391e+02
3.716858429215e-01,-3.560600357413e+02,-5.230903340173e+02,-1.670302982759e+02
3.721860930465e-01,-3.564809826147e+02,-5.249448375737e+02,-1.684638549589e+02
3.726863431716e-01,-3.569414158814e+02,-5.267952460724e+02,-1.698538301910e+02
3.731865932966e-01,-3.574389149309e+02,-5.286408700742e+02,-1.712019551433e+02
3.736868434217e-01,-3.579731511490e+02,-5.304810273342e+02,-1.725078761852e+02
3.741870935468e-01,-3.585369144807e+02,-5.323150437941e+02,-1.737781293134e+02
3.746873436718e-01,-3.591282634552e+02,-5.341422545486e+02,-1.750139910934e+02
3.751875937969e-01,-3.597435918193e+02,-5.359620047829e+02,-1.762184129635e+02
3.756878439220e-01,-3.603771545507e+02,-5.377736506787e+02,-1.773964961280e+02
3.761880940470e-01,-3.610270420945e+02,-5.395765602865e+02,-1.785495181920e+02
3.766883441721e-01,-3.616895239854e+02,-5.413701143613e+02,-1.796805903758e+02
3.771885942971e-01,-3.623613520495e+02,-5.431537071593e+02,-1.807923551098e+02
3.776888444222e-01,-3.630408159814e+02,-5.449267471947e+02,-1.818859312133e+02
